,accy_pct_5,accy_mean,accy_sum,accz_ptp,accx_svd_entropy,accz_iqr_5_95,accx_n_sign_changes,accy_std,accx_sum,accz_svd_entropy,accx_lineintegral,accy_min,accx_energy,accx_max,accy_energy,accx_peaks,accy_svd_entropy,accx_std,accx_entropy,accx_rms,accy_n_below_mean,accx_ptp,accy_entropy,accz_kurtosis,accy_perm_entropy,accy_n_sign_changes,accy_kurtosis,accz_lineintegral,accx_n_below_mean,accy_n_above_mean,accy_skewness,accx_kurtosis,accx_n_above_mean,accy_rms,accz_n_above_mean,accz_energy,accz_std,accz_n_below_mean,accz_skewness,accx_pct_95,accx_iqr_5_95,accx_mean,accz_entropy,accx_pct_5,accx_iqr,accz_iqr,accy_peaks,accz_rms,accy_iqr_5_95,accz_peaks,accy_lineintegral,accy_iqr,accx_skewness,accx_min,accz_pct_95,accx_perm_entropy,accz_perm_entropy,accy_pct_95,accy_ptp,accz_max,accz_min,accy_max,accz_sum,accz_mean,accz_n_sign_changes,accz_pct_5
0,0.0 +/- 0.0002472159179104234,0.0016030956329463719 +/- 0.0005771313714157271,0.001990049751243772 +/- 0.0006633499170812573,0.0 +/- 0.0,-0.0005527915975677145 +/- 0.0004281905302606301,0.0004422332780541716 +/- 0.00041367135287716136,0.0001105583195135429 +/- 0.00022111663902708577,0.0 +/- 0.0,0.00016583747927031433 +/- 0.0002533209339389618,-0.00016583747927031433 +/- 0.0003539593276635058,-0.0008291873963515717 +/- 0.00037082387686563506,0.0 +/- 0.0,-0.00016583747927031433 +/- 0.00043174403957471635,-0.0005527915975677145 +/- 0.0003496161039434345,0.0003869541182974001 +/- 0.00025332093393896183,-5.527915975677145e-05 +/- 0.00016583747927031433,-0.0003869541182974001 +/- 0.00043174403957471635,0.0 +/- 0.0,0.0 +/- 0.0,0.0007186290768380288 +/- 0.0003539593276635058,0.0 +/- 0.0,0.0005527915975677145 +/- 0.0003496161039434345,0.0 +/- 0.0,0.0 +/- 0.0,0.0007186290768380288 +/- 0.0009904075659020917,-0.0007739082365948002 +/- 0.00027081146962776856,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0006633499170812573 +/- 0.00033167495854062866,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00033167495854062866 +/- 0.0002708114696277686,0.00033167495854062866 +/- 0.0002708114696277686,-0.0002211166390270858 +/- 0.0002708114696277686,0.0 +/- 0.0,0.0 +/- 0.0,5.527915975677145e-05 +/- 0.0001658374792703143,0.0 +/- 0.0,-5.527915975677145e-05 +/- 0.0001658374792703143,-5.527915975677145e-05 +/- 0.00016583747927031433,0.0 +/- 0.0,0.0 +/- 0.0,-0.000995024875621886 +/- 0.00048191254212721435,0.0 +/- 0.0,0.0 +/- 0.0,-0.0002211166390270858 +/- 0.0003666804632786495,0.0007739082365948002 +/- 0.0005066418678779237,-0.0006080707573244859 +/- 0.0009717189514232651,-0.0011608623548922004 +/- 0.0005215025501413245,0.0026533996683250293 +/- 0.0006904364840683659,0.0 +/- 0.0,-0.0005527915975677145 +/- 0.0003496161039434345,-0.0006633499170812573 +/- 0.0004136713528771613,-0.0006633499170812573 +/- 0.00033167495854062866,0.0 +/- 0.0,-0.00016583747927031433 +/- 0.0003539593276635058,-0.0001105583195135429 +/- 0.0002211166390270858,0.00033167495854062866 +/- 0.0002708114696277686
