,accy_pct_95,accz_lineintegral,accx_svd_entropy,accz_min,accz_perm_entropy,accx_energy,accz_mean,accx_min,accx_sum,accy_n_sign_changes,accx_n_sign_changes,accy_min,accz_max,accz_n_above_mean,accy_skewness,accx_iqr_5_95,accx_max,accz_skewness,accx_lineintegral,accz_svd_entropy,accy_n_above_mean,accy_pct_5,accz_rms,accz_std,accz_sum,accz_ptp,accz_kurtosis,accz_n_below_mean,accz_peaks,accz_entropy,accz_n_sign_changes,accz_iqr,accz_iqr_5_95,accz_pct_95,accx_ptp,accx_peaks,accx_rms,accx_pct_5,accy_iqr,accy_iqr_5_95,accy_lineintegral,accy_rms,accy_svd_entropy,accy_entropy,accx_pct_95,accx_entropy,accy_ptp,accy_sum,accy_energy,accy_peaks,accx_std,accx_skewness,accx_mean,accx_n_above_mean,accy_std,accx_perm_entropy,accx_n_below_mean,accx_iqr,accy_mean,accx_kurtosis,accy_max,accz_energy,accy_kurtosis,accy_perm_entropy,accy_n_below_mean,accz_pct_5
0,0.20839920948616603 +/- 0.006930393575137927,0.0 +/- 0.0,0.010375494071146218 +/- 0.0026050249657043737,0.04140316205533594 +/- 0.003464139949201211,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.012104743083003943 +/- 0.0015971571022969295,-0.00014822134387353357 +/- 0.00022641184263618222,0.00029644268774701164 +/- 0.0005501743441531531,0.01106719367588931 +/- 0.0008893280632411226,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.016106719367588916 +/- 0.0023089568074205267,0.0 +/- 0.0,0.0017292490118576808 +/- 0.0008042895551432803,0.0 +/- 0.0,0.0 +/- 0.0,0.021936758893280627 +/- 0.002857081481185951,0.0316699604743083 +/- 0.003081118938274486,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0014822134387351804 +/- 0.0006987221157969718,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0002470355731225116 +/- 0.0016571650030877867,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0011363636363636576 +/- 0.000316359893153808,0.0 +/- 0.0,0.0 +/- 0.0,-0.0004940711462450787 +/- 0.0007328259374600416,0.0 +/- 0.0,0.0 +/- 0.0,-0.0053359683794466425 +/- 0.0006916996047430678,0.0 +/- 0.0,-0.0012845849802371689 +/- 0.0023404583561910997,0.0 +/- 0.0,0.01650197628458496 +/- 0.0018380509128199864,0.007065217391304368 +/- 0.0021879041329530163,4.940711462447789e-05 +/- 0.0007796311184811872,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.10034584980237153 +/- 0.005414307460147462,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0018774703557312479 +/- 0.0007261333229594329,0.0 +/- 0.0,0.0 +/- 0.0,0.00513833992094862 +/- 0.0017143628036459784,0.045849802371541494 +/- 0.0013220442846106199,0.0 +/- 0.0,0.004545454545454542 +/- 0.0007261333229594329
