,hrv_rms,bvp_rms,bvp_std,bvp_lineintegral,scr_rms,hrv_pct_95,bvp_iqr,hrv_iqr_5_95,hrv_entropy,hrv_svd_entropy,hrv_pct_5,hrv_std,hrv_n_above_mean,bvp_kurtosis,scl_lineintegral,scl_entropy,bvp_energy,scl_pct_95,bvp_iqr_5_95,scl_iqr_5_95,hrv_kurtosis,scr_perm_entropy,scl_skewness,scr_max,scl_max,scr_ptp,scr_pct_95,scr_iqr_5_95,scr_n_sign_changes,scl_sum,scl_mean,hrv_perm_entropy,scl_perm_entropy,bvp_pct_5,bvp_sum,bvp_mean,scr_iqr,bvp_skewness,scr_n_above_mean,scr_n_below_mean,bvp_svd_entropy,scl_pct_5,scr_skewness,hrv_peaks,scl_min,scl_n_above_mean,scl_n_below_mean,scr_lineintegral,scl_std,scl_n_sign_changes,bvp_n_sign_changes,scr_std,bvp_pct_95,scr_pct_5,scr_min,scl_kurtosis,bvp_min,scr_kurtosis,scr_entropy,hrv_n_sign_changes,bvp_entropy,scl_peaks,scl_rms,scl_energy,scr_energy,scr_peaks,scr_mean,scr_sum,bvp_max,hrv_skewness,scl_iqr,scl_ptp,bvp_ptp,scl_svd_entropy,scr_svd_entropy,bvp_perm_entropy,hrv_n_below_mean,bvp_peaks,hrv_min,hrv_sum,hrv_mean,bvp_n_below_mean,bvp_n_above_mean,hrv_iqr,hrv_energy,hrv_ptp,hrv_lineintegral,hrv_max
0,0.40221635883905016 +/- 0.007602608322301651,0.4705013192612138 +/- 0.00928579977776217,0.3283905013192613 +/- 0.010480083539148496,0.07815303430079158 +/- 0.004309443036036793,0.02643799472295518 +/- 0.004424228584427061,0.005065963060686063 +/- 0.0030424348929603295,0.0017941952506596692 +/- 0.0027642851406245294,0.002269129287598981 +/- 0.002348729613115349,0.037150395778364154 +/- 0.004047875231823753,0.03477572559366758 +/- 0.005342340099637931,0.010712401055409016 +/- 0.0018887103079866282,0.04596306068601587 +/- 0.002942396170860283,0.01994722955145123 +/- 0.0038330384796485227,0.005488126649076564 +/- 0.0017533770686898348,0.00538258575197893 +/- 0.002369387263392489,0.02448548812664909 +/- 0.0015689782319069704,0.015145118733509289 +/- 0.003278994487156939,0.011926121372031718 +/- 0.004054748857477263,0.032348284960422205 +/- 0.003625832904760291,0.002796833773087104 +/- 0.0016528189723868908,1.1102230246251566e-17 +/- 0.0004719932406332126,0.0010554089709762793 +/- 0.0015111156795014702,0.0049076517150396185 +/- 0.0015839927197681908,0.0012137203166227462 +/- 0.000974468881932434,-5.2770448548800084e-05 +/- 0.0010672162752589204,0.0015831134564644246 +/- 0.0010554089709762626,-0.00026385224274405594 +/- 0.0003539949304748908,-0.0003693931398416783 +/- 0.0005303364443863118,-0.0017941952506595805 +/- 0.0005876268456812524,-0.0005277044854881008 +/- 0.0009439864812664003,-0.0005277044854881008 +/- 0.0009439864812664003,-0.00021108179419523365 +/- 0.0006757914762462128,0.0010554089709762903 +/- 0.0015475333296691542,0.016147757255936722 +/- 0.0021783395715620265,-0.0009498680738786013 +/- 0.0007755640346542827,-0.0009498680738786013 +/- 0.0007755640346542827,5.2770448548833396e-05 +/- 0.0009276198327834844,-0.0005277044854881119 +/- 0.0006243883676094406,-0.0006332453825857343 +/- 0.0006154038939150541,-0.0006332453825857343 +/- 0.0006154038939150541,0.0005277044854881563 +/- 0.0012487767352189283,0.0073350923482849995 +/- 0.0025247226836740133,-0.000844327176780979 +/- 0.000675791476246192,-0.0013720316622690908 +/- 0.0005381550937828646,0.00026385224274408923 +/- 0.0011379344935539817,-0.0018997361477572027 +/- 0.0009787460153557197,-0.0018997361477572027 +/- 0.0009787460153557197,0.004432717678100296 +/- 0.00279434349232164,-0.0005277044854881008 +/- 0.0010286854189771933,-0.015567282321899712 +/- 0.0017382236508707732,-0.003271767810026349 +/- 0.0016985199936075028,0.015039577836411655 +/- 0.0034784492871085984,0.0469129287598945 +/- 0.0030629597595633693,0.0 +/- 0.0002359966203165939,0.0 +/- 0.0,-5.2770448548788984e-05 +/- 0.0015009459264725983,-0.0004749340369392674 +/- 0.0015376044627264849,-0.0010554089709762238 +/- 0.0008175162736057644,-0.0016358839050131468 +/- 0.0005509396574622827,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0013192612137203463 +/- 0.002511452038900445,-0.00026385224274404483 +/- 0.000677848684889983,0.0 +/- 0.0,5.277044854881119e-05 +/- 0.00028417756238176007,0.0010026385224274903 +/- 0.0018945987410043607,0.0010026385224274903 +/- 0.0018945987410043607,0.037730870712401096 +/- 0.002672603116010675,0.013825857519788941 +/- 0.0016144652813486324,-0.0006860158311345454 +/- 0.0005804749340369231,-0.0010026385224274014 +/- 0.0012807030184181017,0.01646437994722958 +/- 0.002983281060707652,0.0465435356200528 +/- 0.004611303910280418,0.0039050131926121946 +/- 0.0017374224414938623,0.0018469656992084692 +/- 0.0017699746523744955,0.03799472295514515 +/- 0.002861306957620249,0.05034300791556734 +/- 0.0022905049513678977,0.08168865435356203 +/- 0.00561354560294341,0.34 +/- 0.005361072429792622,0.34 +/- 0.005361072429792622,0.026543535620052804 +/- 0.0030226920298933326,0.026543535620052804 +/- 0.0030226920298933326,0.005963060686015875 +/- 0.00188871030798663,0.0872823218997362 +/- 0.008852862047709032,0.002005277044854914 +/- 0.002160368283953444,0.09087071240105545 +/- 0.004445264314227482,0.06311345646437998 +/- 0.004040989914316983
