,bvp_min,bvp_n_below_mean,bvp_std,scl_pct_5,scl_min,scl_sum,scl_energy,bvp_pct_95,hrv_max,scl_max,bvp_ptp,hrv_energy,hrv_perm_entropy,hrv_kurtosis,scl_rms,bvp_iqr_5_95,hrv_pct_5,scl_n_sign_changes,bvp_sum,scl_skewness,scr_entropy,hrv_n_below_mean,hrv_n_sign_changes,scr_min,scr_peaks,bvp_mean,scl_peaks,bvp_entropy,scr_n_sign_changes,hrv_min,scl_ptp,hrv_svd_entropy,hrv_n_above_mean,scl_perm_entropy,scl_kurtosis,bvp_kurtosis,bvp_max,hrv_peaks,scr_n_above_mean,scr_pct_5,scr_perm_entropy,hrv_mean,scr_mean,scl_n_below_mean,scr_max,hrv_skewness,scr_svd_entropy,bvp_rms,scl_mean,scr_skewness,scr_iqr,scr_lineintegral,scr_n_below_mean,scr_kurtosis,scr_iqr_5_95,hrv_rms,hrv_ptp,hrv_pct_95,scl_n_above_mean,hrv_sum,scl_pct_95,bvp_iqr,hrv_entropy,scr_energy,hrv_std,bvp_energy,scr_ptp,bvp_n_above_mean,scr_std,scl_iqr,bvp_pct_5,hrv_iqr,scr_rms,scl_iqr_5_95,scl_std,bvp_n_sign_changes,scr_sum,hrv_iqr_5_95,bvp_lineintegral,scl_lineintegral,hrv_lineintegral,bvp_perm_entropy,bvp_skewness,scr_pct_95,bvp_svd_entropy,scl_svd_entropy,bvp_peaks,scl_entropy
0,0.0021454735740450205 +/- 0.0006387522561870078,0.016064887493458947 +/- 0.00299738429965875,-0.0023547880690737654 +/- 0.0014661356071294358,0.006698063840920987 +/- 0.0013196776779611345,-0.002145473574044976 +/- 0.0019781327233318585,0.009733124018838324 +/- 0.0014463919373192316,-0.0007849293563579219 +/- 0.00132898221864995,0.0023547880690737875 +/- 0.0011759395632781097,0.0037676609105180446 +/- 0.001763715284809296,-0.007378335949764503 +/- 0.0016289254229485434,-0.007430664573521683 +/- 0.0012114952279215344,0.0033490319204605213 +/- 0.0010775123119819178,0.00020931449502876732 +/- 0.0003471088215965659,0.0005756148613291434 +/- 0.0004936672491918802,-0.000261643118785948 +/- 0.0009433676806551434,-0.004918890633176331 +/- 0.0011271930522521107,0.0031397174254317204 +/- 0.0014426006019979262,0.0016221873364730577 +/- 0.0003663003663003428,0.00010465724751438366 +/- 0.00020931449502876732,0.0006802721088435271 +/- 0.0002397998793802469,0.0 +/- 0.0,-0.0009419152276294862 +/- 0.0005635965261260713,0.0 +/- 0.0,0.000366300366300365 +/- 0.00040869961674028574,0.0 +/- 0.0,-5.232862375719183e-05 +/- 0.00015698587127157548,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0014128728414442792 +/- 0.0011944230466261934,-0.010204081632653027 +/- 0.0016423186631580593,0.0013082155939298846 +/- 0.0007849293563579366,5.232862375721403e-05 +/- 0.0005463268712145815,0.0008895866038723166 +/- 0.0005258961601842593,5.232862375719183e-05 +/- 0.00015698587127157548,0.003924646781789653 +/- 0.0011284070461982062,-0.004133961276818421 +/- 0.0011088236577926256,0.0 +/- 0.0,-0.0012035583464154564 +/- 0.00047095761381477335,-0.00015698587127157548 +/- 0.000239799879380196,-0.0010989010989010505 +/- 0.0005943389163579555,-0.003349031920460499 +/- 0.001151229722658301,-0.0018838304552590058 +/- 0.0015733434200285738,0.0008372579801151359 +/- 0.0002563568542944574,0.0006802721088435493 +/- 0.0007779209182270266,-0.00036630036630034277 +/- 0.0004086996167402487,-0.00031397174254315096 +/- 0.0009419152276294899,0.0036630036630036834 +/- 0.00066191055157894,-0.0005232862375719293 +/- 0.0009063583503761718,-0.0008895866038722833 +/- 0.0007040096309300583,-0.0012035583464154675 +/- 0.0008771875779298774,-0.003924646781789642 +/- 0.0011759395632780776,0.0009419152276295307 +/- 0.0006102513757033309,-0.0016745159602302162 +/- 0.0006942176431931786,-0.0028257456828885254 +/- 0.000970551386237108,0.001151229722658309 +/- 0.0010926537424291428,0.0009942438513867113 +/- 0.0010320817856261475,-5.232862375719183e-05 +/- 0.001432122677488635,-5.232862375719183e-05 +/- 0.00028179826306301195,-0.005075876504447918 +/- 0.0007418862835561263,-0.006907378335949743 +/- 0.0014387992762812545,-0.007639979068550473 +/- 0.0014080192618601513,-0.006959706959706924 +/- 0.0010478798741235355,0.0012035583464154898 +/- 0.0005756148613291495,0.002721088435374175 +/- 0.0005127137085888445,-0.0038723181580324396 +/- 0.0010517923203684978,0.00047095761381475975 +/- 0.000791875769252824,0.011407639979068573 +/- 0.0018838304552590095,-0.0004186289900575568 +/- 0.0008372579801150998,-0.005389848246991092 +/- 0.0017044999973733431,0.00041862899005759016 +/- 0.0007326007326007331,-0.0015175300889586519 +/- 0.0011332500171485022,-0.0032967032967032963 +/- 0.000525896160184235,-0.01145996860282572 +/- 0.0020327498272689807,-0.013553113553113528 +/- 0.0017737782581557764,0.0058608058608058625 +/- 0.0012114952279215353,-0.00580847723704866 +/- 0.0015776884805527125,-0.004133961276818398 +/- 0.0005943389163579495,-0.00026164311878595914 +/- 0.00026164311878595914,-0.009837781266352675 +/- 0.0013402667163647868,0.0023547880690737875 +/- 0.0009997369531419627,0.025117739403453708 +/- 0.0020131223507767037,-0.007116692830978521 +/- 0.0009705513862371295,-0.0029827315541601116 +/- 0.001481001747575619,0.000784929356357944 +/- 0.0014089913153151588,-0.002616431187859736 +/- 0.0008437737046885007,0.02030350601779176 +/- 0.002167693896097109,-0.006488749345892187 +/- 0.0012860497883249108
