,bvp_n_below_mean,scl_min,bvp_pct_5,bvp_perm_entropy,scr_sum,hrv_lineintegral,bvp_n_above_mean,hrv_pct_5,scl_pct_5,hrv_min,bvp_std,bvp_n_sign_changes,bvp_min,scl_rms,bvp_pct_95,bvp_mean,scl_svd_entropy,scl_sum,bvp_kurtosis,scr_ptp,bvp_sum,scr_iqr,hrv_svd_entropy,hrv_perm_entropy,hrv_iqr,scl_kurtosis,hrv_kurtosis,scl_pct_95,scl_lineintegral,hrv_ptp,hrv_sum,hrv_std,hrv_n_below_mean,hrv_energy,hrv_peaks,hrv_skewness,hrv_rms,hrv_entropy,hrv_iqr_5_95,hrv_n_sign_changes,hrv_pct_95,scr_perm_entropy,hrv_mean,scr_svd_entropy,hrv_max,scr_energy,scr_skewness,scr_entropy,scr_n_above_mean,scr_n_below_mean,scr_lineintegral,scr_rms,scr_iqr_5_95,scr_n_sign_changes,scr_pct_5,scr_pct_95,bvp_energy,scl_n_above_mean,scl_n_below_mean,scl_n_sign_changes,scl_iqr_5_95,scl_iqr,scl_perm_entropy,scl_entropy,scr_min,scr_max,scr_std,scr_mean,scr_kurtosis,scr_peaks,scl_ptp,scl_peaks,scl_mean,bvp_rms,bvp_lineintegral,bvp_entropy,scl_max,scl_energy,hrv_n_above_mean,scl_std,bvp_skewness,scl_skewness,bvp_peaks,bvp_iqr,bvp_max,bvp_ptp,bvp_svd_entropy,bvp_iqr_5_95
0,-0.05018315018315014 +/- 0.002908360697350142,0.024228152799581404 +/- 0.004609970589060612,0.0 +/- 0.0,-0.06980638409209833 +/- 0.0032104367661283206,0.0 +/- 0.0,0.0005756148613291989 +/- 0.0003663003663003777,-0.0833594976452119 +/- 0.004997589043477046,0.00303506017791737 +/- 0.0014002185411051598,0.0003139717425432176 +/- 0.00025635685429445745,0.0003663003663004205 +/- 0.0002397998793802469,0.00010465724751440586 +/- 0.00020931449502881172,0.01732077446363165 +/- 0.0035832691398786087,-0.0037153322867608087 +/- 0.001412872841444275,-0.040293040293040226 +/- 0.0054179713680982825,-0.00036630036630034277 +/- 0.000239799879380196,0.0006279434850863796 +/- 0.0006535843012452526,0.032391418105703854 +/- 0.0024370760904646803,0.0 +/- 0.0,0.0008895866038723721 +/- 0.0005258961601842538,0.0 +/- 0.0,-0.0005232862375719183 +/- 0.0,0.0 +/- 0.0,0.0008372579801151581 +/- 0.0005827068930224982,0.0016221873364731022 +/- 0.0009775793664191274,-0.0018315018315017916 +/- 0.0009719610476717098,0.00020931449502881172 +/- 0.00025635685429445745,0.0 +/- 0.0,0.0005232862375719848 +/- 0.0013844852491180562,-0.030350601779173158 +/- 0.004847110906084525,0.0006279434850863796 +/- 0.000563596526126061,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00026164311878600354 +/- 0.00035103107967032374,0.003192046049188946 +/- 0.0009198532617083726,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.023600209314495003 +/- 0.0019219641729154471,0.0 +/- 0.0,0.0 +/- 0.0,0.004866562009419195 +/- 0.001047879874123527,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0010465724751439476 +/- 0.0004053357766831155,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0008372579801150803 +/- 0.0003471088215965893,0.0 +/- 0.0,0.0040293040293040705 +/- 0.0009942438513867095,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.009366823652537992 +/- 0.0017891492409501468,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.007221350078492894 +/- 0.0008038875717287738,0.0 +/- 0.0,0.05531135531135537 +/- 0.0031226643114255687,0.0 +/- 0.0,-0.009576138147566682 +/- 0.0013854738142201587,0.0 +/- 0.0,-0.007326007326007267 +/- 0.0020535234819831047,0.05557299843014135 +/- 0.0020641635712523353,0.0 +/- 0.0,-0.0005232862375719183 +/- 0.0004053357766831155,0.0006802721088435826 +/- 0.0008453947891890744,-5.232862375719183e-05 +/- 0.00015698587127157548,-0.012297226582940834 +/- 0.001723670234641606,-0.014181057038199829 +/- 0.0020327498272689833,0.002878074306645806 +/- 0.0007492318714430272,0.0 +/- 0.0,0.005965463108320279 +/- 0.0012205027514066741,0.0 +/- 0.0
