,bvp_ptp,scl_min,bvp_rms,bvp_iqr,bvp_energy,bvp_min,scl_pct_5,bvp_std,bvp_pct_5,hrv_mean,hrv_max,bvp_lineintegral,bvp_iqr_5_95,bvp_pct_95,scl_energy,bvp_kurtosis,hrv_pct_5,scl_sum,scl_mean,bvp_max,hrv_min,scl_max,hrv_rms,hrv_perm_entropy,scr_lineintegral,scr_ptp,hrv_svd_entropy,scl_kurtosis,bvp_perm_entropy,scr_n_above_mean,scl_rms,hrv_peaks,scr_kurtosis,scr_energy,bvp_mean,scl_perm_entropy,scl_iqr,scl_n_sign_changes,hrv_iqr,scl_n_below_mean,scl_pct_95,scl_skewness,scr_iqr_5_95,bvp_n_below_mean,scr_entropy,scr_n_sign_changes,scl_peaks,scr_peaks,hrv_n_sign_changes,bvp_entropy,scr_n_below_mean,hrv_n_above_mean,hrv_sum,scr_min,scl_n_above_mean,bvp_sum,hrv_skewness,scr_perm_entropy,hrv_n_below_mean,scr_pct_5,scr_rms,hrv_entropy,scl_iqr_5_95,scr_svd_entropy,hrv_pct_95,scr_mean,hrv_std,scr_iqr,scr_skewness,hrv_energy,scl_std,scr_pct_95,bvp_skewness,scr_max,bvp_n_above_mean,hrv_ptp,hrv_kurtosis,scl_ptp,scr_sum,hrv_iqr_5_95,scr_std,bvp_n_sign_changes,hrv_lineintegral,scl_lineintegral,bvp_svd_entropy,scl_svd_entropy,scl_entropy,bvp_peaks
0,-0.005505077498663869 +/- 0.0005879208979155665,0.005986103687867406 +/- 0.0022140368976170987,-0.006413682522715158 +/- 0.0012647952502618286,-0.006253340459647305 +/- 0.0007945520442179803,-0.004703367183324469 +/- 0.0008879341382060829,-0.013308391234633921 +/- 0.0015388754728902225,-0.0022982362373062948 +/- 0.0017572722846364048,-0.01608765366114383 +/- 0.001501290422788667,-0.010261892036344245 +/- 0.0010635889226152944,-0.00026723677177982187 +/- 0.0004927602596094616,-0.007749866381614146 +/- 0.000933417915370022,-0.0008017103153394323 +/- 0.0008017103153393952,-0.014270443613041205 +/- 0.0010154997327632422,-0.005558524853019808 +/- 0.0009318864657489528,0.0005344735435595549 +/- 0.0010953448173126104,-0.0012292891501871294 +/- 0.0002449265470313243,-0.01047568145376807 +/- 0.0014181185634870811,-0.0007482629609834812 +/- 0.0004898530940626194,-0.006467129877071121 +/- 0.0018429652217601975,-0.008123997862105858 +/- 0.0010901164112437885,-0.004061998931052957 +/- 0.0007633809116560966,-0.0034206306787814443 +/- 0.0010473499701905591,-0.0030464991982897204 +/- 0.0007945520442180018,-0.0006413682522715458 +/- 0.00021378941742384862,-0.0005344735435596215 +/- 0.00047804767022980346,-0.0007482629609834701 +/- 0.0004275788348476972,-0.0009086050240513343 +/- 0.0007577470271917631,0.0 +/- 0.0,-0.016568679850347434 +/- 0.002629262186263779,-0.0009086050240513565 +/- 0.0002449265470313243,0.0017103153393906556 +/- 0.0009501009532138417,0.0 +/- 0.0,0.0 +/- 0.0,-0.0016034206306788424 +/- 0.00041400142663894704,0.0 +/- 0.0,0.0 +/- 0.0,-0.0013361838588990427 +/- 0.0003585357526723278,-0.0005879208979155948 +/- 0.0005042213325524655,0.00032068412613570627 +/- 0.00026183749254759983,-1.1102230246251566e-17 +/- 0.0002390238351148769,-0.0006413682522715458 +/- 0.0009195430536656834,-5.3447354355962154e-05 +/- 0.00016034206306788648,0.0005344735435595327 +/- 0.00041400142663894704,0.002672367717797941 +/- 0.0019854810925715393,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00021378941742387081 +/- 0.0004898530940626146,0.0 +/- 0.0,-0.0030464991982897317 +/- 0.0006781709000774645,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0002137894174237931 +/- 0.0004898530940626001,0.0 +/- 0.0,-0.004115446285408919 +/- 0.0005879208979155383,0.0002137894174237931 +/- 0.0007249951879342768,-0.000694815606627508 +/- 0.0003422300501033234,-0.0004810261892036705 +/- 0.0005580067615665801,-0.007963655799037994 +/- 0.0009086050240513153,-0.0008551576696953945 +/- 0.0003545296408717875,5.344735435593995e-05 +/- 0.0002878228117121373,0.0006948156066274302 +/- 0.0006346521692697849,0.0002137894174238042 +/- 0.00026183749254759983,-0.007803313735970119 +/- 0.0009007108255666957,0.0001068947087119021 +/- 0.0003999633764589818,-0.0029930518439337584 +/- 0.0006413682522715236,-0.0019775521111705663 +/- 0.0008634684351364758,-0.00352752538749338 +/- 0.000354529640871764,0.004970603955104192 +/- 0.0015126639976574033,-0.0012827365045430805 +/- 0.000427578834847675,-0.00010689470871192431 +/- 0.00021378941742384862,-0.0016568679850347823 +/- 0.0007347796410939278,-0.0002137894174238597 +/- 0.00035452964087176404,-0.0018706574024586087 +/- 0.00035853575267230295,-0.00016034206306789756 +/- 0.000481026189203631,-0.0007482629609834812 +/- 0.0009318864657489425,-0.0010154997327632698 +/- 0.0006070452534260156,-0.0005344735435596215 +/- 0.00047804767022980346,0.0017103153393906445 +/- 0.0015079354334223386,-0.0053447354355959705 +/- 0.0013937364842763673,-0.004168893639764882 +/- 0.0013048162069196898,-0.004222340994120821 +/- 0.0015573278764653604
