,hrv_rms,hrv_sum,hrv_mean,bvp_rms,bvp_std,hrv_n_above_mean,accx_energy,accy_svd_entropy
0,0.331 +/- 0.069,0.315 +/- 0.064,0.315 +/- 0.064,0.246 +/- 0.058,0.246 +/- 0.075,0.115 +/- 0.052,0.077 +/- 0.000,0.062 +/- 0.031
