,bvp_peaks,bvp_n_below_mean,bvp_max,bvp_perm_entropy,bvp_ptp,bvp_n_sign_changes,bvp_min,bvp_energy,bvp_kurtosis,bvp_lineintegral,bvp_rms,bvp_n_above_mean,bvp_iqr,bvp_sum,bvp_std,bvp_iqr_5_95,bvp_mean,bvp_pct_5,bvp_entropy,bvp_skewness,bvp_pct_95,bvp_svd_entropy
0,0.002162331557505515 +/- 0.0050247653773269575,0.02770291444688191 +/- 0.004160307558828219,0.039674083359448484 +/- 0.004363097282095184,0.015606392980257011 +/- 0.004908797054014746,0.0042933249764964595 +/- 0.0036975019570921297,0.010404261986838026 +/- 0.00243874352345268,-0.04136634283923531 +/- 0.0013873985347025043,-0.022375430899404525 +/- 0.0017571727695238244,-0.023190222500783397 +/- 0.004335549634727977,-0.0016295832027577006 +/- 0.0018529295517511082,0.0 +/- 0.0,-0.00789721090567217 +/- 0.0006391751192219183,0.019523660294578516 +/- 0.0035401001637033118,-0.00012535255405824453 +/- 0.0006750441625991261,0.02616734565966784 +/- 0.0034250449290186605,0.0007207771858352196 +/- 0.0004442947940694843,0.0013475399561266531 +/- 0.0006581009088060089,0.03478533375117522 +/- 0.003710626164992979,0.0 +/- 0.0,0.0022250078345346868 +/- 0.0022574338406082203,0.023785647132560372 +/- 0.004113421666745058,0.01112503917267319 +/- 0.0036418368840006664
