,bvp_peaks,bvp_n_below_mean,bvp_max,bvp_perm_entropy,bvp_ptp,bvp_n_sign_changes,bvp_min,bvp_energy,bvp_kurtosis,bvp_lineintegral,bvp_rms,bvp_n_above_mean,bvp_iqr,bvp_sum,bvp_std,bvp_iqr_5_95,bvp_mean,bvp_pct_5,bvp_entropy,bvp_skewness,bvp_pct_95,bvp_svd_entropy
0,0.08539119804400973 +/- 0.003340116403988825,0.06867359413202931 +/- 0.005092185994214664,0.05415647921760388 +/- 0.006346085757600798,0.05385085574572124 +/- 0.002684619957945938,0.034871638141809234 +/- 0.0030238195408632783,0.03242665036674812 +/- 0.0037517070677719677,0.01384474327628359 +/- 0.0011439466547807295,0.007029339853300664 +/- 0.0012601178562401064,0.006112469437652745 +/- 0.0015583800469415635,0.0032090464547676724 +/- 0.0011373957253012303,0.0026283618581906644 +/- 0.0007875365969880875,0.0025977995110023854 +/- 0.0027683818782291186,0.0018948655256723402 +/- 0.005106381991670094,0.0013141809290953099 +/- 0.0005643699667670872,0.001069682151589213 +/- 0.00020501845759469855,0.0008557457212713504 +/- 0.0009045628720628924,0.0006723716381417666 +/- 0.0006806557900770263,0.0005195599022004393 +/- 0.002287280836438598,0.0 +/- 0.0,-0.0002139364303178959 +/- 0.0035114793639895816,-0.0005195599022005282 +/- 0.0006840779121515591,-0.007915647921760426 +/- 0.003399022189556725
