,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_std,bvp_pct_95,bvp_perm_entropy,bvp_n_sign_changes,bvp_iqr_5_95,bvp_lineintegral,bvp_sum,bvp_energy,bvp_entropy,bvp_rms,bvp_mean,bvp_iqr,bvp_skewness,bvp_pct_5,bvp_max,bvp_min,bvp_svd_entropy,bvp_kurtosis,bvp_ptp
0,0.0017693895606016087 +/- 0.004879652914626482,0.020436449424948433 +/- 0.0047276707255317725,0.03332350339133002 +/- 0.0036927103137714043,-0.009171335889118216 +/- 0.002390131750864308,-0.006546741374225862 +/- 0.0027845642309909367,-0.0304924800943674 +/- 0.0026416037365448075,-0.005455617811854896 +/- 0.0028262579080762435,-0.0040695959893836346 +/- 0.0021501298889481705,-0.007372456502506608 +/- 0.0023921320897284898,-2.94898260099985e-05 +/- 0.0010253812238698726,-0.010291949277499223 +/- 0.0021160876674621264,0.0 +/- 0.0,0.00023591860808023224 +/- 0.001672361766883831,0.000530816868180517 +/- 0.0010198535220165318,-0.017634915953995845 +/- 0.0018548139420249445,-0.006664700678265978 +/- 0.0017703722818995795,-0.007313476850486544 +/- 0.00259376389587686,-0.019433795340607463 +/- 0.0019222752565888873,-0.005072250073724538 +/- 0.0029572282245288553,0.02014155116484815 +/- 0.002047579514814513,-0.007932763196697112 +/- 0.001843762787654449,-0.005514597463874926 +/- 0.0019696466504861565
