,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_std,bvp_pct_95,bvp_perm_entropy,bvp_n_sign_changes,bvp_iqr_5_95,bvp_lineintegral,bvp_sum,bvp_energy,bvp_entropy,bvp_rms,bvp_mean,bvp_iqr,bvp_skewness,bvp_pct_5,bvp_max,bvp_min,bvp_svd_entropy,bvp_kurtosis,bvp_ptp
0,0.006794682422452014 +/- 0.0024289281880171005,0.05677991137370757 +/- 0.003663220088626273,0.058788774002954236 +/- 0.004486120950718609,0.009719350073855281 +/- 0.002107451323723724,0.0006499261447562743 +/- 0.001746735066362707,0.009955686853766655 +/- 0.0021346082008272213,0.009512555391432842 +/- 0.002773812607221398,0.000531757754800588 +/- 0.0013330001976577157,-0.00017725258493352935 +/- 0.001845849258707619,-0.0009748892171344114 +/- 0.0006203840472673527,-0.004135893648449018 +/- 0.001517900452427186,0.0 +/- 0.0,-0.0033973412112259793 +/- 0.0020563082487792925,5.908419497784312e-05 +/- 0.0007090103397341174,0.010339734121122646 +/- 0.0022537348446393735,0.001004431314623333 +/- 0.0015699060863322131,0.0051403249630723735 +/- 0.002118808989901482,0.01852289512555393 +/- 0.003305680186673654,-0.027001477104874418 +/- 0.001530497352672207,-0.014209748892171326 +/- 0.0032882093010319718,-0.00017725258493352935 +/- 0.0015809853069730674,-0.019054652880354517 +/- 0.0010834340219138643
