,bvp_peaks,bvp_n_below_mean,bvp_max,bvp_perm_entropy,bvp_ptp,bvp_n_sign_changes,bvp_min,bvp_energy,bvp_kurtosis,bvp_lineintegral,bvp_rms,bvp_n_above_mean,bvp_iqr,bvp_sum,bvp_std,bvp_iqr_5_95,bvp_mean,bvp_pct_5,bvp_entropy,bvp_skewness,bvp_pct_95,bvp_svd_entropy
0,-0.022943084635800658 +/- 0.0027499954531111405,-0.008493069890887684 +/- 0.003369591709132575,0.004570923031554097 +/- 0.0026417683378308723,-0.04948392804482454 +/- 0.005491445873903562,0.004099085815393666 +/- 0.0024118639611432975,-0.00029489826010028477 +/- 0.003553493442970705,0.021527572987319353 +/- 0.0036237704887775056,-0.003568268947213238 +/- 0.0005664810590474531,-0.004246534945443858 +/- 0.0009344134189179981,0.040578000589796506 +/- 0.00457463153752056,-0.019610734296667664 +/- 0.002334171423804752,-0.02754349749336481 +/- 0.005020550856981519,-0.009967561191388996 +/- 0.0030355905001374743,-0.0008552049542907891 +/- 0.0011829059935199962,-0.019610734296667653 +/- 0.001916838690651713,-0.0003833677381303691 +/- 0.0016994431771422853,-0.0008846947803008099 +/- 0.0009418295147549939,-0.03341197286936011 +/- 0.002718987545705587,0.0 +/- 0.0,-0.021910940725449746 +/- 0.0014629450610218332,-0.038484222943084664 +/- 0.003244551015197681,-0.007431436154526705 +/- 0.003842287814780841
