,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_std,bvp_pct_95,bvp_perm_entropy,bvp_n_sign_changes,bvp_iqr_5_95,bvp_lineintegral,bvp_sum,bvp_energy,bvp_entropy,bvp_rms,bvp_mean,bvp_iqr,bvp_skewness,bvp_pct_5,bvp_max,bvp_min,bvp_svd_entropy,bvp_kurtosis,bvp_ptp
0,0.03658312958435204 +/- 0.00346865810692189,0.022249388753056175 +/- 0.0034867874564674184,0.02066014669926647 +/- 0.00307512499464676,0.010757946210268876 +/- 0.0015750731939761823,0.008740831295843465 +/- 0.0026262287358118485,0.008465770171149089 +/- 0.0030008739010477163,0.006265281173594084 +/- 0.0020784643197945276,0.006112469437652768 +/- 0.00200410712845416,0.0023227383863080207 +/- 0.001305266289979398,0.0004278728606356474 +/- 0.0006439886157000454,0.00012224938875301516 +/- 0.0009874996590100117,0.0 +/- 0.0,-0.0004278728606357363 +/- 0.0012240210510086182,-0.0005501222493887847 +/- 0.000652633144989685,-0.0021699266503667934 +/- 0.0019399267814863522,-0.0033312958435208428 +/- 0.0019733433321953535,-0.005562347188264127 +/- 0.0021384909149799337,-0.006570904645476816 +/- 0.002364388195273997,-0.007671149144254352 +/- 0.0012926825172711665,-0.01072738386308072 +/- 0.0017633706279647355,-0.010849633251833779 +/- 0.001408854593107109,-0.019437652811736005 +/- 0.0025467807647921283
