,accz_energy,accx_mean,accx_energy,accy_perm_entropy,accx_sum,accz_perm_entropy,accy_energy,accz_rms,accx_lineintegral,accy_pct_5,accz_lineintegral,accz_svd_entropy,accy_rms,accy_peaks,accy_pct_95,accx_svd_entropy,accx_max,accz_peaks,accx_std,accx_n_above_mean,accx_n_below_mean,accx_perm_entropy,accz_entropy,accz_min,accz_std,accy_std,accz_n_sign_changes,accz_ptp,accx_ptp,accx_pct_5,accy_n_sign_changes,accz_max,accx_kurtosis,accy_ptp,accz_kurtosis,accz_iqr,accy_entropy,accz_pct_5,accy_skewness,accy_max,accy_iqr_5_95,accz_iqr_5_95,accx_rms,accz_n_below_mean,accz_skewness,accx_pct_95,accy_min,accy_sum,accy_mean,accz_sum,accz_mean,accx_iqr_5_95,accy_n_above_mean,accy_n_below_mean,accx_min,accx_skewness,accy_iqr,accy_kurtosis,accy_lineintegral,accx_n_sign_changes,accz_pct_95,accy_svd_entropy,accx_entropy,accz_n_above_mean,accx_peaks,accx_iqr
0,0.46176694592536177 +/- 0.008153546083830045,0.3331683168316832 +/- 0.006067755548312027,0.06439451637471441 +/- 0.003441832461309461,0.22162985529322166 +/- 0.007766975649036979,0.03625285605483626 +/- 0.00408299319228645,0.1359101294744859 +/- 0.006644951191978317,0.06485148514851485 +/- 0.0062458203805803416,-0.06127189642041127 +/- 0.00416614337420417,0.008225437928408231 +/- 0.0026117940897916535,0.002513328255902514 +/- 0.0017384177015252484,0.0011805026656512175 +/- 0.0004648345626707605,0.012414318354912435 +/- 0.0011823438458690037,0.050990099009901 +/- 0.0039223153084539135,0.0367859862909368 +/- 0.006140805710678206,0.01534653465346535 +/- 0.0027882273431813266,0.029093678598629113 +/- 0.0019357600955276176,-0.0033891850723533844 +/- 0.0026572056396678644,-0.002856054836252853 +/- 0.0022544950671158598,-0.020753998476770764 +/- 0.0027683932016261733,-0.005902513328255898 +/- 0.001386159537182108,0.020030464584920027 +/- 0.00243954567830114,-0.0015993907083016068 +/- 0.0009603594983182357,-0.0015232292460015007 +/- 0.0013624176557500704,0.010510281797410526 +/- 0.0009812717994459313,0.046915460776846926 +/- 0.003687347581693892,-0.013975628332063972 +/- 0.0025886495657817692,0.027265803503427288 +/- 0.0010103959757365964,0.005940594059405935 +/- 0.0007062923454299972,0.006816450875856838 +/- 0.0017068495682418094,0.012338156892612352 +/- 0.0018748718393131985,0.007159177456207167 +/- 0.0008816326658637012,0.003808073115003807 +/- 0.0011036844437311048,0.0011043412033511445 +/- 0.0003163223100882975,0.005483625285605453 +/- 0.000746226882797615,-0.0010281797410510273 +/- 0.0011927235158694367,-0.0014089870525513914 +/- 0.00181872870316216,0.0017136329017517272 +/- 0.001608882724621285,-0.005407463823305392 +/- 0.0011774276339482463,-0.00243716679360243 +/- 0.0007841302468382985,0.0020182787509520407 +/- 0.0007433062184288757,-0.00041888804265043377 +/- 0.0010696551336777183,-0.0025894897182025976 +/- 0.0014430537183165691,0.011500380807311495 +/- 0.0009900990099009936,0.0025514089870525614 +/- 0.001956993931078386,0.001066260472201097 +/- 0.00041014202643829877,0.005217060167555243 +/- 0.0014151488329064833,0.006511805026656503 +/- 0.0011225744838525243,0.0009520182787509657 +/- 0.000458552725772776,0.0009520182787509657 +/- 0.000458552725772776,0.017174409748667185 +/- 0.0021571986349228607,0.017174409748667185 +/- 0.0021571986349228607,0.004988575780654969 +/- 0.0011481198348576927,0.002056359482102077 +/- 0.0005439016320291345,3.8080731150036404e-05 +/- 0.0004950495049504733,-0.0006854531607006775 +/- 0.001521324017931328,-0.004645849200304653 +/- 0.0009753426104238758,0.000990099009900991 +/- 0.0007462268827976331,0.0 +/- 0.0,0.0052170601675552205 +/- 0.0009937538728636414,0.0 +/- 0.0,0.0019421172886519677 +/- 0.0004950495049504733,-0.00026656511805027704 +/- 0.0015426221706419635,-0.0009520182787509212 +/- 0.0003510869938039968,0.0055978674790555846 +/- 0.002065155653154032,-0.0039984767707540005 +/- 0.0008725391650715666,0.003922315308453939 +/- 0.0009790525614761989
