,accy_pct_95,accx_perm_entropy,accy_perm_entropy,accy_mean,accz_lineintegral,accy_n_sign_changes,accz_min,accy_lineintegral,accz_iqr,accx_pct_95,accx_sum,accy_peaks,accy_pct_5,accy_max,accx_svd_entropy,accz_mean,accy_iqr_5_95,accz_perm_entropy,accy_sum,accx_n_sign_changes,accx_min,accx_mean,accz_max,accz_pct_95,accx_pct_5,accx_kurtosis,accz_kurtosis,accy_skewness,accx_skewness,accz_entropy,accz_ptp,accx_std,accz_skewness,accz_svd_entropy,accx_iqr_5_95,accx_entropy,accy_std,accy_min,accy_energy,accy_kurtosis,accy_ptp,accx_n_above_mean,accz_energy,accz_rms,accz_n_below_mean,accz_n_above_mean,accy_rms,accy_entropy,accy_iqr,accz_iqr_5_95,accx_iqr,accx_energy,accx_lineintegral,accx_peaks,accx_ptp,accx_max,accy_n_above_mean,accz_std,accz_n_sign_changes,accx_n_below_mean,accz_peaks,accx_rms,accy_n_below_mean,accy_svd_entropy,accz_sum,accz_pct_5
0,0.24380069524913095 +/- 0.005834285851988916,0.155001931247586 +/- 0.005726531746629832,0.011008111239860984 +/- 0.0018543999821023967,0.006836616454229461 +/- 0.0012220387809622549,0.005214368482039456 +/- 0.0011873639358006532,0.03997682502896878 +/- 0.002813265003419109,0.1025106218617227 +/- 0.003181345736882805,0.0 +/- 0.0,-0.0005407493240633055 +/- 0.0004946407290407749,-0.005407493240633399 +/- 0.0008462302935576239,0.002471996910003893 +/- 0.000964850984688824,0.011432985708767907 +/- 0.0016853939149688198,-7.724990343759286e-05 +/- 0.0003367245224828445,0.005059868675164181 +/- 0.0018398617788821247,0.01405948242564702 +/- 0.0019404954325346379,0.045036693704132914 +/- 0.0024623217382015077,-0.0014291232135959508 +/- 0.0006920228994657893,0.03113171108536119 +/- 0.002165754464098288,0.0020857473928157953 +/- 0.0005516746565116148,0.008111239860950192 +/- 0.001233582033423807,0.001158748551564359 +/- 0.0019312475859404987,-0.0055233680957898264 +/- 0.0006920228994657806,0.0006952491309386244 +/- 0.0005407493240633578,7.724990343762616e-05 +/- 0.00015449980687525232,-0.0012746234067206985 +/- 0.0004900956948802403,0.0005021243723445812 +/- 0.0013160853640325125,0.0 +/- 0.0,0.0 +/- 0.0,-0.0026651216685978584 +/- 0.0010284686717415455,0.0 +/- 0.0,0.0002703746620316916 +/- 0.00030167051664377006,0.0005793742757821852 +/- 0.0004961464881678439,0.0013132483584395783 +/- 0.0004946407290407626,0.006720741599073032 +/- 0.001248010384040447,0.0005021243723445701 +/- 0.00042487446890694387,0.0 +/- 0.0,0.0 +/- 0.0,-0.0020857473928157177 +/- 0.0006509192563288085,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.06601004248744692 +/- 0.003637519054828733,0.0 +/- 0.0,0.0 +/- 0.0,0.0016994978756276868 +/- 0.0005239343362785044,0.0 +/- 0.0,-0.0004634994206256793 +/- 0.0008065126696724929,0.0 +/- 0.0,0.0 +/- 0.0,-0.00015449980687520792 +/- 0.00018922284610140187,0.001042873696407942 +/- 0.0003016705166437516,0.008304364619544247 +/- 0.0020818096528716487,0.0 +/- 0.0,0.0026264967168791674 +/- 0.0005676685383043144,0.0021243723445346085 +/- 0.000950048194379984,0.015643105446118234 +/- 0.0016500586607411064,0.006836616454229472 +/- 0.0010514219844585473,3.862495171881308e-05 +/- 0.00011587485515643923,0.0019698725376593672 +/- 0.0009839891234342982,0.007454615681730425 +/- 0.0005742011876136849,0.0 +/- 0.0,0.0 +/- 0.0,0.022363847045191253 +/- 0.0026165375904889858,0.015565855542680617 +/- 0.0014964365104527314
