,accz_perm_entropy,accy_perm_entropy,accy_max,accx_perm_entropy,accy_pct_95,accx_svd_entropy,accy_n_sign_changes,accx_min,accy_rms,accx_n_sign_changes,accx_max,accy_energy,accy_mean,accx_lineintegral,accz_min,accx_pct_5,accx_pct_95,accy_min,accy_std,accy_iqr,accz_pct_5,accy_skewness,accx_sum,accz_skewness,accx_peaks,accz_energy,accx_mean,accy_pct_5,accx_rms,accy_peaks,accy_n_above_mean,accz_lineintegral,accy_svd_entropy,accz_iqr_5_95,accx_n_below_mean,accz_n_above_mean,accx_n_above_mean,accx_ptp,accy_entropy,accz_n_below_mean,accx_skewness,accz_std,accz_iqr,accy_iqr_5_95,accy_kurtosis,accx_entropy,accy_n_below_mean,accz_entropy,accy_ptp,accx_std,accx_iqr_5_95,accx_iqr,accz_kurtosis,accy_sum,accx_energy,accx_kurtosis,accy_lineintegral,accz_ptp,accz_n_sign_changes,accz_sum,accz_svd_entropy,accz_peaks,accz_mean,accz_rms,accz_max,accz_pct_95
0,-0.011793704967766428 +/- 0.0011306827088263583,-0.007432688661357645 +/- 0.000834281380356479,-0.0025407660219947227 +/- 0.0021522129121975928,-0.0023511566173682443 +/- 0.0013546129009853474,-0.0011376564277588487 +/- 0.0015357191301719217,0.0013272658323852493 +/- 0.0013593817466010505,-0.00022753128555179635 +/- 0.0013588527013400822,0.0014789533560864321 +/- 0.0006666058335702426,0.0008722032612817233 +/- 0.0006579200444784781,-0.00018960940462647846 +/- 0.000948047023132348,0.00018960940462643406 +/- 0.0012719385537541441,-0.0022373909745923458 +/- 0.00043070977215019327,0.00849450132726579 +/- 0.0015653976064126031,0.0038680318543799497 +/- 0.0007734576433208816,-0.01270383010997348 +/- 0.0015001926768943984,3.792188092526239e-05 +/- 0.0010786092266460384,-0.001782328403488842 +/- 0.001704798391580493,0.0018202502844140932 +/- 0.0011601864649812767,-0.00037921880925296804 +/- 0.000634554438023579,-0.00018960940462648957 +/- 0.0008521882841958259,0.0006446719757299824 +/- 0.0012809515171827229,0.0013651877133105338 +/- 0.0009472882818958514,-0.0021994690936670723 +/- 0.0010287948400645181,0.0012893439514599426 +/- 0.00042228019437468993,0.0006825938566552448 +/- 0.0006524327089148646,0.00022753128555174084 +/- 0.0007033461126655787,0.0024649222601440647 +/- 0.0007440810341429074,0.0046643913538111145 +/- 0.0011877481807634435,0.0005309063329540842 +/- 0.0008844826537497555,0.00030337504740232115 +/- 0.0005030906014949248,0.0021994690936670168 +/- 0.0007734576433208587,-0.00018960940462648957 +/- 0.0007631631322525048,0.0007205157375805404 +/- 0.0006666058335702185,-0.00011376564277589817 +/- 0.0006794263506700442,0.0014410314751611476 +/- 0.0006951195593410441,0.0003033750474023433 +/- 0.0004084311571584602,-0.00030337504740236555 +/- 0.0004084311571584952,0.004361016306408771 +/- 0.0006401950328454427,0.0005688282138793909 +/- 0.000593571325085254,-0.0012135001896094511 +/- 0.000371557033414207,0.0006825938566552448 +/- 0.00047364414094789995,0.002654531664770543 +/- 0.0005362963831524604,0.0004929844520287996 +/- 0.0008655830269634616,0.0006825938566552558 +/- 0.0009411963326500405,0.0006825938566552669 +/- 0.0008614195443003796,0.0014031095942358407 +/- 0.0007205157375806024,0.002199469093667028 +/- 0.0006524327089148788,0.0030337504740234776 +/- 0.0006114719566399921,0.000417140690178186 +/- 0.0007854499498372254,0.0006446719757299713 +/- 0.0005887059042950147,-0.0006067500948047311 +/- 0.0005923587164131228,-0.0017444065225635352 +/- 0.000422280194374646,0.0009480470231323146 +/- 0.0007043676761853018,0.002578687902919963 +/- 0.00104267933901155,-0.0005309063329541397 +/- 0.001165133977682001,0.001478953356086421 +/- 0.00039591606025449547,0.003678422449753471 +/- 0.0008142173133706326,-0.0005688282138794464 +/- 0.0006836464306909455,-0.0009859689040576769 +/- 0.0007235033761220817,0.0007205157375805516 +/- 0.001192581357111583,0.0012514220705346802 +/- 0.0008488065713158671,-0.00018960940462650066 +/- 0.0007244965178059514,0.0010618126659082128 +/- 0.0014066922253311832,-0.0009101251422070855 +/- 0.0008513441153069193,-0.0018202502844141266 +/- 0.0013114612412431143,0.0008342813803564498 +/- 0.0006067500948046825
