,F1 Score,BAccuracy,Accuracy,Class,Test Baseline Class 0,Test Baseline Class 1,Train Baseline Class 0,Train Baseline Class 1,Train Identities Class 0,Train Identities Class 1,Test Identities Class 0,Test Identities Class 1,AUC,AP,AUPRC,Kappa,TPR@1%FPR,TPR@5%FPR,EER,Fitted Models,Test IX
0,0.8986367919786014,0.8332628288318001,0.9025229357798165,[0 1],0.7580275229357798,0.24197247706422018,0.8291774994091231,0.17082250059087686,61,10,6,2,0.8839337568383392,0.8200496664300911,0.8427591496421756,0.7149691203728629,0.7322274881516587,0.7322274881516587,0.19127033845218014,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 2.  3.  9. 29. 30. 40. 43. 54.]
1,0.7308406615940277,0.600826526040051,0.7802481902792141,[0 1],0.7368148914167528,0.2631851085832472,0.8324369547029998,0.1675630452970001,61,10,6,2,0.6845703650087892,0.49879387146871457,0.5463993128490666,0.2624798336082005,0.3791748526522593,0.28487229862475444,0.36440947709438887,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 0.  1.  4. 14. 20. 49. 72. 78.]
2,0.48247690394905357,0.4370065202521858,0.5245597775718258,[0 1],0.6376274328081557,0.3623725671918443,0.8466989703210176,0.15330102967898243,61,10,6,2,0.49488537515612907,0.33759263309849186,0.33695484708333845,-0.1395446984419777,0.043478260869565216,0.008951406649616368,0.46701848637279375,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[11. 31. 45. 51. 60. 73. 75. 77.]
3,0.48123367723911886,0.541550844681548,0.5839612486544672,[0 1],0.5489773950484392,0.4510226049515608,0.8527662105889352,0.14723378941106485,62,9,5,3,0.6081502410033226,0.5665673858977927,0.5995052424121103,0.09001088514336342,0.21241050119331742,0.1467780429594272,0.41860090345518725,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[15. 16. 34. 35. 41. 57. 61. 64.]
4,0.7945408843016987,0.4850695655543929,0.8233471074380165,[0 1],0.8739669421487604,0.12603305785123967,0.8165790102797036,0.18342098972029644,60,11,7,1,0.5876400031004146,0.14716752371098374,0.14700927569782102,-0.038678748023392995,0.08196721311475409,0.01639344262295082,0.42152144545761566,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 7. 12. 37. 47. 50. 65. 69. 74.]
5,0.8971935248540607,0.8115850365274737,0.8930062630480167,[0 1],0.8674321503131524,0.1325678496868476,0.8173949379178606,0.18260506208213945,60,11,7,1,0.8543816386670078,0.5236776902573542,0.6071361924525429,0.572563444043007,0.7007874015748031,0.4921259842519685,0.1934060503371104,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[18. 23. 26. 39. 56. 58. 59. 71.]
6,0.9846768820786143,0.9698162729658792,0.9698162729658792,[0],1.0,0.0,0.8067545496966869,0.1932454503033131,60,12,7,0,0.0,-0.0,0.5,0.0,,,1.8189894035458565e-12,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[13. 28. 33. 66. 67. 68. 70.]
7,0.7945959800671222,0.5570629110969658,0.805449591280654,[0 1],0.8561307901907357,0.1438692098092643,0.8188677003505019,0.181132299649498,60,11,7,1,0.6085247767297417,0.19367546764831373,0.21854556508494577,0.1262615686865548,0.20833333333333334,0.08333333333333333,0.42152097796724397,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 6.  8. 10. 32. 42. 46. 52. 62.]
8,0.9913530010172941,0.9828542612203732,0.9828542612203732,[0],1.0,0.0,0.8014384177404855,0.19856158225951454,59,12,8,0,0.0,-0.0,0.5,0.0,,,1.8189894035458565e-12,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 5. 17. 19. 21. 27. 44. 48. 63.]
9,0.9520164851339418,0.9084269662921348,0.9084269662921348,[0],1.0,0.0,0.8038252013263856,0.1961747986736144,59,12,8,0,0.0,-0.0,0.5,0.0,,,1.8189894035458565e-12,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[22. 24. 25. 36. 38. 53. 55. 76.]
