,bvp_n_below_mean,hrv_lineintegral,bvp_n_above_mean,bvp_peaks,scl_mean,bvp_svd_entropy,bvp_ptp,scl_iqr_5_95,bvp_pct_95,scl_pct_95,bvp_skewness,bvp_max,scl_sum,scl_min,scl_max,bvp_energy,scl_pct_5,scl_iqr,hrv_skewness,scl_lineintegral,scl_rms,scl_ptp,scl_std,hrv_sum,bvp_pct_5,bvp_std,hrv_ptp,bvp_iqr_5_95,hrv_iqr,bvp_perm_entropy,hrv_iqr_5_95,bvp_kurtosis,hrv_svd_entropy,hrv_perm_entropy,bvp_rms,scl_energy,bvp_n_sign_changes,bvp_min,scr_pct_5,hrv_peaks,scl_kurtosis,scl_perm_entropy,hrv_min,scr_svd_entropy,hrv_entropy,hrv_std,scr_min,hrv_n_above_mean,hrv_energy,hrv_n_sign_changes,scl_peaks,bvp_sum,scl_n_sign_changes,scr_peaks,scr_n_sign_changes,bvp_entropy,scr_entropy,hrv_kurtosis,scr_iqr_5_95,scl_n_below_mean,hrv_mean,scl_skewness,bvp_mean,scr_perm_entropy,hrv_max,scl_n_above_mean,scr_n_below_mean,hrv_n_below_mean,scr_kurtosis,scr_n_above_mean,bvp_lineintegral,scr_std,bvp_iqr,scr_max,scr_skewness,hrv_pct_5,scl_svd_entropy,scr_sum,hrv_rms,scr_pct_95,scl_entropy,scr_ptp,scr_rms,scr_iqr,scr_energy,scr_mean,hrv_pct_95,scr_lineintegral
0,0.059824828636709834 +/- 0.004599578554272056,0.010396039603960416 +/- 0.0014354970925339284,0.051370906321401386 +/- 0.003966433092756409,0.013975628332063995 +/- 0.001737165990549442,0.0063594821020563795 +/- 0.0009790525614761956,-0.0040365575019040145 +/- 0.0028810784949547235,0.0020182787509520407 +/- 0.0008857352132226245,-0.004722010662604725 +/- 0.0008549102940077392,-0.0008377760853008453 +/- 0.0010743896404924755,0.0014851485148515086 +/- 0.000669398165698666,-0.0012566641279512347 +/- 0.0015889296302380063,0.0017897943640517889 +/- 0.001404864184744632,0.0019421172886519677 +/- 0.0006009038019062759,0.002437166793602452 +/- 0.00170472424109666,0.008948971820258977 +/- 0.0014069271288584268,-0.0018278750952018252 +/- 0.0010046386868448483,-0.0010281797410510163 +/- 0.000852362120548341,-0.002361005331302346 +/- 0.0011270867164469838,0.00011424219345012032 +/- 0.0005398875429839207,-0.004036557501904026 +/- 0.0007654132232384638,-0.00015232292460016784 +/- 0.0013213519857500013,-0.002475247524752466 +/- 0.0011199879032637028,-0.005140898705255114 +/- 0.0014273925981714596,-0.004798172124904787 +/- 0.0012185833968012005,-0.0050266565118050055 +/- 0.0010470469980858655,-0.001904036557501898 +/- 0.0007616146230007614,0.004112718964204143 +/- 0.0010878032640583226,-0.0006092916984006047 +/- 0.001132221534449248,0.0022848438690022954 +/- 0.0009171054515454967,0.008758568164508772 +/- 0.001063536941642715,0.0012185833968012317 +/- 0.001225702737199619,0.007806549885757819 +/- 0.0015998439861081588,0.0016374714394516432 +/- 0.0009641271059536985,0.00022848438690022954 +/- 0.0005699401960051627,0.0014089870525514248 +/- 0.0010777586974931306,0.001980198019801982 +/- 0.0013279204702332595,-0.017060167555217054 +/- 0.0023585472303430375,-0.0019421172886519456 +/- 0.0013349998585649725,0.0004950495049504955 +/- 0.0005123238403303068,0.0005331302361005208 +/- 0.0003490156660286285,0.000799695354150809 +/- 0.0008069162262154357,-0.0002665651180502659 +/- 0.0005661107672246191,-0.0009139375476009071 +/- 0.0014268845388571932,-0.001104341203351089 +/- 0.0006245704290501503,0.0015613099771515926 +/- 0.0009083671319022678,0.002056359482102066 +/- 0.0010525723504253887,0.00026656511805025487 +/- 0.00029742001812286026,-7.616146230007281e-05 +/- 0.00033198011755830023,-0.0035795887281035777 +/- 0.0018671211991060457,0.0 +/- 0.0,0.0 +/- 0.0,3.8080731150036404e-05 +/- 0.00011424219345010921,-0.0014851485148515199 +/- 0.00011424219345014252,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00019040365575018203 +/- 0.00019040365575018203,0.000533130236100543 +/- 0.0004240490756154155,-0.004455445544554459 +/- 0.0007813512767967707,-0.0009900990099009689 +/- 0.0006639602351166309,-0.003198781416603169 +/- 0.0014370115966574957,0.0007996953541508312 +/- 0.0008246918441625296,3.8080731150036404e-05 +/- 0.00011424219345010921,0.0012947448591013378 +/- 0.0005699401960051627,-0.012300076161462292 +/- 0.0020861151446766707,-0.0015232292460015007 +/- 0.0007021739876080056,0.0006092916984006159 +/- 0.0005165521693164911,0.0006473724295506522 +/- 0.0007032058382566513,-0.00034272658035032765 +/- 0.0006473724295506189,0.001675552170601702 +/- 0.0005948400362457375,-0.005635948210205621 +/- 0.0013495845503937187,-0.0002665651180502659 +/- 0.0005911719229344997,-0.0028941355674029 +/- 0.001230426079314818,-0.003313023610053323 +/- 0.0012286569539148185,0.001789794364051822 +/- 0.0010366075848298698,0.002703731911652729 +/- 0.0015742594522920323,-0.0011424219345011366 +/- 0.000851511034843801,0.0031607006854531662 +/- 0.0010911309049424476,0.00022848438690024065 +/- 0.0008202840528765418,0.004303122619954314 +/- 0.0008176279723375416,0.004036557501904037 +/- 0.0015346109428491885,-0.008035034272658014 +/- 0.0015557272060788782,-0.0007996953541507867 +/- 0.0005505267438995162,0.007311500380807334 +/- 0.0009603594983182542,-0.0005331302361005319 +/- 0.0005948400362457575,0.0017136329017517383 +/- 0.0011069643452969284,-0.012757044935262751 +/- 0.001980564146831057,0.005597867479055618 +/- 0.002093055001319317
