,bvp_n_below_mean,scr_lineintegral,bvp_peaks,scl_pct_95,scl_energy,bvp_n_above_mean,hrv_std,scl_mean,hrv_max,scl_pct_5,bvp_pct_95,bvp_iqr,hrv_energy,scl_entropy,hrv_svd_entropy,bvp_ptp,scl_rms,bvp_max,bvp_rms,hrv_pct_5,hrv_lineintegral,bvp_pct_5,bvp_kurtosis,hrv_sum,bvp_perm_entropy,bvp_skewness,scr_skewness,hrv_pct_95,scr_perm_entropy,scr_pct_5,hrv_n_below_mean,bvp_mean,hrv_perm_entropy,scr_kurtosis,hrv_entropy,hrv_skewness,bvp_iqr_5_95,hrv_kurtosis,scr_rms,hrv_n_sign_changes,scl_peaks,scl_skewness,bvp_lineintegral,bvp_n_sign_changes,bvp_sum,bvp_entropy,scl_std,scl_max,hrv_mean,scr_energy,scr_ptp,scr_n_above_mean,scr_peaks,scr_entropy,scr_pct_95,scr_n_sign_changes,bvp_std,bvp_energy,scl_lineintegral,scl_n_sign_changes,scr_std,scr_min,scl_n_above_mean,hrv_n_above_mean,scl_n_below_mean,scr_n_below_mean,hrv_iqr,scl_min,scr_iqr_5_95,hrv_iqr_5_95,scr_mean,scl_ptp,scl_iqr_5_95,scl_kurtosis,scl_perm_entropy,scl_svd_entropy,hrv_ptp,hrv_rms,scr_sum,hrv_peaks,scr_iqr,scl_iqr,scr_svd_entropy,bvp_min,scr_max,scl_sum,hrv_min,bvp_svd_entropy
0,0.005346985210466404 +/- 0.004085895695592026,0.018467956010618104 +/- 0.0046135517827540625,-0.0008342813803564941 +/- 0.004228927374880751,-0.007129313613955279 +/- 0.002311680038548079,-0.006370875995449399 +/- 0.0008614195443003747,0.09651118695487294 +/- 0.007512457652562049,0.0 +/- 0.0,-0.006484641638225275 +/- 0.0009954042281688793,0.0003412969283276279 +/- 0.0013614958719011384,0.0007963594994311208 +/- 0.0014534522485200358,-0.004285172544558213 +/- 0.0018269532757597194,0.04285172544558209 +/- 0.0020908682217808594,0.0006446719757299713 +/- 0.00038111018661812876,0.02176715965111866 +/- 0.004046106535714567,0.011186954872961685 +/- 0.0013699197473028674,0.03928706863860445 +/- 0.002139815848261814,0.030261660978384508 +/- 0.004211890292579386,0.00011376564277585378 +/- 0.0007205157375805767,0.0 +/- 0.0,0.034584755403867996 +/- 0.003910920920547208,0.0029199848312475795 +/- 0.002021275384336219,0.0003412969283276168 +/- 0.0003959160602544487,0.009252938945771694 +/- 0.002595364221807913,0.0052332195676905394 +/- 0.0006300056020415525,0.009556313993174016 +/- 0.0023240885014857234,0.0021236253318164255 +/- 0.0020152188480222146,0.0 +/- 0.0,-0.009556313993174081 +/- 0.0035240834753095013,-0.000492984452028844 +/- 0.003172998808609619,0.0 +/- 0.0,0.0013272658323852493 +/- 0.0004871153803058463,0.0 +/- 0.0,0.0003792188092529014 +/- 0.000777167293588126,0.0 +/- 0.0,-0.008684110731892314 +/- 0.002227083331061974,0.0011376564277587819 +/- 0.0006114719566400128,0.012476298824421672 +/- 0.0007084391995551428,0.00018960940462646735 +/- 0.0003885836467940603,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.004702313234736422 +/- 0.0010885627678731578,0.0009480470231323146 +/- 0.0005429587054712137,-3.7921880925295694e-05 +/- 0.00011376564277588706,0.0 +/- 0.0,-7.584376185059139e-05 +/- 0.00015168752370118277,0.030565036025786863 +/- 0.0039960378831458455,0.023701175578308652 +/- 0.0017807139752558212,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0020857034508911963 +/- 0.0005688282138793836,0.0 +/- 0.0,0.015472127417519877 +/- 0.0029801869858761304,0.00026545316647706984 +/- 0.0002428185148818033,0.0018960940462646625 +/- 0.0006783672286688917,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,7.584376185059139e-05 +/- 0.00015168752370118277,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.02821387940841863 +/- 0.003100331199995389,-0.0006446719757300268 +/- 0.00048117472660030804,0.0 +/- 0.0,0.0 +/- 0.0,-0.0034888130451270483 +/- 0.001289343951460007,-0.009594235874099378 +/- 0.0010732629274239542,-0.00041714069017825264 +/- 0.0003577543091413368,0.00022753128555177415 +/- 0.00018577851670711372,-0.0013272658323853158 +/- 0.0005429587054712139,-0.0010997345468335528 +/- 0.0008885380746196217,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.010580204778156965 +/- 0.0018379402072131235,0.0 +/- 0.0,0.004247250663632895 +/- 0.0013004496169497538,0.04562002275312852 +/- 0.0029571773553101247,0.04952597648843381 +/- 0.0031326319951556236,0.03492605233219566 +/- 0.003498075123725862,0.021501706484641614 +/- 0.003919185572814188
