,bvp_n_below_mean,bvp_peaks,hrv_lineintegral,scl_sum,bvp_max,hrv_iqr_5_95,hrv_ptp,scl_pct_95,hrv_min,scl_iqr_5_95,bvp_perm_entropy,hrv_std,scl_lineintegral,scr_skewness,bvp_ptp,scl_rms,scr_svd_entropy,scl_energy,hrv_entropy,scl_iqr,bvp_pct_95,scl_n_above_mean,scl_ptp,bvp_min,scl_pct_5,scl_max,scr_n_above_mean,scl_skewness,scr_n_below_mean,hrv_n_above_mean,scr_perm_entropy,bvp_n_above_mean,scr_kurtosis,bvp_skewness,scl_kurtosis,hrv_iqr,hrv_n_below_mean,hrv_n_sign_changes,bvp_entropy,scr_n_sign_changes,scr_peaks,scl_peaks,scr_entropy,hrv_peaks,scr_min,scl_n_below_mean,bvp_mean,scr_pct_5,hrv_kurtosis,bvp_kurtosis,bvp_n_sign_changes,bvp_sum,bvp_iqr_5_95,scr_std,scr_iqr,scl_n_sign_changes,bvp_pct_5,hrv_skewness,scr_rms,scr_pct_95,hrv_perm_entropy,scr_iqr_5_95,scl_perm_entropy,scr_ptp,scr_mean,hrv_energy,scr_max,scr_energy,scl_svd_entropy,scr_lineintegral,hrv_mean,scl_mean,scl_std,bvp_lineintegral,bvp_iqr,bvp_energy,hrv_svd_entropy,scr_sum,hrv_pct_5,bvp_svd_entropy,scl_min,scl_entropy,bvp_std,hrv_max,bvp_rms,hrv_rms,hrv_sum,hrv_pct_95
0,0.019908116385911157 +/- 0.0030723434376322928,0.03774885145482385 +/- 0.0032313855813184147,-0.004326186830015344 +/- 0.002585573354502775,-0.010490045941807058 +/- 0.0020843273489764393,0.004211332312404281 +/- 0.0014324875140788336,0.006738131699846839 +/- 0.0019981605437519125,-0.009188361408882096 +/- 0.0016061391243034453,-0.011983154670750406 +/- 0.0019674831787947185,0.0003445635528330548 +/- 0.0026769289596345115,-0.0013399693721286576 +/- 0.0014653644111029785,0.007235834609494618 +/- 0.002763147101954986,-0.0019142419601837824 +/- 0.0011985050415389668,-0.007656967840735085 +/- 0.002054580071209612,-0.00042113323124043367 +/- 0.0007152198197652886,-0.0006891271056661763 +/- 0.0013240135119288168,-0.011600306278713645 +/- 0.001597446098393953,-0.002718223583460977 +/- 0.0016193174565510215,-0.01010719754977033 +/- 0.0012130918466887357,-0.009800918836140916 +/- 0.0009865312960739094,-0.003713629402756535 +/- 0.001293211772898506,0.012251148545176106 +/- 0.002082920445441873,0.0014548238897396538 +/- 0.0011201178283558827,-0.003598774885145517 +/- 0.0012835417009372252,-0.0034456355283307817 +/- 0.00132622573320741,0.0042879019908116265 +/- 0.0018582941959435972,-0.010681470137825444 +/- 0.0018868639403294871,0.0011868300153139333 +/- 0.00094479040423071,0.0006508422664624703 +/- 0.0010280031839278335,0.001225114854517595 +/- 0.0006360355178344646,0.0003828483920367387 +/- 0.00038284839203674983,-0.00026799387442573154 +/- 0.00038475787217155286,0.008575803981623253 +/- 0.0020631230605371136,-0.0003445635528330993 +/- 0.0013421552942540717,-0.004287901990811671 +/- 0.0015766661777927965,-0.0012251148545176394 +/- 0.0008696643714854985,-0.0035222052067381713 +/- 0.0006360355178344659,0.0004594180704440731 +/- 0.00041234033745284385,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00011485451761101828 +/- 0.00017544317362004326,-0.0005359877488514741 +/- 0.00025395289359539294,-0.0003062787136293932 +/- 0.00022970903522205878,0.0032159264931087006 +/- 0.0013394223341911158,0.0007274119448698269 +/- 0.000604124572666914,0.0008805513016845401 +/- 0.0007274119448698303,0.0006508422664624813 +/- 0.0006642171352564129,-0.0006508422664624925 +/- 0.0011991163677922071,0.004747320061255711 +/- 0.001976031837758651,-0.00019142419601837491 +/- 0.0003086622415121954,0.001033690658499209 +/- 0.0014329990254374337,-0.0011868300153139444 +/- 0.0016814847822356554,-0.010183767228177654 +/- 0.0012488136623506907,-0.00042113323124043367 +/- 0.0005263295208601759,0.002641653905053587 +/- 0.00179938744257276,0.0003828483920367387 +/- 0.0005414293883510954,-0.014318529862174578 +/- 0.002220520673813158,-0.015543644716692206 +/- 0.0014242783489845424,0.00126339969372129 +/- 0.0005150698333489202,-0.0056661562021439685 +/- 0.0016493613498114608,0.002833078101071951 +/- 0.0007695157443430981,0.010949464012251142 +/- 0.001071975497702922,-0.005015313935681498 +/- 0.0012977374622265088,3.8284839203661655e-05 +/- 0.0018868639403294722,-0.002871362940275679 +/- 0.002091698067327368,-0.004632465543644737 +/- 0.0016193174565510397,0.0011868300153139333 +/- 0.0008291120914130131,-0.007312404287902008 +/- 0.0019176845002095353,-0.0022588055130168703 +/- 0.0012749483771322264,-0.002641653905053609 +/- 0.002050652640251467,-0.006278713629402788 +/- 0.0007883330888963999,0.007580398162327684 +/- 0.001171290853045804,0.004173047473200598 +/- 0.0012399796891808305,-0.0031393568147014108 +/- 0.0015485259124162838,-0.003598774885145495 +/- 0.0019908116385911217,-0.011676875957121002 +/- 0.0018220526851900093,0.007810107197549754 +/- 0.0020702152886057775,0.0071209800918835995 +/- 0.0027671226645624414,0.000650842266462448 +/- 0.0015126145685404712,-0.007848392036753471 +/- 0.0017313046025413605,0.001378254211332286 +/- 0.0011382901031637515,-0.0061255742725880745 +/- 0.0022389267254538116,-0.0014165390505360143 +/- 0.0015414105772739491,0.006699846860643166 +/- 0.0015808440139404643,-0.00643185298621749 +/- 0.0015579624769813017,-0.0001914241960184082 +/- 0.0013179107563597741
