,bvp_rms,hrv_sum,hrv_mean,bvp_std,hrv_rms,hrv_max,hrv_n_below_mean,hrv_min,hrv_n_above_mean,hrv_pct_5,hrv_pct_95,hrv_std,hrv_lineintegral,hrv_energy,bvp_pct_95,bvp_iqr_5_95,hrv_iqr_5_95,scl_pct_95,bvp_pct_5,bvp_n_above_mean,bvp_n_below_mean,scr_std,scr_lineintegral,bvp_svd_entropy,bvp_skewness,scl_entropy,bvp_lineintegral,bvp_energy,bvp_peaks,bvp_perm_entropy,hrv_svd_entropy,bvp_iqr,scl_pct_5,hrv_ptp,bvp_ptp,bvp_min,scr_perm_entropy,scl_std,scl_svd_entropy,scl_iqr_5_95,hrv_iqr,hrv_entropy,scr_mean,scr_sum,scl_lineintegral,scr_rms,scr_n_sign_changes,scl_energy,scr_ptp,scr_max,bvp_kurtosis,scr_skewness,scl_perm_entropy,scr_pct_95,scr_iqr_5_95,hrv_skewness,hrv_n_sign_changes,scr_min,bvp_entropy,scl_peaks,scl_n_below_mean,scl_n_above_mean,scr_pct_5,hrv_perm_entropy,scl_n_sign_changes,scr_peaks,scr_n_below_mean,scr_energy,scr_n_above_mean,scr_iqr,hrv_kurtosis,scl_kurtosis,bvp_mean,bvp_sum,scl_ptp,scl_skewness,scl_iqr,hrv_peaks,scr_entropy,scr_kurtosis,bvp_max,scl_max,scl_mean,scl_sum,scl_rms,scl_min,bvp_n_sign_changes,scr_svd_entropy
0,0.18839590443686005 +/- 0.009010417662417723,0.21983314372392862 +/- 0.007047860892259385,0.21983314372392862 +/- 0.007047860892259385,0.2177095183921122 +/- 0.009081399788328892,0.17937049677664002 +/- 0.005983971876397221,0.12988244216913153 +/- 0.005602308192147957,0.08130451270383006 +/- 0.008539078009882479,0.10561243837694345 +/- 0.010282705243046067,0.12161547212741745 +/- 0.0038711907212636335,0.06321577550246485 +/- 0.006971956114139288,0.09014031095942356 +/- 0.008797631186676659,0.09639742131209701 +/- 0.0059449125346273685,0.06829730754645426 +/- 0.006092218330510683,0.08718240424725063 +/- 0.0052940086675604524,-0.009063329541145304 +/- 0.0032641466898756582,-0.0146757679180888 +/- 0.0055216394296251125,0.05434205536594609 +/- 0.004480723384422075,-0.02335987864998107 +/- 0.0016547155274381012,-0.02218430034129698 +/- 0.0058925526966302315,0.01721653394008338 +/- 0.003223136801042978,0.01721653394008338 +/- 0.003223136801042978,-0.009101251422070588 +/- 0.0022941954436487277,0.004891922639362866 +/- 0.0027316918412517237,0.016533940083428088 +/- 0.0034389940231337682,0.02389078498293511 +/- 0.002171834821884919,0.03227152066742506 +/- 0.0019737601334354478,0.0018581721653393446 +/- 0.0011682155328592723,0.038945771710276765 +/- 0.005947935504920354,0.015775502464922198 +/- 0.0038344253802850255,-0.007622298065984112 +/- 0.0020801802278198646,0.010807736063708707 +/- 0.002405873633001429,0.00409556313993169 +/- 0.0018249843633698663,0.0005688282138793576 +/- 0.0005429587054712214,-0.002692453545695905 +/- 0.0027838380208165528,0.00436101630640875 +/- 0.0023878743255868135,0.0038680318543799276 +/- 0.0028519674898692744,0.0012893439514599426 +/- 0.0019499370697280756,-0.0027682973075465077 +/- 0.002555439603918301,0.006825938566552847 +/- 0.0038561164410727882,-0.007129313613955313 +/- 0.00184067669313789,0.009252938945771649 +/- 0.0027251034089073646,0.0012893439514599313 +/- 0.0029432852350295574,0.004323094425483454 +/- 0.0015745574131229877,0.004323094425483454 +/- 0.0015745574131229877,-0.003981797497155904 +/- 0.0019576654530360717,-0.002427000379218869 +/- 0.0023450322083792777,-7.58437618506358e-05 +/- 0.0008097897802071403,0.00011376564277583156 +/- 0.00029617935820651164,-0.0015547971179370901 +/- 0.002107651608887413,-0.0015927189988623857 +/- 0.0019321561172327589,-0.0034888130451270817 +/- 0.001832847322502037,-0.00011376564277590929 +/- 0.00038111018661814974,-0.018088737201365234 +/- 0.0020354549716070872,0.0021236253318164255 +/- 0.000991785880214021,0.0018202502844140822 +/- 0.0011847174328261994,0.0026924535456958054 +/- 0.0011558400192740246,0.0 +/- 0.0,-3.79218809253179e-05 +/- 0.000265453166477035,0.0 +/- 0.0,0.0 +/- 0.0,0.0002654531664770032 +/- 0.0003412969283276143,0.0002654531664770032 +/- 0.0003412969283276143,0.00018960940462641184 +/- 0.00025438771075079173,0.0006825938566552448 +/- 0.0009257910971356676,-0.005422828972317095 +/- 0.001223531725817354,0.0 +/- 0.0,-0.0007584376185059138 +/- 0.0009288925835355277,-0.00018960940462648957 +/- 0.0002543877107508165,-0.0007205157375806181 +/- 0.0008385796127226381,-0.0015547971179370901 +/- 0.001612906357082798,0.002199469093667006 +/- 0.0010287948400644889,0.0017444065225634686 +/- 0.0011895629231215836,-0.0010238907849829837 +/- 0.0009749685348640573,-0.0010238907849829837 +/- 0.0009749685348640573,0.00401971937808111 +/- 0.0018359830772711715,0.0020098596890405275 +/- 0.00070027248056956,0.004095563139931702 +/- 0.0010699079241308963,0.00015168752370113835 +/- 0.00018577851670705932,0.004133485020856986 +/- 0.002201103050577369,7.584376185053588e-05 +/- 0.0005030906014949148,0.003716344330678756 +/- 0.0013223811736187124,0.008949563898369307 +/- 0.0016633835570315871,0.004398938187334023 +/- 0.0013588527013400921,0.004398938187334023 +/- 0.0013588527013400921,-0.013196814562002324 +/- 0.001278141793428344,-0.0009480470231323923 +/- 0.0010892231032495173,-0.003071672354948862 +/- 0.0022141312972309445,-0.016496018202502905 +/- 0.002333043369779594
