,scr_lineintegral,scl_iqr,scl_min,scl_svd_entropy,scl_entropy,scl_lineintegral,scl_iqr_5_95,scl_pct_5,scl_ptp,scr_pct_95,scr_sum,scl_pct_95,scl_std,scr_rms,scl_energy,scl_max,scl_rms,scl_skewness,scr_pct_5,scr_iqr_5_95,scr_iqr,scr_svd_entropy,scl_kurtosis,scr_perm_entropy,scl_n_above_mean,scl_perm_entropy,scr_skewness,scr_max,scl_mean,scl_n_below_mean,scr_ptp,scr_n_above_mean,scr_mean,scr_peaks,scr_n_sign_changes,scl_n_sign_changes,scl_peaks,scr_min,scr_entropy,scr_n_below_mean,scr_energy,scr_kurtosis,scl_sum,scr_std
0,0.08002812939521804 +/- 0.0036514078722214246,0.006751054852320681 +/- 0.0011851124856788106,-0.0008438818565400741 +/- 0.0037450146148225957,0.003973277074542913 +/- 0.002471597998704652,-0.0034810126582278333 +/- 0.0023819324267847887,0.05000000000000003 +/- 0.005155244109173345,-0.0022855133614626986 +/- 0.0012895302968278647,-0.017264416315049214 +/- 0.003976387515816614,0.07327707454289736 +/- 0.0038298871460450455,-0.007946554149085771 +/- 0.0013636230259961568,0.03892405063291141 +/- 0.004798128867318221,-0.036181434599156105 +/- 0.004086787052280703,0.0027777777777778013 +/- 0.0011918742093304164,-0.01350210970464133 +/- 0.0029131244974976134,0.01142756680731366 +/- 0.0009067367762466662,0.012763713080168815 +/- 0.004456118167875485,0.0028481012658228113 +/- 0.003396158529307214,0.012587904360056279 +/- 0.0015630176350838803,3.516174402251604e-05 +/- 0.0014872212364666953,-0.01870604781997186 +/- 0.0016626709448012604,0.01399437412095642 +/- 0.003560897018613822,0.006751054852320704 +/- 0.0021834282273220686,7.032348804503208e-05 +/- 0.0010287439408106541,0.0030942334739803234 +/- 0.0012361741090890798,0.0023909985935302467 +/- 0.0015787583910438403,0.012974683544303822 +/- 0.000949367088607586,0.0028481012658228113 +/- 0.0037655913208383364,-0.003656821378340336 +/- 0.003000926623537526,0.016350210970464175 +/- 0.0014772117818283993,0.0014416315049226801 +/- 0.00065687558692929,0.0008087201125176024 +/- 0.0015728740679567662,0.0005977496483825729 +/- 0.0009441435711742504,-0.0001054852320675148 +/- 0.00027462199985608195,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0020042194092827147 +/- 0.0017085134477153611,-0.0008438818565400629 +/- 0.0006130659554909265,-0.006997187060478194 +/- 0.001012389595561738,0.0 +/- 0.0,0.0027777777777778234 +/- 0.0015201101491714097,-0.04254571026722924 +/- 0.0018338122096210041,-0.0019690576652601653 +/- 0.0009329464951773278
