,scl_pct_95,scl_svd_entropy,scl_rms,scl_energy,scr_std,scl_pct_5,scr_lineintegral,scr_rms,scr_svd_entropy,scr_sum,scr_mean,scl_std,scl_ptp,scl_perm_entropy,scl_iqr_5_95,scl_lineintegral,scl_n_sign_changes,scl_sum,scr_entropy,scr_n_sign_changes,scl_skewness,scl_iqr,scr_kurtosis,scl_peaks,scl_n_above_mean,scl_n_below_mean,scr_n_above_mean,scr_n_below_mean,scr_pct_5,scr_energy,scr_min,scr_pct_95,scr_iqr_5_95,scr_perm_entropy,scr_iqr,scr_peaks,scr_skewness,scr_max,scr_ptp,scl_kurtosis,scl_entropy,scl_min,scl_max,scl_mean
0,-0.009949748743718578 +/- 0.002262484958780966,-0.013634840871021747 +/- 0.00397532293024643,-0.010586264656616407 +/- 0.0015071654109483376,-0.009212730318257955 +/- 0.0014153856063167556,0.05742043551088779 +/- 0.003283082077051929,-0.010385259631490762 +/- 0.001675041876046881,0.07376884422110555 +/- 0.0035161518963891126,-0.011189279731993285 +/- 0.0015940204024616944,0.07450586264656618 +/- 0.005868291132903863,0.045561139028475736 +/- 0.0032823983152873424,0.045561139028475736 +/- 0.0032823983152873424,0.04438860971524291 +/- 0.00257869419067683,0.03484087102177556 +/- 0.002286907626918067,-0.009413735343383568 +/- 0.0016236677810455818,-0.009346733668341689 +/- 0.0018858918519313343,-0.008777219430485728 +/- 0.0015555359150745498,-0.006532663316582898 +/- 0.0026089819058542803,-0.010150753768844212 +/- 0.0018715548038141985,0.0010050251256281451 +/- 0.0025381168408543857,2.2204460492503132e-17 +/- 0.0022918098996967634,-0.004690117252931325 +/- 0.0011110970821961198,0.0013400335008375453 +/- 0.0007927745102981036,0.0 +/- 0.0,0.0 +/- 0.0,-0.004623115577889425 +/- 0.00133835741074963,-0.004623115577889425 +/- 0.00133835741074963,-0.0012395309882746951 +/- 0.0006708537485594626,-0.0012395309882746951 +/- 0.0006708537485594626,-0.00013400335008375563 +/- 0.00047848766690405616,3.350083752093891e-05 +/- 0.00023450586264657237,0.0 +/- 0.0002118779001787915,-0.00020100502512563346 +/- 0.000373049538548085,-0.00016750418760469454 +/- 0.000343281432695473,0.00917922948073704 +/- 0.003317090464183986,-0.0013065326633165397 +/- 0.0007849497161714979,3.350083752093891e-05 +/- 0.0005494545885044276,-0.001273031825795623 +/- 0.0015116266898061545,-0.004656616415410364 +/- 0.0012027687149759627,-0.004958123953098792 +/- 0.0012606289931140111,0.007236180904522637 +/- 0.001878438293986745,0.029648241206030157 +/- 0.0020170175173856533,0.06251256281407037 +/- 0.005858720867993097,0.07175879396984927 +/- 0.00529016306684137,0.07128978224455614 +/- 0.005189494920128981
