,scr_lineintegral,scl_iqr,scl_min,scl_svd_entropy,scl_entropy,scl_lineintegral,scl_iqr_5_95,scl_pct_5,scl_ptp,scr_pct_95,scr_sum,scl_pct_95,scl_std,scr_rms,scl_energy,scl_max,scl_rms,scl_skewness,scr_pct_5,scr_iqr_5_95,scr_iqr,scr_svd_entropy,scl_kurtosis,scr_perm_entropy,scl_n_above_mean,scl_perm_entropy,scr_skewness,scr_max,scl_mean,scl_n_below_mean,scr_ptp,scr_n_above_mean,scr_mean,scr_peaks,scr_n_sign_changes,scl_n_sign_changes,scl_peaks,scr_min,scr_entropy,scr_n_below_mean,scr_energy,scr_kurtosis,scl_sum,scr_std
0,0.08891976380687738 +/- 0.005474369796414181,0.06092393192080584 +/- 0.0031499226255657198,0.0461618617575547 +/- 0.002242716006579765,0.04557137895102466 +/- 0.004425861878762485,0.04043070510593957 +/- 0.007554526833091436,0.04004862799583188 +/- 0.002744008336227859,0.03619312261201807 +/- 0.0027208275133819,0.03028829454671762 +/- 0.0041819845622209015,0.029663077457450504 +/- 0.0030048667945650957,0.0243487321986801 +/- 0.001509643196394638,0.02309829802014589 +/- 0.0032555863434890905,0.020319555401180987 +/- 0.00402453290248574,0.02021535255296978 +/- 0.0028969308040282184,0.014032650225772835 +/- 0.0030566168808614253,0.010698159083014946 +/- 0.0022606655220942067,0.010177144841959019 +/- 0.004536914309045409,0.006946856547412283 +/- 0.0013088880640095052,0.006495310871830484 +/- 0.0018317189125995521,0.006113233761722803 +/- 0.0013911069395276783,0.006009030913511626 +/- 0.002906286161272543,0.005105939562348028 +/- 0.0019091220678931946,0.004967002431399803 +/- 0.002939308509626969,0.004168113928447381 +/- 0.0012032308493010653,0.0037860368183396885 +/- 0.001469141089444713,0.0032997568600208415 +/- 0.0012926567603979526,0.0028482111844390424 +/- 0.0022392165976083712,0.0027440083362278546 +/- 0.0007680911562173197,0.0020840569642236904 +/- 0.0013271950798570903,0.0020493226814866095 +/- 0.0007836411373864891,0.0007988885029524218 +/- 0.000349075221296335,0.00048627995831884707 +/- 0.0011748200434378367,0.00048627995831884707 +/- 0.0003183449597051796,0.0003820771101076814 +/- 0.0005256250764300676,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00038207711010764813 +/- 0.00018704983699666922,-0.00048627995831882485 +/- 0.00027787426189647136,-0.0006599513720041861 +/- 0.003369225425494958,-0.0016325112886418803 +/- 0.00034907522129628865,-0.01462313303230287 +/- 0.002269454147123237,-0.030010420284821128 +/- 0.0010895718750509441,-0.03195554011809657 +/- 0.001440530833853948
