,scl_min,scr_svd_entropy,scl_mean,scl_energy,scl_entropy,scl_svd_entropy,scl_iqr_5_95,scl_lineintegral,scl_rms,scl_ptp,scr_pct_5,scr_perm_entropy,scl_sum,scl_n_below_mean,scr_skewness,scr_n_sign_changes,scr_entropy,scr_min,scl_peaks,scr_peaks,scr_n_above_mean,scl_n_sign_changes,scr_std,scl_n_above_mean,scl_skewness,scl_kurtosis,scr_n_below_mean,scr_kurtosis,scl_perm_entropy,scl_iqr,scl_pct_5,scr_ptp,scr_pct_95,scr_iqr_5_95,scr_max,scl_std,scr_energy,scr_rms,scl_max,scr_mean,scl_pct_95,scr_sum,scr_lineintegral,scr_iqr
0,0.004565290365894636 +/- 0.0023698372064079,-0.003961060758643819 +/- 0.0012631680243186877,0.0021819402484055117 +/- 0.0017841802304019254,-0.0069150721718697185 +/- 0.0022924969558863776,0.007082913729439433 +/- 0.0026915423008259053,0.013628734474655957 +/- 0.001652706764026996,0.004028197381671738 +/- 0.002387837427831973,0.0027190332326284096 +/- 0.0021829728751781383,0.0061094326955354215 +/- 0.001663579952113307,0.0022490768714334085 +/- 0.0014481137704010101,-0.0023833501174890803 +/- 0.0014198245036963143,0.001174890902987602 +/- 0.000754353979665796,-0.0013427324605572056 +/- 0.0025564864403705666,0.004028197381671738 +/- 0.0012288019615792588,-0.00412890231621349 +/- 0.0007950801800823826,0.0002349781805975226 +/- 0.0002621768941224195,-0.0004028197381671705 +/- 0.000577531068616489,0.00020140986908359081 +/- 0.0005024044829505267,-6.713662302786361e-05 +/- 0.00013427324605572722,-0.0025847599865726377 +/- 0.00030211480362538626,0.00026854649211146555 +/- 0.0014846152660285914,-0.0004028197381671705 +/- 0.000469956361195023,0.002651896609600568 +/- 0.0017080301085207897,0.004766700234978205 +/- 0.0006680009648248729,0.011446794226250435 +/- 0.0009895537410529462,0.0008056394763343633 +/- 0.0010092847518209692,0.0017119838872105108 +/- 0.0013548463290104554,-0.0013091641490432736 +/- 0.0014743330819736657,0.010070493454179263 +/- 0.0018077088979974857,0.0008727760993622269 +/- 0.0010741859684458175,0.015877811346089322 +/- 0.002335592317797787,-0.003994629070157763 +/- 0.0011958048426020144,0.004699563611950364 +/- 0.0012195973228992898,0.003927492447129944 +/- 0.001062053844884605,-0.003961060758643831 +/- 0.0016703397522154634,-0.0025176233635448076 +/- 0.0016530476337354978,0.007250755287009081 +/- 0.0010092847518209293,-0.0010070493454178875 +/- 0.001898910456358642,-0.0018126888217522507 +/- 0.0029310345690423756,0.0033568311513931135 +/- 0.0009131567981695308,0.006042296072507591 +/- 0.0031597036927157123,-0.0046995636119503085 +/- 0.0015309505540102627,-0.009331990600872763 +/- 0.002062744745986864,0.004900973481033921 +/- 0.0014876481910816176
