,scl_pct_95,scl_svd_entropy,scl_rms,scl_energy,scr_std,scl_pct_5,scr_lineintegral,scr_rms,scr_svd_entropy,scr_sum,scr_mean,scl_std,scl_ptp,scl_perm_entropy,scl_iqr_5_95,scl_lineintegral,scl_n_sign_changes,scl_sum,scr_entropy,scr_n_sign_changes,scl_skewness,scl_iqr,scr_kurtosis,scl_peaks,scl_n_above_mean,scl_n_below_mean,scr_n_above_mean,scr_n_below_mean,scr_pct_5,scr_energy,scr_min,scr_pct_95,scr_iqr_5_95,scr_perm_entropy,scr_iqr,scr_peaks,scr_skewness,scr_max,scr_ptp,scl_kurtosis,scl_entropy,scl_min,scl_max,scl_mean
0,-0.0017455521987243983 +/- 0.004205561534304359,0.116012084592145 +/- 0.006397736223270335,-0.0010741859684457844 +/- 0.0028829688558018145,-0.0008056394763343522 +/- 0.002393493584421061,0.23571668345082236 +/- 0.007303403157286286,0.041322591473648876 +/- 0.005096306517172208,0.2424639140651225 +/- 0.007459495168766945,-0.03497818059751593 +/- 0.004063845840999415,0.1564954682779456 +/- 0.009645035222463788,0.21389728096676736 +/- 0.007791609328996237,0.21389728096676736 +/- 0.007791609328996237,0.13239342061094325 +/- 0.006044533545671643,0.12453843571668344 +/- 0.0067521555094121185,-0.0006042296072507724 +/- 0.002051790102710451,-0.03561597851628064 +/- 0.004856280187204157,-0.03551527358173885 +/- 0.0038648776004361926,0.0009063444108761253 +/- 0.0012653962285982426,0.0005035246727089548 +/- 0.0028847271807511234,0.01101040617656931 +/- 0.001843508589156894,-0.0007385028533064775 +/- 0.0020844813288029567,0.002450486740516955 +/- 0.0016720254320795288,0.048774756629741525 +/- 0.0047283680634443515,-0.00043638804968111345 +/- 0.0006198786610479998,0.027022490768714325 +/- 0.00417449993814426,0.00020140986908359081 +/- 0.000811214902557564,0.00020140986908359081 +/- 0.000811214902557564,0.0 +/- 0.0,0.0 +/- 0.0,0.01628063108425646 +/- 0.0026781117860742772,-0.02356495468277946 +/- 0.0023821678414515032,0.00010070493454179541 +/- 0.0005211203322007541,-0.003457536085934887 +/- 0.001672025432079539,-0.0028533064786841257 +/- 0.0017458749411138964,0.00785498489425982 +/- 0.002262812963592176,-0.01651560926485397 +/- 0.0019847929505330078,-0.011614635783820071 +/- 0.002053985705374734,-1.1102230246251566e-17 +/- 0.0011628404213285652,-0.035850956696878156 +/- 0.003812036137382576,-0.035884525008392086 +/- 0.0038404554416793667,0.0046324269889224555 +/- 0.0019504315604342113,-0.013595166163141992 +/- 0.0019986539975299427,0.039241356159785155 +/- 0.0038139570425875713,0.16559248069822086 +/- 0.006918737642183932,0.16827794561933532 +/- 0.0062387409106707
