,scl_min,scr_svd_entropy,scl_mean,scl_energy,scl_entropy,scl_svd_entropy,scl_iqr_5_95,scl_lineintegral,scl_rms,scl_ptp,scr_pct_5,scr_perm_entropy,scl_sum,scl_n_below_mean,scr_skewness,scr_n_sign_changes,scr_entropy,scr_min,scl_peaks,scr_peaks,scr_n_above_mean,scl_n_sign_changes,scr_std,scl_n_above_mean,scl_skewness,scl_kurtosis,scr_n_below_mean,scr_kurtosis,scl_perm_entropy,scl_iqr,scl_pct_5,scr_ptp,scr_pct_95,scr_iqr_5_95,scr_max,scl_std,scr_energy,scr_rms,scl_max,scr_mean,scl_pct_95,scr_sum,scr_lineintegral,scr_iqr
0,0.001712583767684278 +/- 0.001892518991383303,-0.00014892032762472417 +/- 0.002165754217758599,-0.0034251675353685895 +/- 0.0009389069406491697,0.002010424422933715 +/- 0.0015186953130581623,-0.003946388682055113 +/- 0.0017557447688088723,0.003164556962025289 +/- 0.002564555487609013,-0.0009307520476545206 +/- 0.0015282483806235226,0.0007818317200297686 +/- 0.0009484541476438537,0.0037602382725241746 +/- 0.0019871937669519737,0.007334326135517477 +/- 0.0012902251266689053,-0.0006329113924050777 +/- 0.0010667571691656324,3.7230081906164394e-05 +/- 0.0007529318099834915,0.002941176470588219 +/- 0.0021090110258032016,0.0004839910647803258 +/- 0.0011541325390915884,0.0005212211466865124 +/- 0.0010017590504150186,0.0 +/- 0.0,-0.00029784065524944835 +/- 0.0004939128503880084,-0.00018615040953091078 +/- 0.0005063838610847162,0.0 +/- 0.0,-0.00029784065524944835 +/- 0.00036477881500867227,0.001638123603871927 +/- 0.000914981811425501,0.003164556962025289 +/- 0.001180258189437635,-0.0039836187639613 +/- 0.0013009236939431198,0.0007446016381235876 +/- 0.0010127677221694184,0.0011169024571853925 +/- 0.0008651489232034445,-0.0020476545048399297 +/- 0.0010161834746058212,0.002233804914370796 +/- 0.0007809447864260269,-0.0009679821295607016 +/- 0.0011913626209977667,-0.00018615040953091634 +/- 0.0007112797161036057,-0.010238272524199565 +/- 0.001313646966818863,0.0016008935219657349 +/- 0.0017545601888232616,0.002717795979151133 +/- 0.0016317652271639,-0.010312732688011934 +/- 0.0022587954299504768,-1.6653345369377347e-17 +/- 0.0016398150071143176,-0.0023454951600893727 +/- 0.0017065028497938752,-0.0041325390915860185 +/- 0.0012285927029039416,-0.0018242740134028434 +/- 0.0017498138495904685,-0.012360387192851846 +/- 0.0022138598283422853,0.0025316455696202333 +/- 0.0018450501404860562,-0.008116157855547295 +/- 0.0018375223647435668,-0.0012285927029039635 +/- 0.0026380869304626843,-0.01053611317944902 +/- 0.0014230465267026325,-0.0033507073715562385 +/- 0.0021580605727757824,-0.011727475800446774 +/- 0.0010949695584402568
