,scl_min,scl_energy,scl_pct_5,scr_lineintegral,scl_max,scr_rms,scl_pct_95,scl_iqr_5_95,scr_max,scl_perm_entropy,scl_sum,scr_perm_entropy,scl_ptp,scl_lineintegral,scr_ptp,scl_iqr,scr_pct_5,scr_peaks,scl_peaks,scr_iqr_5_95,scr_n_sign_changes,scr_svd_entropy,scl_kurtosis,scr_entropy,scr_min,scr_skewness,scr_energy,scl_mean,scr_mean,scl_n_above_mean,scl_n_below_mean,scr_n_below_mean,scl_skewness,scl_std,scl_n_sign_changes,scr_n_above_mean,scl_rms,scr_pct_95,scr_std,scr_kurtosis,scr_sum,scr_iqr,scl_svd_entropy,scl_entropy
0,-0.006381093057607057 +/- 0.002992951289078611,0.006499261447562787 +/- 0.0013011944192346094,0.00596750369276221 +/- 0.002651557538826253,0.003692762186115195 +/- 0.0011835288404141817,-0.004490398818316077 +/- 0.0019363036464607212,0.0039290989660265676 +/- 0.0015746242802051828,-0.000738552437223039 +/- 0.001603186239434572,0.004372230428360391 +/- 0.0017862589610435327,-0.0001477104874446078 +/- 0.0008381838085146845,-0.0007680945347119606 +/- 0.0014180206794682348,0.0023633677991137247 +/- 0.0012322985887512022,-0.00011816838995568624 +/- 0.0008783497044205866,0.002806499261447548 +/- 0.001901969701958025,0.010753323485967558 +/- 0.0016826033519525044,0.0 +/- 0.0013793344200801999,0.0024519940915804896 +/- 0.0016818251494818564,-0.0008271787296898036 +/- 0.0009323328707863762,0.0 +/- 0.0,0.0 +/- 0.0,0.0014475627769571565 +/- 0.0008402636722793393,0.00023633677991137249 +/- 0.00011816838995568624,0.003426883308714901 +/- 0.0022233249893325474,0.003751846381093038 +/- 0.0009252856581013733,-0.000265878877400294 +/- 0.0005358451151319634,-0.0003249630723781372 +/- 0.0005518919259163754,0.0018316100443131367 +/- 0.0012237704683726953,-0.0009453471196454899 +/- 0.0014699976726292071,0.001742983751846372 +/- 0.0009100692349039458,0.0025701624815361755 +/- 0.001465538168958629,-0.0006203840472673528 +/- 0.0005022156573116664,0.0021861152141801955 +/- 0.0015531390756980618,-0.000738552437223039 +/- 0.0009640867871244099,0.002895125553914313 +/- 0.001237951364239696,0.0036632200886262734 +/- 0.0015190499417645346,-0.0003545051698670587 +/- 0.000391920211563413,-0.0039881831610044105 +/- 0.0018648997461845256,0.002865583456425391 +/- 0.0013476507802607958,0.008449039881831644 +/- 0.002461762677223028,0.0039290989660265676 +/- 0.0016714144945129173,0.0005908419497784312 +/- 0.0018543403044579184,0.0005908419497784312 +/- 0.0018114871157170827,-0.0008862629246676468 +/- 0.0030530010476251097,-0.010339734121122556 +/- 0.0020381906423232415,0.005258493353028049 +/- 0.0017616604450074631
