,scl_min,scl_energy,scl_pct_5,scr_lineintegral,scl_max,scr_rms,scl_pct_95,scl_iqr_5_95,scr_max,scl_perm_entropy,scl_sum,scr_perm_entropy,scl_ptp,scl_lineintegral,scr_ptp,scl_iqr,scr_pct_5,scr_peaks,scl_peaks,scr_iqr_5_95,scr_n_sign_changes,scr_svd_entropy,scl_kurtosis,scr_entropy,scr_min,scr_skewness,scr_energy,scl_mean,scr_mean,scl_n_above_mean,scl_n_below_mean,scr_n_below_mean,scl_skewness,scl_std,scl_n_sign_changes,scr_n_above_mean,scl_rms,scr_pct_95,scr_std,scr_kurtosis,scr_sum,scr_iqr,scl_svd_entropy,scl_entropy
0,0.006706361642118475 +/- 0.002176591081690432,-0.0029771231588843427 +/- 0.0011829887864730228,0.006142275148856157 +/- 0.0023459689466891675,-0.01519899717956752 +/- 0.0017292860747504116,0.006298965841429027 +/- 0.003714461848662794,-0.004826073331244107 +/- 0.0018444298300924118,-0.008900031338138492 +/- 0.0024683633553763858,-0.004920087746787838 +/- 0.0012381539495542769,-0.005609526794108399 +/- 0.0015945539621696743,-0.004011281729865224 +/- 0.0010279673749205266,0.0027577561892823564 +/- 0.0024786862968705858,-0.0031338138514572012 +/- 0.0009296394217606596,-0.005452836101535563 +/- 0.0014578130178142371,-0.012441240990285162 +/- 0.0017950490117981284,-0.0008774678784080004 +/- 0.001220176893383389,-0.005452836101535552 +/- 0.001308719086043317,-0.006706361642118441 +/- 0.0014845151090350495,-0.0002193669696019862 +/- 0.00020066199427866755,6.267627702913892e-05 +/- 0.00012535255405827782,-0.0003760576621748668 +/- 0.0015593676345502625,-0.0002507051081165557 +/- 0.00012535255405827782,0.006455656534001886 +/- 0.0023375814727635866,-6.267627702913892e-05 +/- 0.0012905835338122233,-0.0015355687872140255 +/- 0.0007207771858351655,-0.0006894390473205836 +/- 0.0005391617215319703,0.0011281729865246226 +/- 0.0005812358818862855,-0.001347539956126609 +/- 0.001197838599411865,0.002319022250078362 +/- 0.0017290020964128682,-0.010090880601692243 +/- 0.002446784242675422,0.0007207771858351864 +/- 0.000971482293951745,0.0014102162331557587 +/- 0.0009427520499211196,-0.0020996552804763203 +/- 0.0008757874404564082,0.001222187402068331 +/- 0.0006786715082327625,0.00128486367909747 +/- 0.001272575399827451,0.0022876841115637924 +/- 0.0009510492576304267,-0.0008147916013788615 +/- 0.0008662033820799397,-0.003102475712942643 +/- 0.001376383030773919,0.006486994672516478 +/- 0.0012694847446273305,-0.004136634283923501 +/- 0.0017771791762780072,0.0001566906925728695 +/- 0.001096834848010023,-0.011062362895643985 +/- 0.001490127662547021,-0.013569413976809764 +/- 0.001676224270801183,0.0033218426825446733 +/- 0.0018067734635411623,0.008085239736759653 +/- 0.001884462096944267
