,accy_pct_95,accy_mean,accy_sum,accy_iqr,accz_energy,accy_iqr_5_95,accz_rms,accx_iqr,accx_iqr_5_95,accx_n_sign_changes,accy_max,accx_std,accz_pct_95,accy_std,accz_std,accy_svd_entropy,accy_energy,accy_n_above_mean,accx_svd_entropy,accy_perm_entropy,accy_lineintegral,accx_kurtosis,accx_energy,accx_entropy,accz_ptp,accz_svd_entropy,accx_lineintegral,accx_n_above_mean,accx_skewness,accy_ptp,accx_ptp,accx_peaks,accy_skewness,accy_rms,accz_kurtosis,accx_n_below_mean,accz_perm_entropy,accz_n_sign_changes,accy_peaks,accy_n_below_mean,accy_entropy,accy_kurtosis,accz_peaks,accz_skewness,accz_n_above_mean,accz_iqr,accx_min,accx_pct_95,accx_rms,accx_perm_entropy,accz_iqr_5_95,accz_n_below_mean,accx_max,accz_pct_5,accz_sum,accz_lineintegral,accx_pct_5,accz_mean,accz_min,accy_min,accx_mean,accz_entropy,accy_pct_5,accz_max,accx_sum,accy_n_sign_changes
0,-0.025774526678141153 +/- 0.003581782060526127,-0.010456110154905352 +/- 0.004140881652068525,-0.013640275387263357 +/- 0.001610582381429688,-0.0026247848537005345 +/- 0.0010442909724192298,0.0015060240963854943 +/- 0.0009859242028734574,0.0008175559380378394 +/- 0.0017683926495726554,0.001290877796901868 +/- 0.0015984660603275858,-0.001419965576592097 +/- 0.000943705344210898,-0.0009036144578313587 +/- 0.0016151742150708598,0.0010327022375214879 +/- 0.0009268786242916565,-0.002151462994836495 +/- 0.0018051787403961317,-0.004388984509466454 +/- 0.0006024096385542117,0.023149741824440594 +/- 0.001883482670244354,0.0031841652323579715 +/- 0.001493059515739895,4.302925989669859e-05 +/- 0.0006220667940964137,-0.002409638554216875 +/- 0.0009466437177280614,-0.0018932874354561258 +/- 0.0018377071001775002,-0.0008605851979346157 +/- 0.0009999096418779826,0.013468158347676406 +/- 0.0015279931931639046,0.007314974182444045 +/- 0.001319252127087426,0.0010757314974182198 +/- 0.0009669623517316851,-0.000774526678141163 +/- 0.0004634393121458266,0.0025387263339070264 +/- 0.0008912355928230617,0.0016351118760757123 +/- 0.001979345955249581,0.005938037865748691 +/- 0.001398285439696384,-0.003270223752151491 +/- 0.0008431978460527322,-0.006325301204819322 +/- 0.0010008350559047392,-0.0001290877796902068 +/- 0.0005459801007078175,0.0001290877796901735 +/- 0.0004324387100310031,0.0008605851979345714 +/- 0.0009812180938891077,0.0032702237521514466 +/- 0.0018072289156626567,-0.002882960413080926 +/- 0.0009437053442108805,-0.004432013769363185 +/- 0.0012025119287850375,0.0007745266781411187 +/- 0.0009774368925645708,0.0007314974182443867 +/- 0.0007709325674341163,0.0003872633390705427 +/- 0.0010082077894888112,0.02177280550774525 +/- 0.0013220560667588032,0.004302925989672945 +/- 0.0010885637384400802,0.001290877796901868 +/- 0.0006085256292483183,0.0011617900172116835 +/- 0.001122890563743527,-0.0009466437177280795 +/- 0.0005708476403365557,-0.00047332185886405086 +/- 0.0004887184462823195,0.003012048192771055 +/- 0.0006666064279186502,0.0024526678141135625 +/- 0.0012625990319381543,-0.0009896729776248336 +/- 0.00033606926316295354,-0.0019793459552495786 +/- 0.001003606178114501,-0.0040447504302926094 +/- 0.0010218883035316745,0.0029259896729776137 +/- 0.0011673545581971294,0.0016781411359724219 +/- 0.002003981243062836,-0.0012048192771084375 +/- 0.0025587037430840663,0.0010757314974182198 +/- 0.0012508125519576931,-0.0027538726333907306 +/- 0.0004791535596239498,0.0019363166953528133 +/- 0.0012208486195448335,0.01609294320137692 +/- 0.001057504795821376,0.01703958691910499 +/- 0.0015298097103813304,-0.001549053356282304 +/- 0.0013769363166953562,0.006110154905335596 +/- 0.0018834826702443593,0.013984509466437168 +/- 0.0012655284999873275,-8.60585197934638e-05 +/- 0.0016077058254965054,-0.006196213425129127 +/- 0.0013220560667587952,0.0017211703958691649 +/- 0.001527387207340674,-0.0005593803786575035 +/- 0.0007213018336592284,0.010154905335628194 +/- 0.0013769363166953401,0.017297762478485357 +/- 0.0016305761894574967,0.0029259896729776024 +/- 0.0014245219756666857,0.0031841652323579715 +/- 0.0007980738808516059
