,accx_mean,accz_perm_entropy,accz_rms,accz_energy,accx_sum,accy_energy,accz_peaks,accy_pct_95,accy_rms,accx_energy,accz_svd_entropy,accx_lineintegral,accz_n_sign_changes,accy_perm_entropy,accx_pct_5,accx_max,accz_mean,accz_sum,accx_iqr_5_95,accz_std,accy_lineintegral,accx_ptp,accy_peaks,accx_std,accx_n_below_mean,accz_ptp,accx_rms,accx_iqr,accz_min,accx_svd_entropy,accx_n_above_mean,accy_std,accz_max,accy_svd_entropy,accx_skewness,accz_n_above_mean,accy_n_sign_changes,accz_iqr,accz_iqr_5_95,accy_mean,accy_sum,accz_skewness,accy_n_below_mean,accy_iqr_5_95,accz_n_below_mean,accz_pct_5,accy_entropy,accx_n_sign_changes,accz_pct_95,accx_kurtosis,accy_kurtosis,accy_min,accz_entropy,accx_pct_95,accz_kurtosis,accx_peaks,accy_max,accy_ptp,accy_skewness,accx_min,accy_iqr,accy_n_above_mean,accz_lineintegral,accx_perm_entropy,accy_pct_5,accx_entropy
0,0.12085143353605558 +/- 0.005965123855350779,0.25977410947002605 +/- 0.004829519412575949,0.18653344917463074 +/- 0.006824996760553549,0.11429192006950477 +/- 0.004728632147539451,0.058688097306689835 +/- 0.006456285224355785,0.13692441355343182 +/- 0.004317031537377877,0.01637706342311033 +/- 0.0058412514763722685,0.09122502172024326 +/- 0.004994711503668034,0.1499131190269331 +/- 0.006919048182567935,0.10855777584708948 +/- 0.004927958946096395,0.03653344917463073 +/- 0.0034668121116817963,0.07467419635099912 +/- 0.0037036677093038603,0.008470894874022573 +/- 0.0034108390082456153,0.1095569070373588 +/- 0.0054145739186386935,0.031146828844483054 +/- 0.002952994682772785,0.04804517810599477 +/- 0.0019543391623287666,0.017854039965247603 +/- 0.00412776065592503,0.017854039965247603 +/- 0.00412776065592503,0.023718505647263244 +/- 0.0016277145087050739,0.04565595134665509 +/- 0.004969903023789232,0.05916594265855777 +/- 0.005194000061732448,0.009470026064291915 +/- 0.0023618205419753636,-0.004908774978279773 +/- 0.0028422828502094864,0.013075586446568189 +/- 0.0030124654122651146,0.012467419635099907 +/- 0.003132839223649479,0.012206776715899214 +/- 0.002609685194765517,-0.0014335360556038345 +/- 0.000952724248456204,0.01077324066029538 +/- 0.0017462859463285615,0.009165942658557769 +/- 0.002132127053311562,0.00629887054735011 +/- 0.0023170521899382526,-0.001737619461337958 +/- 0.0015901829033642964,-0.0003475238922676094 +/- 0.00026064291920069316,0.0013466550825369295 +/- 0.0011566921768631205,0.0042571676802779955 +/- 0.003329933604993352,-0.0014335360556038345 +/- 0.0016717533800950435,-0.00017376194613381025 +/- 0.00021281405237040567,-0.00034752389226759827 +/- 0.0010781645218063225,0.00312771503040834 +/- 0.0025315034377642763,-0.002953953084274541 +/- 0.002676441668244886,0.00047784535186793373 +/- 0.001595514133119645,0.00047784535186793373 +/- 0.001595514133119645,0.0006950477845351632 +/- 0.0005212858384013863,-0.0018245004344048855 +/- 0.0015023124644474835,-0.0024326672458731768 +/- 0.0007819287576020967,0.00047784535186793373 +/- 0.0004933890830408513,-0.0027801911381407306 +/- 0.0022252386576656303,-0.0013466550825369183 +/- 0.0007879390593925743,0.0 +/- 0.0,-0.0004344048653344923 +/- 0.0007524112978144504,-4.3440486533441455e-05 +/- 0.001172893136403121,8.688097306690512e-05 +/- 0.00017376194613381022,-0.0016507384882710752 +/- 0.001314747693346782,0.0008688097306689735 +/- 0.0015048225956289006,0.005864465682015619 +/- 0.0018146480081846633,-0.0009122502172024371 +/- 0.0008567803181283911,-0.001563857515204181 +/- 0.0007819287576021029,-0.0004344048653345034 +/- 0.0002747417602231296,-0.00039096437880103974 +/- 0.001459626204727336,-0.0012597741094700354 +/- 0.0008344644966246137,-0.007775847089487397 +/- 0.0027229250989078716,0.0008253692441355209 +/- 0.0005972079532957224,0.001086012163336225 +/- 0.001444028682762357,-0.003258036490008698 +/- 0.0017725634894094973,0.00860121633362293 +/- 0.002090566362383302,0.034622067767159 +/- 0.003192506346945807,0.0017810599478714107 +/- 0.0015596284162481364
