,accy_pct_95,accx_perm_entropy,accz_mean,accx_min,accx_energy,accz_perm_entropy,accy_pct_5,accx_peaks,accx_svd_entropy,accx_mean,accz_lineintegral,accx_iqr,accx_pct_5,accx_max,accz_min,accz_kurtosis,accz_energy,accy_max,accy_ptp,accz_pct_95,accz_skewness,accy_sum,accx_n_sign_changes,accz_pct_5,accy_iqr,accz_n_below_mean,accy_min,accy_perm_entropy,accy_lineintegral,accx_rms,accz_svd_entropy,accy_n_above_mean,accz_sum,accz_iqr_5_95,accx_kurtosis,accx_lineintegral,accx_iqr_5_95,accx_pct_95,accy_iqr_5_95,accz_std,accy_n_below_mean,accy_rms,accy_svd_entropy,accz_n_above_mean,accz_iqr,accz_n_sign_changes,accz_ptp,accz_rms,accy_entropy,accy_energy,accx_ptp,accx_sum,accx_n_below_mean,accx_n_above_mean,accy_mean,accy_kurtosis,accx_entropy,accy_std,accx_skewness,accx_std,accz_entropy,accy_peaks,accy_skewness,accz_max,accz_peaks,accy_n_sign_changes
0,0.11884681583476767 +/- 0.005603063962360781,0.06566265060240968 +/- 0.005653723822945552,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.026807228915662683 +/- 0.0034800537427875805,0.0068416523235800605 +/- 0.001747327065769969,0.0 +/- 0.0,0.0061101549053356515 +/- 0.0009961993892246381,-0.0006454388984509007 +/- 0.0005852612094980748,0.0018502581755594273 +/- 0.00088288659761976,0.0 +/- 0.0,0.013984509466437211 +/- 0.0013366802553364046,-0.0039156626506023804 +/- 0.002662603873391576,0.0 +/- 0.0,0.0 +/- 0.0,-0.0010757314974181864 +/- 0.0006454388984509784,-0.018416523235800286 +/- 0.000688468158347666,0.0 +/- 0.0,0.03838209982788299 +/- 0.0035835908457240934,0.00047332185886405086 +/- 0.0005252390540333178,0.0 +/- 0.0,0.006497418244406217 +/- 0.000449238662173408,0.020137693631669562 +/- 0.0023630860959975857,0.0 +/- 0.0,-0.0018072289156626288 +/- 0.0009387876174385352,-0.005120481927710796 +/- 0.0015686511302545577,-0.0013339070567985668 +/- 0.0017152436685021397,0.0 +/- 0.0,0.00985370051635115 +/- 0.0017578914127207822,0.00116179001721175 +/- 0.0009036144578313154,0.0 +/- 0.0,-0.00017211703958688317 +/- 0.0002107994615131383,0.0006024096385542577 +/- 0.0009066827670269037,0.004130808950086107 +/- 0.0009660044888400883,0.010671256454389034 +/- 0.0027538726333907124,0.0062392426850258476 +/- 0.0012800752823273229,0.0033993115318416756 +/- 0.0012238780252433765,0.0007314974182444534 +/- 0.0011392600942232193,0.0 +/- 0.0,-0.00030120481927707886 +/- 0.0007213018336592052,-0.023450946643717684 +/- 0.002823257263739107,-0.013468158347676385 +/- 0.0014911982315975207,0.0 +/- 0.0,-0.0008175559380378284 +/- 0.0012238780252433554,0.0012908777969019235 +/- 0.0009812180938891077,0.0 +/- 0.0,-0.00877796901893283 +/- 0.00239731295648607,0.0 +/- 0.0,0.001247848537005214 +/- 0.0008486696610721311,-0.004819277108433695 +/- 0.0006323983845395326,0.0002151462994836928 +/- 0.0006160852436865778,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.006067125645438931 +/- 0.0010791683480193225,0.0 +/- 0.0,0.0 +/- 0.0,0.0009896729776248336 +/- 0.0003872633390705871,-0.006239242685025792 +/- 0.0012508125519577141,0.0 +/- 0.0,0.0 +/- 0.0,-0.0009896729776247449 +/- 0.001072283631185657,0.009036144578313287 +/- 0.0029624637655866616,0.009509466437177306 +/- 0.0026205490496704065,0.0 +/- 0.0
