,bvp_rms,hrv_sum,hrv_mean,scr_std,hrv_min,hrv_max,hrv_energy,scr_lineintegral,scr_mean,scr_sum,hrv_n_below_mean,scl_std,hrv_n_above_mean,bvp_lineintegral,scl_ptp,hrv_rms,bvp_pct_5,bvp_std,hrv_iqr_5_95,bvp_skewness,bvp_n_above_mean,bvp_n_below_mean,bvp_svd_entropy,scl_iqr,scl_rms,scl_svd_entropy,scr_pct_5,bvp_kurtosis,scr_svd_entropy,bvp_iqr_5_95,scr_perm_entropy,hrv_svd_entropy,scl_peaks,scl_sum,scl_mean,scl_min,hrv_skewness,hrv_peaks,scl_pct_5,scr_min,scr_entropy,hrv_perm_entropy,hrv_kurtosis,bvp_peaks,scr_kurtosis,scl_kurtosis,scl_n_below_mean,scl_n_above_mean,scl_skewness,bvp_mean,scr_n_below_mean,scr_n_above_mean,bvp_sum,scl_n_sign_changes,scr_skewness,scl_max,scr_iqr_5_95,bvp_entropy,hrv_n_sign_changes,scr_pct_95,scr_n_sign_changes,scl_perm_entropy,bvp_pct_95,bvp_perm_entropy,hrv_iqr,bvp_max,hrv_ptp,hrv_entropy,scr_peaks,scl_entropy,bvp_n_sign_changes,hrv_lineintegral,hrv_std,bvp_ptp,bvp_energy,scl_energy,scl_pct_95,bvp_min,scr_iqr,hrv_pct_5,scl_lineintegral,hrv_pct_95,bvp_iqr,scr_energy,scr_ptp,scr_max,scl_iqr_5_95,scr_rms
0,0.2681818181818182 +/- 0.007148908777997302,0.2670367800138793 +/- 0.0048928049235454,0.2670367800138793 +/- 0.0048928049235454,-0.0006245662734211787 +/- 0.0008611848470499975,0.10943789035392096 +/- 0.004768184146093524,0.15117973629424014 +/- 0.004803027895236373,0.12074947952810552 +/- 0.005588445364410337,0.0006939625260236393 +/- 0.0014639155523753424,6.93962526023828e-05 +/- 0.00037371025726121344,6.93962526023828e-05 +/- 0.00037371025726121344,0.19843858431644695 +/- 0.004986037444305042,-0.0012838306731435822 +/- 0.0015365433605471455,0.17109646079111734 +/- 0.0043929801206126036,0.03077723802914647 +/- 0.0036293974732424846,-0.0013185287994447515 +/- 0.0015108633627395722,0.20069396252602364 +/- 0.0068227493163805575,0.012768910478834194 +/- 0.003469118598181802,0.21585704371963915 +/- 0.007272465707720436,0.06509368494101322 +/- 0.0032520123563802923,0.035877862595419904 +/- 0.004359277938803436,0.03959056210964614 +/- 0.00541657645381238,0.03959056210964614 +/- 0.00541657645381238,0.03743927827897299 +/- 0.0030857931546587943,-0.0004163775156140859 +/- 0.0004333794585980507,-0.0009368494101317682 +/- 0.0005386597743323983,-0.0037473976405273724 +/- 0.0019554479949487067,0.00020818875780708178 +/- 0.0001699854089370727,0.00801526717557256 +/- 0.0031476001307915776,-0.005447605829285174 +/- 0.001900811370548552,0.027376821651630866 +/- 0.0035705366697118394,0.0015614156835531356 +/- 0.001729693765525951,-0.0012838306731436044 +/- 0.002317512766064741,0.0 +/- 0.0,-0.0023594725884801605 +/- 0.001229704729123479,-0.0023594725884801605 +/- 0.001229704729123479,0.003122831367106227 +/- 0.0008211075340873993,0.009888965995836264 +/- 0.0018245408501228236,-0.003920888272033263 +/- 0.001496853199869767,-0.0035739070090214597 +/- 0.001172057304236975,6.93962526023606e-05 +/- 0.0001387925052047212,0.0021165857043720314 +/- 0.002158268083287155,0.0014573213046495837 +/- 0.001494841029044973,0.0006592643997224479 +/- 0.001255381853929591,0.011242192921582284 +/- 0.002569536236165681,-0.001977793199167166 +/- 0.000711946028059803,0.0031922276197085876 +/- 0.0018992272287861529,-0.0007633587786258778 +/- 0.000724518147738392,-0.0007633587786258778 +/- 0.000724518147738392,-0.00034698126301173636 +/- 0.0014137091455560765,-0.0008674531575294075 +/- 0.0007319577761876699,0.00020818875780708178 +/- 0.0002301613317387546,0.00020818875780708178 +/- 0.0002301613317387546,-0.0008674531575294075 +/- 0.0007319577761876699,1.1102230246251566e-17 +/- 0.00015517473820260015,-0.0014573213046494837 +/- 0.0011797362942400995,-0.0021512838306730897 +/- 0.0017195713661851241,-6.939625260231619e-05 +/- 0.00037371025726120526,0.0 +/- 0.0,0.0 +/- 0.0,3.46981263012025e-05 +/- 0.000362259073869179,-0.0016655100624565432 +/- 0.0009540407414897809,0.0001387925052047434 +/- 0.0004443528270251546,0.04649548924358089 +/- 0.005584134954695023,0.009264399722415051 +/- 0.00303306085031232,0.005204718945177012 +/- 0.0016927565465163594,-0.0020471894517695376 +/- 0.0018520480423431806,0.07602359472588484 +/- 0.0045781807628204295,0.015579458709229766 +/- 0.0022882355438997195,0.0 +/- 0.0,0.025017349063150663 +/- 0.0014593852078288293,0.012873004857737725 +/- 0.0030306782412640757,0.028348369188063903 +/- 0.0029074048464280706,0.11266481609993066 +/- 0.0033319235994273915,0.008639833448993805 +/- 0.0032194551358122403,0.03671061762664822 +/- 0.003493327674851711,0.0008327550312283271 +/- 0.0004955883711688387,0.011797362942401168 +/- 0.001472116824121882,0.028070784177654462 +/- 0.006419528469637571,-0.00020818875780703738 +/- 0.0006049825043081806,0.12154753643303269 +/- 0.006559781493718502,0.004441360166551079 +/- 0.0010728400300999692,0.10340041637751565 +/- 0.006413054851990513,0.02668285912560727 +/- 0.004403929056831245,0.0 +/- 0.0,0.0016308119361554741 +/- 0.0006019899921199776,0.0014226231783483923 +/- 0.0006843540223218715,0.007668285912560746 +/- 0.001255381853929596,0.0018390006939625557 +/- 0.0008363616095207595
