,scl_pct_5,scl_svd_entropy,scl_entropy,bvp_lineintegral,bvp_peaks,scl_mean,scr_pct_95,bvp_n_below_mean,bvp_pct_5,bvp_max,bvp_pct_95,scl_std,hrv_iqr,bvp_n_sign_changes,bvp_iqr,hrv_ptp,bvp_ptp,scr_svd_entropy,hrv_svd_entropy,hrv_perm_entropy,scl_ptp,scl_kurtosis,bvp_skewness,scl_rms,hrv_std,hrv_kurtosis,scr_mean,hrv_mean,hrv_skewness,bvp_iqr_5_95,scl_iqr_5_95,scr_std,scr_sum,hrv_n_above_mean,hrv_peaks,hrv_n_sign_changes,hrv_rms,hrv_energy,scr_perm_entropy,scl_peaks,bvp_mean,bvp_std,bvp_rms,bvp_entropy,scr_min,scl_lineintegral,scr_pct_5,scr_entropy,scr_n_above_mean,scr_ptp,scl_n_sign_changes,scr_n_sign_changes,scr_peaks,scr_n_below_mean,scr_rms,scl_n_below_mean,scl_perm_entropy,hrv_sum,bvp_sum,scr_energy,scr_skewness,scr_iqr_5_95,hrv_n_below_mean,scl_n_above_mean,scr_kurtosis,scl_skewness,hrv_entropy,scl_max,scr_lineintegral,hrv_iqr_5_95,bvp_energy,scl_sum,bvp_n_above_mean,scl_iqr,hrv_pct_95,hrv_pct_5,bvp_perm_entropy,scl_energy,bvp_min,scr_max,bvp_svd_entropy,hrv_min,hrv_max,bvp_kurtosis,scr_iqr,scl_min,scl_pct_95,hrv_lineintegral
0,0.0071825121443441775 +/- 0.002502358047481309,-0.005863983344899381 +/- 0.0022723961596159597,-0.007425399028452473 +/- 0.0010884376919749047,0.00326162387231087 +/- 0.0013982957445946957,0.0014920194309507085 +/- 0.006833064579712533,-0.00020818875780708178 +/- 0.0002301613317387546,0.0007286606523247863 +/- 0.00018685512863062429,0.032616238723108926 +/- 0.005499406733146142,0.0 +/- 0.0,0.013532269257460094 +/- 0.001447373602679705,0.0 +/- 0.0,-0.0007286606523247863 +/- 0.00047702037074489045,0.0037820957668285417 +/- 0.000501624992879986,-0.0038861901457321714 +/- 0.0012871087433026515,0.00038167938931295 +/- 0.0027429082823000298,-0.005343511450381666 +/- 0.0010773195486648158,-0.0033310201249132977 +/- 0.0012139386318206695,0.0 +/- 0.0,0.01873698820263704 +/- 0.0034698126301179787,0.0 +/- 0.0,0.0001387925052047212 +/- 0.0006974237072256109,3.46981263011803e-05 +/- 0.0006665292405377812,-0.00027758501040945347 +/- 0.0014034523536541753,-0.002116585704371998 +/- 0.0008562777709405459,0.0029146426092990785 +/- 0.0017223696941000358,-6.93962526023606e-05 +/- 0.0001387925052047212,0.0 +/- 0.0,0.009403192227619706 +/- 0.0018059699763598868,-6.93962526023606e-05 +/- 0.0001387925052047212,0.010444136016655104 +/- 0.0023709257884602956,0.0 +/- 0.0,0.0 +/- 0.0,-0.017383761276891074 +/- 0.0009746406596244106,-0.0002428868841082621 +/- 0.0012611229594300167,-0.0001387925052047545 +/- 0.002369655944339182,0.0 +/- 0.0,-0.0001387925052047212 +/- 0.0004955883711688388,-0.002081887578070818 +/- 0.0011715435819663017,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0009715475364330484 +/- 0.0005969691371993592,0.0 +/- 0.0,0.0 +/- 0.0,0.0004857737682165242 +/- 0.0004163775156141636,0.0 +/- 0.0,0.0002428868841082621 +/- 0.0003122831367106227,0.0 +/- 0.0,0.0002081887578070707 +/- 0.0011735971218103877,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.010548230395558689 +/- 0.0007633587786259484,0.0 +/- 0.0,0.00041637751561416356 +/- 0.0005099562268112181,-0.01106870229007637 +/- 0.0007186785280085769,-0.0018390006939625557 +/- 0.0008506350223547163,-0.00010409437890354089 +/- 0.00015900679024829682,0.0 +/- 0.0,0.0 +/- 0.0,-0.000346981263011803 +/- 0.0003800989295663948,0.0005204718945177045 +/- 0.00027974523762313257,-0.0012144344205413105 +/- 0.000680826400775465,-0.00593337959750172 +/- 0.0007980569049271469,-0.0016655100624566543 +/- 0.0007881899161416191,-0.0016308119361554741 +/- 0.00044026986608083717,0.00020818875780708178 +/- 0.0006974237072256109,0.003435114503816783 +/- 0.002854751307713617,0.0206800832755031 +/- 0.004281248248490537,0.0006592643997224256 +/- 0.0004770203707448904,-0.0001734906315059015 +/- 0.00023276210730393743,0.07484385843164468 +/- 0.003956347248982684,0.004371963913948618 +/- 0.0013722220633785678,0.0017696044413601953 +/- 0.00018685512863062429,0.006800832755031216 +/- 0.0014818984388662469,0.03674531575294933 +/- 0.0024012005935872167,0.0470506592643997 +/- 0.0018762672914081687,0.003018736988202597 +/- 0.0010643901214557718,0.0051006245662733925 +/- 0.0007286606523247863,0.01741845940319221 +/- 0.0016553588399550998,-0.026162387231089546 +/- 0.002374731246671562,0.03570437196391392 +/- 0.004083337067655099,-0.002081887578070818 +/- 0.0015044749055294344,-0.01839000693962529 +/- 0.0029929019643092085,-0.011068702290076338 +/- 0.0026672456684215954,0.0160652324774462 +/- 0.0024241552359067996,-0.0018390006939625336 +/- 0.00208217670904614
