,bvp_rms,hrv_sum,hrv_mean,scr_std,hrv_min,hrv_max,hrv_energy,scr_lineintegral,scr_mean,scr_sum,hrv_n_below_mean,scl_std,hrv_n_above_mean,bvp_lineintegral,scl_ptp,hrv_rms,bvp_pct_5,bvp_std,hrv_iqr_5_95,bvp_skewness,bvp_n_above_mean,bvp_n_below_mean,bvp_svd_entropy,scl_iqr,scl_rms,scl_svd_entropy,scr_pct_5,bvp_kurtosis,scr_svd_entropy,bvp_iqr_5_95,scr_perm_entropy,hrv_svd_entropy,scl_peaks,scl_sum,scl_mean,scl_min,hrv_skewness,hrv_peaks,scl_pct_5,scr_min,scr_entropy,hrv_perm_entropy,hrv_kurtosis,bvp_peaks,scr_kurtosis,scl_kurtosis,scl_n_below_mean,scl_n_above_mean,scl_skewness,scr_n_above_mean,scr_n_below_mean,bvp_mean,bvp_sum,scl_n_sign_changes,scr_skewness,scl_max,scr_iqr_5_95,bvp_entropy,hrv_n_sign_changes,scr_pct_95,scr_n_sign_changes,scl_perm_entropy,bvp_pct_95,bvp_perm_entropy,hrv_iqr,bvp_max,hrv_ptp,hrv_entropy,scr_peaks,scl_entropy,bvp_n_sign_changes,hrv_lineintegral,hrv_std,bvp_ptp,bvp_energy,scl_energy,scl_pct_95,bvp_min,scr_iqr,hrv_pct_5,scl_lineintegral,hrv_pct_95,bvp_iqr,scr_energy,scr_ptp,scr_max,scl_iqr_5_95,scr_rms
0,0.3886561954624782 +/- 0.00501270737045204,0.41546247818499127 +/- 0.005882232544207879,0.41546247818499127 +/- 0.005882232544207879,-0.0019197207678882666 +/- 0.0010954523439075075,0.19500872600349042 +/- 0.0040706221739170625,0.24649214659685867 +/- 0.006223885836142394,0.1606282722513089 +/- 0.005726386187732175,-0.002059336823734692 +/- 0.0012724416149080759,0.00034904013961608584 +/- 0.0003490401396160525,0.00034904013961608584 +/- 0.0003490401396160525,0.21326352530541012 +/- 0.006186976465904495,-0.011518324607329822 +/- 0.0014972153989198623,0.24251308900523566 +/- 0.006407144938545919,0.008726003490401434 +/- 0.003202811796706287,-0.010541012216404855 +/- 0.0014117799941470723,0.20795811518324606 +/- 0.006391915192884947,-0.0026178010471203717 +/- 0.002594427355552976,0.2512739965095987 +/- 0.005317452118672729,0.07647469458987786 +/- 0.003962643343407965,0.05574171029668414 +/- 0.0018340390443866708,0.05137870855148348 +/- 0.0032548811802791807,0.05141361256544508 +/- 0.0032219637978063978,0.04139616055846425 +/- 0.0028917717524897736,-0.0012914485165793853 +/- 0.0007161704896573545,-0.031029668411867318 +/- 0.0026140753009916647,0.04226876090750439 +/- 0.0030844169787246577,0.0003141361256544961 +/- 0.0001879638676137812,0.0004886561954625113 +/- 0.0016086169105484023,-0.005654450261780064 +/- 0.0026982405710419036,0.006771378708551512 +/- 0.0033046563011642953,-0.00418848167539263 +/- 0.002761611231393021,0.0002094240837696826 +/- 0.002958411183304307,0.0 +/- 0.0,-0.021186736474694545 +/- 0.0014310645724258367,-0.021186736474694545 +/- 0.0014310645724258367,0.025654450261780138 +/- 0.0016089955422849743,0.01514834205933686 +/- 0.0029252812341719952,0.00837696335078536 +/- 0.001759106899595695,-0.030366492146596834 +/- 0.0032556296869420006,0.00010471204188482464 +/- 0.00022349473778126232,0.0042233856893543085 +/- 0.0016180561237695232,0.0032460732984293528 +/- 0.0012589660591184068,0.004118673647469473 +/- 0.0023142177248517766,0.029877835951134423 +/- 0.002640737217365107,0.0013263525305410306 +/- 0.0004886561954624716,-0.00038394415357762 +/- 0.0018825530974047803,-0.0006631762652704709 +/- 0.0007718444812389547,-0.0006980802792320717 +/- 0.0007804774790575208,0.0016055846422338704 +/- 0.0016460490223457651,0.0018848167539267213 +/- 0.0011701957845892197,0.0018848167539267213 +/- 0.0011701957845892197,0.0016404886561954934 +/- 0.0009628701029063646,0.0016404886561954934 +/- 0.0009628701029063646,2.2204460492503132e-17 +/- 0.000220752367201986,0.0010820244328098028 +/- 0.0005507760501940397,-0.031134380453752164 +/- 0.0027695405828799167,-0.0003490401396160192 +/- 0.0005840558649452465,0.0 +/- 0.0,0.0 +/- 0.0,-0.0003490401396160192 +/- 0.0005840558649452465,0.0008726003490401757 +/- 0.0005892475747341609,0.002722513089005274 +/- 0.0006945811079278568,0.02513089005235607 +/- 0.004755151515790967,0.008900523560209461 +/- 0.0025755756808898077,0.010331588132635284 +/- 0.0021527600621444273,0.01434554973821992 +/- 0.0030406585235284024,0.04694589877835954 +/- 0.003480789557820859,0.004781849912739977 +/- 0.0013612565445026224,-0.00017452006980800405 +/- 0.0006848662083891442,-0.0048167539267015445 +/- 0.0012070936450813636,0.01162303664921469 +/- 0.002468333292598564,0.03246073298429323 +/- 0.0026901010635947764,0.06390924956369984 +/- 0.0028029900890630143,0.017661431064572485 +/- 0.0027090552058544166,0.0348342059336824 +/- 0.0047160476800152075,0.0316928446771379 +/- 0.0024222480381008837,0.03029668411867369 +/- 0.002417213220688414,0.019930191972076815 +/- 0.0031624269438040465,0.0011518324607330266 +/- 0.0007655047888119126,0.09884816753926705 +/- 0.005216486336410299,0.011378708551483452 +/- 0.0016010254717179423,0.11207678883071556 +/- 0.00541057251967805,0.05333333333333338 +/- 0.00265270506108202,-6.980802792320163e-05 +/- 0.00013961605584640325,0.004712041884816798 +/- 0.0013083186606625595,0.004223385689354297 +/- 0.0013377848444493358,0.020174520069808077 +/- 0.0013944142656501402,0.00101221640488659 +/- 0.0004537521815008575
