,bvp_n_below_mean,bvp_peaks,bvp_n_above_mean,scr_lineintegral,scl_svd_entropy,scl_entropy,scl_max,bvp_n_sign_changes,bvp_svd_entropy,scl_ptp,bvp_rms,scr_sum,scl_rms,hrv_entropy,bvp_iqr_5_95,bvp_lineintegral,hrv_ptp,bvp_kurtosis,scl_lineintegral,scr_rms,bvp_ptp,bvp_pct_5,scr_energy,scl_energy,scl_n_sign_changes,scr_perm_entropy,bvp_skewness,hrv_skewness,scl_std,hrv_n_below_mean,hrv_n_above_mean,scr_max,scr_svd_entropy,scr_entropy,scr_pct_95,scr_n_above_mean,scr_n_below_mean,scr_skewness,bvp_mean,scr_n_sign_changes,hrv_n_sign_changes,scl_peaks,bvp_entropy,bvp_pct_95,hrv_kurtosis,hrv_iqr_5_95,scr_peaks,bvp_sum,scl_n_above_mean,scl_kurtosis,hrv_perm_entropy,hrv_std,scr_min,scl_iqr,hrv_peaks,hrv_sum,scr_pct_5,scr_kurtosis,scl_iqr_5_95,bvp_perm_entropy,scl_perm_entropy,scl_skewness,hrv_rms,hrv_lineintegral,scl_pct_95,scl_n_below_mean,hrv_iqr,scl_min,scl_mean,bvp_energy,scr_ptp,scr_mean,hrv_min,bvp_min,hrv_svd_entropy,scl_sum,bvp_std,scr_iqr,bvp_max,hrv_pct_5,scr_std,hrv_mean,scr_iqr_5_95,hrv_energy,hrv_pct_95,scl_pct_5,hrv_max,bvp_iqr
0,-0.014844006568144474 +/- 0.003857352212814732,0.0188177339901478 +/- 0.0027478482293279375,-0.009359605911330027 +/- 0.004452916179174377,0.007126436781609213 +/- 0.002256470723980544,-0.00016420361247947434 +/- 0.0012483794948274626,0.010837438423645328 +/- 0.0023590522162322386,-0.005024630541871899 +/- 0.0022896838113042337,0.000886699507389166 +/- 0.0010697206880067188,0.0015435139573070633 +/- 0.001731861658250922,0.0020032840722496005 +/- 0.0012757257536653859,0.004039408866995086 +/- 0.001694084778525951,0.005320197044334984 +/- 0.0012786812698805884,-0.022200328407224967 +/- 0.0022040015416174173,0.005418719211822698 +/- 0.0013797012504170674,0.012019704433497536 +/- 0.001732795528180361,0.006272577996715933 +/- 0.001950915827951276,0.006371100164203625 +/- 0.0027089117408606,0.00285714285714288 +/- 0.0015124570035690607,0.0038423645320197265 +/- 0.0007202532742023375,0.004860426929392448 +/- 0.0013683196489983258,0.002824302134646983 +/- 0.001050903119868641,0.005221674876847304 +/- 0.0021607598226070306,0.005418719211822654 +/- 0.0011015113189654189,-0.008932676518883409 +/- 0.002001937688555417,0.00026272577996717673 +/- 0.0003217720515971547,0.0014121510673234861 +/- 0.0005697652404892458,0.0006896551724137945 +/- 0.002528735632183913,-0.0014121510673234749 +/- 0.000416702053873555,0.005287356321839109 +/- 0.0011324098291997885,-0.00013136288998358837 +/- 0.00044547323370283865,0.00016420361247948545 +/- 0.0003365172665339993,0.00390804597701151 +/- 0.0016118740481849423,0.00482758620689655 +/- 0.0015957347275213623,0.0007224958949097026 +/- 0.000435681417452253,-0.004564860426929396 +/- 0.001419767902871412,-0.0007224958949097138 +/- 0.00060198038685791,-0.001477832512315269 +/- 0.0008595239624500584,-0.0011822660098522175 +/- 0.0008713628349045304,0.0010180623973727431 +/- 0.0006958824335112157,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.011625615763546792 +/- 0.0022088895528144725,0.0007224958949096805 +/- 0.0005455910583197316,0.0031198686371100236 +/- 0.0016038246892709088,0.0 +/- 0.0,0.0 +/- 0.0003885766688407231,-0.00042692939244662884 +/- 0.0006064428674095012,0.0015763546798029493 +/- 0.0005045087519125857,-0.0007553366174055775 +/- 0.0010390339585915733,0.004991789819376036 +/- 0.0013283250191235803,0.00013136288998358837 +/- 0.00033491096969412963,0.00266009852216752 +/- 0.000990135529174491,0.00036124794745482356 +/- 0.0006958824335112304,0.0024958949096880235 +/- 0.002431987991011319,0.0021674876847290747 +/- 0.0010812530465126146,-0.00016420361247947434 +/- 0.0008842635151288215,-0.0005582922824302172 +/- 0.0007202532742023496,0.034515599343185564 +/- 0.002629104441330118,0.003152709359605932 +/- 0.0005911330049261118,-0.0006568144499178863 +/- 0.0004871066329783561,0.00036124794745483467 +/- 0.001357637215671248,0.01021346469622333 +/- 0.002037448587093092,-0.021477832512315255 +/- 0.0009764248766711676,0.001970443349753703 +/- 0.0005874727034482411,0.002397372742200332 +/- 0.0017256229432406815,-0.01599343185550082 +/- 0.0025651526548674773,-0.024302134646962226 +/- 0.0021734505231887553,0.005353037766830904 +/- 0.0010595905290575992,-0.0021018062397372694 +/- 0.001130026307657483,0.007323481116584573 +/- 0.0014836593757736008,-0.010574712643678152 +/- 0.001015410498111038,-0.0021346469622331664 +/- 0.0009658746252776823,0.008144499178981945 +/- 0.002142463898890002,-0.030574712643678136 +/- 0.0020845452968877866,0.0005582922824302172 +/- 0.0016357844867536553,0.005353037766830893 +/- 0.001875374914321078,0.0020032840722496005 +/- 0.0013812637664901914,-0.005123152709359591 +/- 0.0011489560383931602,-0.0007224958949097026 +/- 0.0009830298553100637,0.0006568144499179085 +/- 0.0017190479249001487,0.0030541871921182296 +/- 0.0005697652404892458,-0.0008210180623973717 +/- 0.0018417175557057435,-0.0008538587848932689 +/- 0.002615738292510995,-0.023973727422003276 +/- 0.0027120949519950934,-0.00545155993431855 +/- 0.001982448377377549,0.005385878489326779 +/- 0.0017818929348112327
