,bvp_n_below_mean,bvp_n_above_mean,bvp_peaks,bvp_svd_entropy,scr_mean,scr_sum,bvp_max,scl_entropy,scr_lineintegral,bvp_perm_entropy,scr_pct_95,scl_svd_entropy,scl_max,bvp_iqr_5_95,scr_perm_entropy,bvp_energy,scl_ptp,bvp_n_sign_changes,bvp_pct_5,bvp_kurtosis,scl_pct_95,bvp_pct_95,bvp_ptp,scr_pct_5,bvp_skewness,scr_iqr_5_95,scl_lineintegral,scr_min,hrv_std,bvp_mean,scl_n_above_mean,scl_kurtosis,scr_energy,scr_entropy,hrv_n_above_mean,scl_iqr,hrv_n_sign_changes,scr_n_sign_changes,bvp_entropy,scl_peaks,scl_skewness,hrv_iqr_5_95,scr_n_below_mean,hrv_n_below_mean,scr_peaks,hrv_peaks,scl_mean,bvp_std,scl_pct_5,hrv_iqr,hrv_skewness,bvp_sum,hrv_kurtosis,scr_rms,scl_perm_entropy,bvp_min,scl_n_sign_changes,scr_max,scl_min,scr_skewness,scr_n_above_mean,scr_kurtosis,scl_sum,bvp_rms,scl_n_below_mean,scr_svd_entropy,scr_std,hrv_perm_entropy,hrv_entropy,scl_std,hrv_ptp,bvp_lineintegral,hrv_lineintegral,scl_rms,scl_iqr_5_95,scr_ptp,scl_energy,scr_iqr,hrv_energy,hrv_svd_entropy,hrv_rms,hrv_pct_5,hrv_mean,hrv_sum,hrv_pct_95,hrv_min,hrv_max,bvp_iqr
0,0.009882747068676723 +/- 0.003587093475773691,0.004991624790619787 +/- 0.003511840243146964,0.006767169179229493 +/- 0.003285132508443905,-0.025427135678391943 +/- 0.002596909209552235,0.00170854271356784 +/- 0.0018130732499477104,-0.0006700167504187337 +/- 0.0019476638999997976,0.0038525963149078856 +/- 0.001162918255122932,0.001340033500837523 +/- 0.0017147717108301204,0.01802345058626468 +/- 0.0018640439186926089,0.004824120603015103 +/- 0.0014149890842172907,-0.0014070351758793897 +/- 0.0016398309213427624,-0.003216080402010035 +/- 0.0019887198766708027,-0.001976549413735329 +/- 0.0012395309882746927,0.005092127303182592 +/- 0.0013299452757976208,0.0003350083752093891 +/- 0.0006177249217616839,0.0016415410385259733 +/- 0.001221288183152969,0.0006365159128978393 +/- 0.0008665003119851192,-0.004053601340033475 +/- 0.0017111682129476765,-0.0010720268006700006 +/- 0.0009332253452049423,-0.0015745393634840732 +/- 0.0012539341555921413,0.009514237855946428 +/- 0.0010401457082921564,0.0028475711892797517 +/- 0.0011915188773050913,0.0004020100502512669 +/- 0.0006140804951364772,-0.00023450586264657237 +/- 0.0007035175879397171,-0.0029815745393634518 +/- 0.0008665003119851192,-0.0017755443886096844 +/- 0.0015282404995587344,0.00013400335008375563 +/- 0.0009732555474930877,0.0003350083752093891 +/- 0.0004737733877296926,-0.0026130653266331462 +/- 0.0010139193266613987,-0.00026800670016751126 +/- 0.0003608150624545827,0.00020100502512563346 +/- 0.0007956008098518078,0.00020100502512563346 +/- 0.00040201005025126686,-0.0029145728643215963 +/- 0.001049277036071403,0.00016750418760469454 +/- 0.00016750418760469452,0.0003015075376884502 +/- 0.00034975901202381326,0.0008040201005025227 +/- 0.001050880210476257,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0006365159128978281 +/- 0.0005286342994324713,-0.006030150753768826 +/- 0.0011409974114523396,6.700167504187781e-05 +/- 0.0005763702021469248,-0.0005695142378559614 +/- 0.0003015075376884502,0.0 +/- 0.0,0.00013400335008375563 +/- 0.0003070402475682386,0.0067671691792295045 +/- 0.0014432602498182863,0.001976549413735362 +/- 0.001095328825746846,0.0063316582914573205 +/- 0.0012575091711305472,-0.006465661641541031 +/- 0.0013236010897915078,-0.00020100502512563346 +/- 0.0006898244650577737,0.00010050251256281673 +/- 0.00021451002470462371,-3.350083752093891e-05 +/- 0.0007705192629815948,0.003852596314907897 +/- 0.0016833962514440368,0.001072026800670045 +/- 0.000514649631347994,0.002646566164154096 +/- 0.0008534498628379701,6.700167504187781e-05 +/- 0.00013400335008375563,-0.00020100502512561126 +/- 0.001209746739381422,0.012663316582914575 +/- 0.0015116266898061667,0.0006700167504187782 +/- 0.0006177249217616839,0.00016750418760469454 +/- 0.0003088624608808419,-0.00020100502512562234 +/- 0.00068982446505775,0.0009045226130653505 +/- 0.0010912226113837695,0.002412060301507557 +/- 0.0011777819652426626,0.0005025125628140836 +/- 0.00016750418760469452,-0.00013400335008373343 +/- 0.0010072560387519463,0.001675041876046901 +/- 0.0012624082868620873,-0.0013735343383584509 +/- 0.0005286342994324467,0.001407035175879423 +/- 0.0008838127945241561,-0.0015410385259631454 +/- 0.0009014153465375821,-0.0019095477386934512 +/- 0.0018105955265489734,0.0043216080402010085 +/- 0.0016713527213757435,-0.005661641541038509 +/- 0.002531253762125771,6.700167504186672e-05 +/- 0.0014197400402289678,-0.0020100502512562456 +/- 0.0015205099789494438,-0.0010385259631490729 +/- 0.001574539363484087,-0.004489112227805692 +/- 0.0022029188908239375,-0.0003685092127303169 +/- 0.0007705192629815761,-0.0003685092127303058 +/- 0.0014327239383814516,0.0032495812395309854 +/- 0.0013570940770873785,0.0005360134003350225 +/- 0.0007520919370400081,0.0012730318257956675 +/- 0.0010249285454457869,0.00023450586264657237 +/- 0.0009830084255357855,0.0029145728643216184 +/- 0.0014606518831887104,0.001340033500837523 +/- 0.001592611634707497,0.005728643216080432 +/- 0.0010210888210471264,0.0067671691792295045 +/- 0.002107093493268516,0.00375209380234508 +/- 0.0012153003113713145
