1540407966.000000, 1540407966.000000, 1540407966.000000
32.000000, 32.000000, 32.000000
-14,41,44
24,7,46
-8,25,61
-3,11,53
-1,19,54
-8,28,57
-2,22,55
2,38,50
0,48,51
-4,46,51
-14,43,53
-14,42,54
-19,44,47
-19,47,46
-17,41,44
-9,38,44
-10,36,48
-8,34,53
-6,33,53
-6,34,54
-6,37,51
-7,37,50
-7,37,49
-6,37,47
-9,35,49
-5,49,49
-10,35,47
2,30,50
1,38,51
4,43,49
3,47,50
-1,40,50
6,22,50
5,37,51
10,37,55
9,45,60
11,-3,58
12,27,56
10,33,52
6,29,57
8,11,53
3,30,59
-2,44,51
-1,34,51
-14,43,63
-12,35,65
-15,24,46
7,32,66
-2,20,60
-22,8,37
-24,-2,29
-5,9,62
1,-14,64
0,20,60
-2,19,63
11,23,55
7,36,54
-2,46,61
6,10,50
8,9,55
11,17,56
4,20,56
10,24,60
11,22,62
10,17,62
8,7,57
25,17,57
30,31,66
-8,22,62
8,23,63
2,14,58
8,17,61
7,18,60
6,18,61
4,18,60
7,15,61
-3,19,56
-3,17,56
-3,18,58
-5,20,56
-16,9,54
-17,23,55
-12,20,57
-13,17,55
-12,27,57
-14,21,57
-12,16,56
-9,18,56
-13,18,60
-16,20,59
-23,20,64
-23,1,61
-18,31,66
-11,19,58
-11,20,57
-7,31,62
-10,23,58
-10,20,59
0,12,54
0,28,56
-8,14,52
-4,16,52
0,13,58
-1,16,60
-9,15,64
-11,15,64
-10,11,59
0,12,63
-1,14,61
-1,18,60
-3,19,61
0,15,61
-2,12,61
-7,12,63
-12,8,57
-15,25,60
-15,5,40
-13,22,68
-20,19,55
-13,12,61
-12,19,65
-13,4,54
-15,15,52
-23,7,49
-73,-3,47
-76,9,57
-37,20,56
-53,14,47
-39,11,48
-34,16,42
-38,14,37
-49,8,39
-51,17,35
-55,14,32
-63,12,23
-59,18,22
-60,14,13
-65,8,9
-69,4,7
-68,13,6
-62,15,2
-56,9,-7
-46,10,-7
-56,14,-13
-62,8,-20
-62,8,-31
-57,18,-34
-55,13,-32
-34,0,-55
-46,9,-49
-43,25,-48
-36,-6,-67
-23,4,-59
-22,7,-56
-26,-5,-71
-23,-1,-62
-16,3,-55
-17,-5,-58
-19,-6,-61
-25,-1,-61
-18,-3,-58
-15,-7,-60
-15,-9,-62
-14,-5,-61
-12,0,-59
-19,-9,-61
-12,-7,-60
-10,-9,-59
-10,-2,-60
-12,-3,-61
-17,-5,-65
-12,-5,-61
-14,-2,-60
-18,-1,-58
-18,-2,-62
-11,-1,-59
-17,-2,-63
-13,-6,-58
-19,0,-63
-17,-4,-64
-17,-4,-61
-18,-2,-60
-16,2,-57
-14,2,-57
-14,-3,-59
-19,-1,-61
-17,0,-60
-14,-8,-59
-27,6,-64
-15,1,-57
-14,-5,-63
-13,-3,-60
-22,-6,-63
-13,-5,-63
-7,-10,-64
-18,-9,-67
-10,-8,-65
-18,-1,-57
-8,-6,-59
-13,-1,-64
-8,-11,-62
0,-24,-65
2,-11,-57
-6,-16,-61
-13,-3,-62
-17,-21,-67
-9,-9,-61
-4,-4,-57
-4,-9,-58
-12,-9,-58
-11,-11,-57
-16,-10,-58
-8,-6,-62
-8,-7,-64
-5,-2,-62
-4,-16,-65
-2,-16,-61
-6,-10,-61
-6,-4,-58
-8,-8,-59
-4,-10,-62
-8,-7,-62
-5,-5,-64
-5,-4,-61
-6,-8,-62
-8,-4,-63
-5,-4,-60
-5,-6,-60
-12,-6,-60
-10,-4,-62
-6,-5,-61
-8,-3,-63
-6,-4,-61
-8,-9,-63
-6,-7,-63
-8,-6,-63
-10,-2,-60
-8,-6,-63
-6,-3,-65
-7,-3,-65
-8,-1,-65
-10,0,-60
-10,-1,-61
-7,0,-63
-9,-2,-63
-11,1,-60
-13,1,-59
-13,0,-62
-10,-1,-62
-12,-1,-62
-10,0,-59
-11,0,-61
-9,1,-60
-15,1,-60
-10,1,-57
-11,3,-59
-12,4,-65
-12,3,-68
-10,-1,-71
-9,-4,-75
-14,-6,-75
-21,3,-62
-9,-5,-57
-19,-1,-62
-10,-5,-61
-13,-4,-55
-14,-4,-59
-10,-4,-57
-9,-5,-58
