,accx_mean,accz_energy,accz_rms,accy_perm_entropy,accx_sum,accx_energy,accz_perm_entropy,accx_rms,accy_energy,accz_peaks,accy_peaks,accx_n_below_mean,accz_svd_entropy,accx_n_above_mean,accz_min,accy_pct_95,accz_lineintegral,accy_svd_entropy,accy_pct_5,accz_std,accx_max,accz_ptp,accz_n_sign_changes,accx_iqr_5_95,accx_lineintegral,accy_min,accx_iqr,accy_skewness,accz_sum,accz_mean,accx_pct_5,accz_n_above_mean,accy_iqr,accx_pct_95,accx_ptp,accx_perm_entropy,accy_lineintegral,accz_skewness,accy_n_above_mean,accx_min,accx_n_sign_changes,accx_std,accy_sum,accy_mean,accz_n_below_mean,accy_std,accy_n_below_mean,accz_iqr,accz_pct_95,accx_svd_entropy,accy_ptp,accx_peaks,accy_entropy,accy_kurtosis,accy_n_sign_changes,accy_iqr_5_95,accz_max,accx_skewness,accy_max,accz_iqr_5_95,accx_kurtosis,accy_rms,accz_pct_5,accz_entropy,accz_kurtosis,accx_entropy
0,0.267288336293665 +/- 0.0066610091389376225,0.4103019538188278 +/- 0.0076109888290008506,0.047098875074008326 +/- 0.002768978368614023,0.18140911782119606 +/- 0.005954315257205286,0.2158377738306691 +/- 0.005386583378994893,0.21856127886323268 +/- 0.006199827687865828,0.07205447010065133 +/- 0.004720220586854897,0.02072232089994085 +/- 0.0008781762566128732,0.08679692125518065 +/- 0.004614320371438433,0.023919478981646015 +/- 0.0025458851391355706,0.044908229721728886 +/- 0.0019049911833269623,0.028952042628774478 +/- 0.004112197834028507,0.029899348727057497 +/- 0.002802169228229525,0.03653049141503854 +/- 0.0017169923031379345,0.005772646536412118 +/- 0.002867857006212774,0.034547069271758477 +/- 0.0016054170352819786,0.0005920663114269198 +/- 0.002327204737363361,0.029928952042628833 +/- 0.0015521286831164346,0.004470100651273001 +/- 0.0022601506212701424,0.03724097098875081 +/- 0.003730017761989332,0.030757844878626463 +/- 0.002485444730438409,0.011338069863824785 +/- 0.0021143068485102432,0.003907637655417439 +/- 0.0011060711481509385,0.007252812314979318 +/- 0.0010694133728945201,0.006009473060982873 +/- 0.002651274000302838,0.006571936056838412 +/- 0.0015083172531506132,0.0009473060982830739 +/- 0.00031883746637858515,0.011160449970396757 +/- 0.0022894294021297158,-0.0011841326228537175 +/- 0.0010508134605860784,-0.0011841326228537175 +/- 0.0010508134605860784,-0.0016873889875665515 +/- 0.0011918781609945202,0.0016873889875666736 +/- 0.000530387000212236,0.009443457667258782 +/- 0.0016769696907363572,-0.0023386619301361323 +/- 0.0012934311589670473,0.013203078744819463 +/- 0.0017968017650081167,0.013321492007104852 +/- 0.0034472295152183697,0.0016281823564239905 +/- 0.0010017125112900367,0.004736530491415092 +/- 0.0010424403115251158,0.0002072232089994408 +/- 0.00029750963946481086,0.00586145648312616 +/- 0.001268459756401938,0.0007696862048550024 +/- 0.0005161514438769472,-0.001450562462995819 +/- 0.0010710510666148867,0.008407341622261732 +/- 0.0013707326113428365,0.008407341622261732 +/- 0.0013707326113428365,0.001006512729425746 +/- 0.0008900708335330554,-0.005447010065127223 +/- 0.002286173425258486,0.0009473060982830517 +/- 0.0005426377377094034,0.00429248075784493 +/- 0.0013255543621810435,-0.002013025458851336 +/- 0.000603791535061328,0.014505624629958613 +/- 0.003004408397007761,0.0025754884547069755 +/- 0.0006885555565194257,0.02089994079336891 +/- 0.0026715249668865302,0.001894612196566081 +/- 0.0006776508669188605,0.0006216696269982669 +/- 0.00036135451793172933,0.018472468916518714 +/- 0.0007854647224050777,0.008584961515689816 +/- 0.001184132622853762,-0.001509769094138491 +/- 0.0003848431024274944,-0.0013617525162817668 +/- 0.0015450548668679348,0.000236826524570799 +/- 0.0011139661173609698,0.005239786856127948 +/- 0.0020766678398218656,0.0003256364712848181 +/- 0.001286637881119056,0.0001480165778567688 +/- 0.0007633982805344916,0.013499111900532912 +/- 0.001986733183607166,0.0034339846062759636 +/- 0.0007394905859559783,0.002309058614564874 +/- 0.0009619938904246251,-0.0037004144464179546 +/- 0.0012223696164631358
