,accy_pct_95,accy_iqr_5_95,accz_perm_entropy,accx_iqr_5_95,accx_iqr,accx_pct_5,accx_std,accx_kurtosis,accz_pct_5,accx_min,accz_kurtosis,accx_lineintegral,accy_iqr,accy_peaks,accy_max,accx_pct_95,accy_ptp,accz_std,accx_n_below_mean,accx_ptp,accz_peaks,accy_n_above_mean,accx_mean,accz_n_above_mean,accy_entropy,accz_n_below_mean,accx_entropy,accx_n_sign_changes,accz_energy,accy_rms,accz_iqr,accz_rms,accx_skewness,accx_n_above_mean,accz_pct_95,accz_entropy,accy_skewness,accz_skewness,accy_energy,accy_kurtosis,accy_n_below_mean,accz_iqr_5_95,accx_perm_entropy,accy_svd_entropy,accy_std,accz_n_sign_changes,accz_sum,accx_peaks,accy_lineintegral,accx_svd_entropy,accz_lineintegral,accy_pct_5,accz_mean,accx_rms,accx_energy,accy_n_sign_changes,accz_ptp,accy_perm_entropy,accx_max,accy_sum,accx_sum,accz_svd_entropy,accz_min,accz_max,accy_mean,accy_min
0,0.013683279268652348 +/- 0.0019481149589989804,-0.002477145384842194 +/- 0.0009798435697927661,-0.0005013270421704407 +/- 0.002163235026256937,-0.0012090828664110375 +/- 0.0006108025708407047,-0.00041285756414033425 +/- 0.0007366556176229159,0.0019463285166617772 +/- 0.0007824535040649879,-0.0005308168681804393 +/- 0.0006567696092987351,-0.003037452079032732 +/- 0.0004943395639705298,0.004570923031554141 +/- 0.0010151527265148,0.003981126511353628 +/- 0.0007940378659885872,-0.0018578590386316486 +/- 0.0003967450323525226,-0.0017693895606015642 +/- 0.0006324863046159749,-0.0015039811265113224 +/- 0.0018390400268556645,-0.0012385726924210693 +/- 0.0004718372161604242,0.0015039811265113666 +/- 0.0012119565076988707,0.0009436744323208623 +/- 0.0004718372161604242,-0.0029489826010026367 +/- 0.0008444601039974447,-0.002005308168681774 +/- 0.000629730359895697,-0.00079622530227067 +/- 0.0006331734165020354,0.00112061338838102 +/- 0.0008526589380596231,-0.002624594514892331 +/- 0.0008592628890789566,0.001002654084340926 +/- 0.000736655617622923,-5.89796520200192e-05 +/- 0.0006567696092987212,0.0017398997345915768 +/- 0.0005348969963791517,-0.0001769389560601242 +/- 0.0003538779121203132,-0.0002654084340902085 +/- 0.00042632946902982234,0.00014744913005015903 +/- 0.0007830090266795341,-0.0006782659982305983 +/- 0.0009236484673173632,-0.0006192863462105124 +/- 0.0007396010736646605,0.0006782659982306316 +/- 0.000646762376864083,-0.00038336773813031356 +/- 0.0006192863462105554,-0.0028015334709525106 +/- 0.0007372456502506752,-0.0016219404305514162 +/- 0.0007132637347359274,-0.00038336773813030245 +/- 0.0003967450323525177,0.010527867885579512 +/- 0.0011799616056468573,0.0015334709525213984 +/- 0.0007667354762606972,-0.0005308168681804504 +/- 0.0009118032930545639,-0.0008846947803007543 +/- 0.00037302007197502496,-0.0017398997345915213 +/- 0.0005509154141040896,0.0008257151282807795 +/- 0.0007553080787298932,0.0005308168681804837 +/- 0.0006014767931103262,0.0028900029489826173 +/- 0.0009673382168597539,0.005278678855794772 +/- 0.0014830186919115615,0.00014744913005014791 +/- 0.0005316353989183049,-0.0015629607785313637 +/- 0.0010636796695294313,-0.003096431731052773 +/- 0.00046158878922141893,0.00796225302270719 +/- 0.0019605744781592293,0.0017398997345915768 +/- 0.0008592628890789329,0.00038336773813035796 +/- 0.000824133801974754,-0.0024181657328221527 +/- 0.0005564129243324572,0.0030964317310527957 +/- 0.0010895283516314676,0.003686228251253354 +/- 0.0014462046399574438,0.007696844588616958 +/- 0.0016809200825715189,-0.0013270421704511426 +/- 0.0009160852000595135,-0.0009436744323208068 +/- 0.000556412924332443,0.0019168386906517343 +/- 0.0005786321695767751,0.0030079622530227333 +/- 0.0013240899039011237,0.005190209377764687 +/- 0.001415511648481296,-0.0010026540843408927 +/- 0.0013969589244856263,0.006251843114125655 +/- 0.0013501059442358517,-0.0012090828664110375 +/- 0.0006386436988412704,0.0018873488646417025 +/- 0.0009798435697927453,-0.002418165732822164 +/- 0.0018873488646417077,0.002093777646711914 +/- 0.0007740728250313832,0.006458271896195833 +/- 0.00147124384349941,0.004718372161604279 +/- 0.001486240420920549
