,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_svd_entropy,hrv_std,hrv_lineintegral,hrv_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_n_sign_changes,hrv_perm_entropy,hrv_kurtosis,hrv_peaks,hrv_iqr_5_95,hrv_mean,hrv_sum,hrv_skewness,hrv_min,hrv_energy,hrv_iqr,hrv_ptp,hrv_max
0,0.37352128247650634 +/- 0.009153834949852122,0.19823106688778327 +/- 0.008255679249350794,0.20326147042564952 +/- 0.00791882404878231,0.04864566058595908 +/- 0.006591909424328943,0.007352128247650603 +/- 0.0019157239857560395,0.15201768933112214 +/- 0.007207520624878517,0.009397457158651146 +/- 0.0022657713136450086,0.02631288004422332 +/- 0.004976352652261735,0.017965726920950775 +/- 0.003759389305897058,0.0 +/- 0.0,0.0008844665561083432 +/- 0.0006633499170812574,-5.527915975677145e-05 +/- 0.0002976873856901315,0.0 +/- 0.0,0.02244333886124932 +/- 0.0031774699531674625,0.3284687672747374 +/- 0.010845990906295833,0.3284687672747374 +/- 0.010845990906295833,0.0006080707573244859 +/- 0.000799161542001155,0.2122166943062465 +/- 0.007205188402638222,0.23200663349917078 +/- 0.00595913444513398,0.000497512437810943 +/- 0.0005215025501413245,0.0 +/- 0.0,0.20536207849640684 +/- 0.0065930682376321575
