,hrv_lineintegral,hrv_iqr,hrv_max,hrv_svd_entropy,hrv_iqr_5_95,hrv_entropy,hrv_n_above_mean,hrv_ptp,hrv_skewness,hrv_perm_entropy,hrv_kurtosis,hrv_energy,hrv_pct_5,hrv_sum,hrv_n_below_mean,hrv_n_sign_changes,hrv_rms,hrv_std,hrv_peaks,hrv_mean,hrv_min,hrv_pct_95
0,0.11560240963855431 +/- 0.005935798674817841,0.022289156626506056 +/- 0.0036939059558447986,0.10277108433734945 +/- 0.0036563833507213305,-0.0064457831325300695 +/- 0.004352800457710861,-0.008313253012048116 +/- 0.0018819878737124551,0.012048192771084376 +/- 0.0015476183829717027,-0.003373493975903552 +/- 0.0015755056422436019,0.011807228915662682 +/- 0.0032907229599392017,0.014819277108433782 +/- 0.004015863448794931,-0.0017469879518071997 +/- 0.0014369711375754697,0.0059638554216867815 +/- 0.0013855421686746988,0.015421686746987984 +/- 0.002241093402137148,0.03126506024096389 +/- 0.0034018814225290433,0.0007831325301205117 +/- 0.0013483752581686392,0.007650602409638596 +/- 0.0018281916753606618,0.0 +/- 0.0,0.017891566265060287 +/- 0.0016175568171201949,0.0 +/- 0.0,-0.0010240963855421281 +/- 0.0009732225555062351,-0.013734939759036068 +/- 0.0008433734939759059,0.0667469879518073 +/- 0.006142215468207643,0.02228915662650608 +/- 0.002747410662889496
