,hrv_min,hrv_n_above_mean,hrv_n_below_mean,hrv_skewness,hrv_ptp,hrv_iqr_5_95,hrv_n_sign_changes,hrv_std,hrv_rms,hrv_peaks,hrv_kurtosis,hrv_svd_entropy,hrv_pct_95,hrv_entropy,hrv_perm_entropy,hrv_mean,hrv_pct_5,hrv_iqr,hrv_max,hrv_energy,hrv_sum,hrv_lineintegral
0,-0.0668236525379383 +/- 0.003096245356878497,0.0013082155939298178 +/- 0.0018164892682061506,0.004290947148089941 +/- 0.0019269442846176843,-0.003087388801674551 +/- 0.0016785991556614727,-0.0032967032967033626 +/- 0.0023524612028245954,-0.00450026164311883 +/- 0.0028585034607530283,0.0 +/- 0.0,-0.014652014652014688 +/- 0.002846984931184824,-0.008424908424908483 +/- 0.0009198532617083588,0.002197802197802123 +/- 0.0008038875717287897,-0.0010465724751439586 +/- 0.00239799879380211,-0.0023024594453166292 +/- 0.003302927020001986,0.0022501308215593487 +/- 0.0022452577658738696,-0.011250654107796998 +/- 0.001770688049784254,0.0017268445839873857 +/- 0.0017675924389382101,-0.004866562009419206 +/- 0.0013655665463840742,-0.03574045002616437 +/- 0.0038242880985020432,-0.009471480900052365 +/- 0.002005627200077108,-0.0006802721088435936 +/- 0.001499377161893716,-0.002354788069073821 +/- 0.0021859339167143188,-0.010884353741496655 +/- 0.001809692984384164,-0.02752485609628471 +/- 0.004466057204259942
