,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_svd_entropy,hrv_std,hrv_lineintegral,hrv_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_n_sign_changes,hrv_perm_entropy,hrv_kurtosis,hrv_peaks,hrv_iqr_5_95,hrv_mean,hrv_sum,hrv_skewness,hrv_min,hrv_energy,hrv_iqr,hrv_ptp,hrv_max
0,0.34580438268305713 +/- 0.00522035935738099,0.1283270978086585 +/- 0.0057735513451605555,0.0971138428647782 +/- 0.006360235168359177,0.07755211117049707 +/- 0.004612912317973981,0.008337787279529663 +/- 0.0008684167188280226,0.12490646712987705 +/- 0.006911261664647105,0.03142704436130413 +/- 0.002375853636653426,0.012934259754142186 +/- 0.0027544839608177737,0.009139497594869072 +/- 0.003315890404969763,0.0 +/- 0.0,0.008979155531801175 +/- 0.001190329099482634,0.0016568679850347489 +/- 0.0006070452534259941,0.0011223944414751608 +/- 0.0007347796410939276,0.007642971672902188 +/- 0.0006781709000774627,0.32618920363442017 +/- 0.006848981814176831,0.32618920363442017 +/- 0.006848981814176831,0.0015499732763228247 +/- 0.0012058272766091323,0.2113842864778194 +/- 0.006924475536618643,0.2468733297701764 +/- 0.007132568963380962,0.015606627471940148 +/- 0.0028563098270202977,-0.002084446819882413 +/- 0.00028782281171217444,0.1900587920897916 +/- 0.0031365902193738614
