,hrv_lineintegral,hrv_iqr,hrv_max,hrv_svd_entropy,hrv_iqr_5_95,hrv_entropy,hrv_n_above_mean,hrv_ptp,hrv_skewness,hrv_perm_entropy,hrv_kurtosis,hrv_energy,hrv_pct_5,hrv_sum,hrv_n_below_mean,hrv_n_sign_changes,hrv_rms,hrv_std,hrv_peaks,hrv_mean,hrv_min,hrv_pct_95
0,0.04783889980353632 +/- 0.004355559779448975,0.019941060903732766 +/- 0.002305833908507958,0.011296660117878176 +/- 0.0036820559555975174,0.010461689587426303 +/- 0.003954059835477144,0.010019646365422352 +/- 0.0013215740714217637,0.009332023575638471 +/- 0.0014897594192635477,0.007956777996070707 +/- 0.001534430191730178,0.005992141453831002 +/- 0.0010715827224593083,0.00402750491159134 +/- 0.001712730429681977,0.0034872298624754163 +/- 0.003483076748819515,0.0034381139489194413 +/- 0.0014570134552250745,0.0021611001964636166 +/- 0.004437861295904344,0.0018172888015716704 +/- 0.001659071292146824,0.0004420432220038739 +/- 0.00014734774066795797,0.000343811394891913 +/- 0.00031449529653401303,0.0 +/- 0.0,-0.0011296660117878442 +/- 0.0007934918674559547,-0.010068762278978415 +/- 0.0014277447793466362,-0.010609037328094328 +/- 0.00350895306473317,-0.021414538310412623 +/- 0.0010579891566079456,-0.05456777996070731 +/- 0.0045677799607072595,-0.057563850687622806 +/- 0.005650678592640338
