,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_svd_entropy,hrv_std,hrv_lineintegral,hrv_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_n_sign_changes,hrv_perm_entropy,hrv_kurtosis,hrv_peaks,hrv_iqr_5_95,hrv_mean,hrv_sum,hrv_skewness,hrv_min,hrv_energy,hrv_iqr,hrv_ptp,hrv_max
0,0.3702089552238806 +/- 0.007772437321158593,0.13994029850746265 +/- 0.007371139980442113,0.1072238805970149 +/- 0.005929413262297363,0.11755223880597017 +/- 0.005660318626219115,0.06334328358208952 +/- 0.0028687794093693107,0.19271641791044777 +/- 0.006609362389539358,0.09922388059701491 +/- 0.0044340166274930495,0.14429850746268652 +/- 0.005651496035600666,0.12931343283582086 +/- 0.007194958755908223,0.0 +/- 0.0,0.0165373134328358 +/- 0.002505329583087429,0.0009552238805969893 +/- 0.0005471732173081453,-0.0028656716417910567 +/- 0.0014817520771332306,-0.011164179104477635 +/- 0.0030447761194029896,0.22573134328358205 +/- 0.005679178025295041,0.22573134328358205 +/- 0.005679178025295041,-0.004716417910447757 +/- 0.0025810109040259295,0.10883582089552238 +/- 0.005523920723176296,0.08692537313432834 +/- 0.007219685472396895,0.043104477611940285 +/- 0.006208955223880577,-0.0009552238805970003 +/- 0.0004776119402985141,0.10925373134328356 +/- 0.006215840040511214
