,hrv_lineintegral,hrv_iqr,hrv_max,hrv_svd_entropy,hrv_iqr_5_95,hrv_entropy,hrv_n_above_mean,hrv_ptp,hrv_skewness,hrv_perm_entropy,hrv_kurtosis,hrv_energy,hrv_pct_5,hrv_sum,hrv_n_below_mean,hrv_n_sign_changes,hrv_rms,hrv_std,hrv_peaks,hrv_mean,hrv_min,hrv_pct_95
0,0.014751469802244833 +/- 0.0032964498011991894,0.0017637626937467067 +/- 0.0015499732763228037,0.03981827899518977 +/- 0.003885516059577945,0.01411010154997333 +/- 0.00512760447042714,0.01186531266702302 +/- 0.0022010967698528907,0.005986103687867494 +/- 0.000821073837292206,0.0007482629609835035 +/- 0.000868416718827998,0.012880812399786246 +/- 0.0015755641873846657,0.013415285943345845 +/- 0.0034177065267232904,-0.008177445216461743 +/- 0.0007190606118158141,0.0032068412613576068 +/- 0.002177610773646539,0.0 +/- 0.0,0.04836985569214328 +/- 0.0027383620432815483,0.009887760555852531 +/- 0.001336183858898996,-0.0006948156066274302 +/- 0.0013319012073091541,0.0 +/- 0.0,0.0030464991982897317 +/- 0.0013947609140245825,0.0027792624265099318 +/- 0.0010363826525742925,0.0 +/- 0.0,0.007108498129342644 +/- 0.0007577470271917811,0.00897915553180122 +/- 0.0053862630410878,0.02073757349011226 +/- 0.0025610151898901026
