,hrv_lineintegral,hrv_iqr,hrv_max,hrv_svd_entropy,hrv_iqr_5_95,hrv_entropy,hrv_n_above_mean,hrv_ptp,hrv_skewness,hrv_perm_entropy,hrv_kurtosis,hrv_energy,hrv_pct_5,hrv_sum,hrv_n_below_mean,hrv_n_sign_changes,hrv_rms,hrv_std,hrv_peaks,hrv_mean,hrv_min,hrv_pct_95
0,0.07781266352694924 +/- 0.008217593506559404,-0.007849293563579284 +/- 0.0025095926338632763,0.04489795918367345 +/- 0.005477284817636635,0.01527995813710099 +/- 0.005406840964140027,0.02077446363160649 +/- 0.0017204900285477415,-0.00146520146520146 +/- 0.000563596526126061,-0.009837781266352685 +/- 0.0013402667163647877,0.0 +/- 0.0,-0.01674515960230246 +/- 0.004365599919333171,-0.010727367870225013 +/- 0.0024794050738842937,-0.005494505494505508 +/- 0.0015030252869016433,0.017425431711145987 +/- 0.0023524612028245915,-0.03422291993720565 +/- 0.004404317197802381,0.0016221873364730467 +/- 0.0007193996381406131,-0.0019884877027734225 +/- 0.001982971776190101,0.0 +/- 0.0,0.005232862375719493 +/- 0.0010200726682165465,-0.019466248037676614 +/- 0.0032070232226152837,0.0058608058608058625 +/- 0.001748120679067529,-0.007064364207221363 +/- 0.0014661356071294475,-0.04557823129251702 +/- 0.008548806042009156,-0.03976975405546836 +/- 0.003078061992643174
