,hrv_min,hrv_n_above_mean,hrv_n_below_mean,hrv_skewness,hrv_ptp,hrv_iqr_5_95,hrv_n_sign_changes,hrv_std,hrv_rms,hrv_peaks,hrv_kurtosis,hrv_svd_entropy,hrv_pct_95,hrv_entropy,hrv_perm_entropy,hrv_mean,hrv_pct_5,hrv_iqr,hrv_max,hrv_energy,hrv_sum,hrv_lineintegral
0,-0.01976119402985079 +/- 0.003339550154256026,-0.0030447761194030364 +/- 0.0012650519462935592,-0.0017910447761194438 +/- 0.0018497830907259418,-0.0005373134328358842 +/- 0.0017800658526418592,-0.0029850746268657137 +/- 0.002265512353553478,-0.007104477611940352 +/- 0.0016339023502572128,0.0 +/- 0.0,-0.004656716417910489 +/- 0.0016196608914926028,-0.006388059701492565 +/- 0.0014636000802544734,-0.002029850746268713 +/- 0.0010061074356031202,0.0026865671641790323 +/- 0.0016075118827267197,-0.00734328358208961 +/- 0.003471424897935901,-0.008059701492537364 +/- 0.0019299378955515882,-0.004537313432835877 +/- 0.0021723469132728787,-0.01098507462686571 +/- 0.002865671641791033,-0.006626865671641835 +/- 0.001877514649972098,0.0011940298507462145 +/- 0.0019067127668861313,-0.003283582089552273 +/- 0.001984569568787424,-0.023582089552238873 +/- 0.0028787017196993756,-0.0071641791044776415 +/- 0.0017507914386406171,-0.012955223880597055 +/- 0.0014140560337106945,-0.028895522388059768 +/- 0.003493430170346942
