,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_svd_entropy,hrv_std,hrv_lineintegral,hrv_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_n_sign_changes,hrv_perm_entropy,hrv_kurtosis,hrv_peaks,hrv_iqr_5_95,hrv_mean,hrv_sum,hrv_skewness,hrv_min,hrv_energy,hrv_iqr,hrv_ptp,hrv_max
0,0.2845382585751979 +/- 0.008625345554410304,0.0930870712401055 +/- 0.006783414866162049,0.009604221635883847 +/- 0.004200474668523995,0.032981530343007895 +/- 0.004123192581660705,0.010712401055408927 +/- 0.0032016488257767747,0.18886543535620048 +/- 0.007973228854105403,0.029973614775725542 +/- 0.005385689001445087,-0.003852242744063372 +/- 0.0023956853747369227,0.006490765171503909 +/- 0.0025092334412599,0.0 +/- 0.0,-0.0023218997361478034 +/- 0.0015147968437369131,0.0005277044854881008 +/- 0.0006243883676094595,0.0015831134564643357 +/- 0.0012487767352188815,0.005646437994722919 +/- 0.0010300380631104514,0.3673878627968337 +/- 0.00921233597061825,0.3673878627968337 +/- 0.00921233597061825,0.0016358839050131357 +/- 0.00116693110224252,0.20765171503957774 +/- 0.007909408333912434,0.2668601583113456 +/- 0.007852164722851239,0.06158311345646435 +/- 0.004261356671920298,-0.005699208443271831 +/- 0.0009672982997267993,0.19730870712401052 +/- 0.010154575607505618
