,hrv_min,hrv_n_above_mean,hrv_n_below_mean,hrv_skewness,hrv_ptp,hrv_iqr_5_95,hrv_n_sign_changes,hrv_std,hrv_rms,hrv_peaks,hrv_kurtosis,hrv_svd_entropy,hrv_pct_95,hrv_entropy,hrv_perm_entropy,hrv_mean,hrv_pct_5,hrv_iqr,hrv_max,hrv_energy,hrv_sum,hrv_lineintegral
0,-0.008284339925173656 +/- 0.0013361838588989718,0.0015499732763228579 +/- 0.0012292891501870793,0.00032068412613580624 +/- 0.001418118563487067,0.0037413148049171953 +/- 0.0015490514961186046,-0.002672367717797919 +/- 0.0007927523770278596,-0.0012827365045429916 +/- 0.0009913007477815004,0.0 +/- 0.0,-0.00037413148049166847 +/- 0.00034223005010327484,-0.0029396044895777297 +/- 0.0007652496559741475,0.003206841261357596 +/- 0.0006760614986998138,-0.004329235702832679 +/- 0.0008766017887149506,-0.010742918225547782 +/- 0.0015573278764653574,4.4408920985006264e-17 +/- 0.0007558597340315768,-0.0016034206306787535 +/- 0.00033803074934992447,-0.000962052378407241 +/- 0.0010084426651049134,-0.0034740780331373178 +/- 0.0005476724086563405,-0.009887760555852443 +/- 0.0018242702475548792,-0.002779262426509832 +/- 0.0003999633764589848,0.004970603955104269 +/- 0.0011223944414751508,-0.000587920897915517 +/- 0.0006524081034598298,-0.003153393907001567 +/- 0.0009694472018822549,-0.008765366114377282 +/- 0.0016594521321496602
