,accy_pct_95,accy_mean,accy_sum,accy_min,accx_iqr,accy_rms,accz_pct_95,accx_std,accx_iqr_5_95,accx_pct_95,accy_energy,accx_energy,accy_lineintegral,accz_skewness,accx_entropy,accx_n_above_mean,accz_lineintegral,accz_iqr_5_95,accz_std,accx_kurtosis,accz_n_above_mean,accy_skewness,accx_ptp,accx_skewness,accy_kurtosis,accx_lineintegral,accy_n_above_mean,accy_entropy,accx_max,accx_mean,accz_n_below_mean,accz_kurtosis,accy_pct_5,accy_n_below_mean,accz_n_sign_changes,accy_peaks,accx_n_below_mean,accz_min,accz_iqr,accx_perm_entropy,accz_peaks,accz_perm_entropy,accy_svd_entropy,accy_ptp,accz_ptp,accz_svd_entropy,accz_entropy,accy_n_sign_changes,accx_rms,accy_iqr,accy_perm_entropy,accy_std,accx_svd_entropy,accx_n_sign_changes,accy_max,accx_sum,accx_min,accz_pct_5,accx_peaks,accy_iqr_5_95,accz_rms,accz_mean,accz_energy,accx_pct_5,accz_max,accz_sum
0,0.010854176498348267 +/- 0.002931991423692132,0.0037753657385559023 +/- 0.0015933877315841328,0.009060877772534216 +/- 0.002044021503323075,0.011090136857008026 +/- 0.0013222204555093703,0.0010382255781028916 +/- 0.0005082741677333243,0.004436054742803164 +/- 0.0007952949290397504,0.006842850401132583 +/- 0.001017643164362817,0.0013213780084945892 +/- 0.000550349400174174,0.0036809815950920033 +/- 0.0006260735800576139,0.0003303445021236473 +/- 0.000991033506370942,0.007881075979235475 +/- 0.0010350029353214526,0.0017932987258140853 +/- 0.0006606890042472946,-0.015101462954223687 +/- 0.0012123862745318514,4.7192071731949615e-05 +/- 0.0005359989000283477,-0.0016517225106182365 +/- 0.0008241741008293155,0.0006134969325153449 +/- 0.0005191127890514458,0.0002831524303916977 +/- 0.0009943986552952212,0.004766399244926822 +/- 0.0010854176498348112,0.004813591316658761 +/- 0.0013644957333460053,-0.0012741859367626396 +/- 0.0006349043910841848,0.0 +/- 0.0006999715419627895,0.00844738084001887 +/- 0.0012915462183486716,0.001368570080226539 +/- 0.0009307731440923202,0.0007078810759792442 +/- 0.0007078810759792442,-4.7192071731949615e-05 +/- 0.00044520911430187446,-0.003397829164700372 +/- 0.0010925754509476515,0.002689948088721117 +/- 0.0007910832758017911,4.7192071731949615e-05 +/- 0.0004926996936720471,0.0003775365738555969 +/- 0.0010510173407890686,0.0018404907975460238 +/- 0.0008022652194431167,0.0008966493629070426 +/- 0.00025413708386666213,0.0003775365738555969 +/- 0.0007550731477111938,0.00858895705521472 +/- 0.0013967577713023995,0.005521472392638005 +/- 0.0015226300901275795,0.003728173666823942 +/- 0.000906530094964504,0.002925908447380843 +/- 0.0011326097215667472,0.000849457291175093 +/- 0.00046238598259239417,0.00047192071731949614 +/- 0.0014621928631269334,-0.0004247286455875465 +/- 0.0011057455888494692,-0.007928268050967436 +/- 0.0015480150511426823,0.0010382255781028916 +/- 0.0007550731477111937,-0.004530438886267118 +/- 0.0015821665516035808,-0.001934874941009934 +/- 0.0008022652194431435,-0.004294478527607393 +/- 0.0013086762268864495,-0.0009910335063709418 +/- 0.001513828686394114,-0.0017932987258140853 +/- 0.0010719978000566953,0.0009438414346389923 +/- 0.000667396678798071,0.012836243511090117 +/- 0.00136449573334598,0.003350637092968367 +/- 0.0018210270298796131,-0.00047192071731949614 +/- 0.001033926488919628,-0.001462954223690438 +/- 0.0015715739316042397,0.004058518168947589 +/- 0.0015961807008294064,-0.0003303445021236473 +/- 0.0008455154727309644,0.0017932987258140742 +/- 0.0010296094492341314,-0.010193487494101016 +/- 0.0028721329032001877,0.0014157621519584884 +/- 0.000558384122991948,0.006606890042472835 +/- 0.0013009956349306646,0.0012269938650306899 +/- 0.0009247719651847884,0.00023596035865974807 +/- 0.0011217427394058386,0.0032090608777725293 +/- 0.0006260735800576089,-0.0025483718735252792 +/- 0.001252147160115315,0.0036809815950920254 +/- 0.0006260735800576089,-0.001604530438886287 +/- 0.0008228218864635634,0.006276545540349188 +/- 0.001537187114195614,0.006465313827276986 +/- 0.0018283502244276315,0.0021708352996696713 +/- 0.0009003673444237249
