,accz_sum,accz_mean,accy_mean,accy_pct_95,accx_peaks,accz_peaks,accz_pct_95,accy_lineintegral,accz_perm_entropy,accy_n_above_mean,accz_skewness,accx_n_sign_changes,accz_pct_5,accz_n_sign_changes,accy_energy,accz_min,accx_kurtosis,accx_sum,accz_rms,accy_skewness,accz_lineintegral,accy_n_sign_changes,accy_std,accy_svd_entropy,accy_pct_5,accy_max,accx_energy,accz_svd_entropy,accy_iqr,accz_ptp,accz_n_below_mean,accz_iqr,accz_kurtosis,accz_energy,accx_lineintegral,accx_rms,accx_skewness,accy_rms,accy_entropy,accz_std,accy_iqr_5_95,accy_n_below_mean,accz_iqr_5_95,accz_n_above_mean,accx_svd_entropy,accy_min,accx_iqr_5_95,accy_sum,accy_ptp,accy_kurtosis,accx_max,accx_min,accx_ptp,accx_pct_95,accx_entropy,accx_n_below_mean,accx_n_above_mean,accx_iqr,accx_mean,accz_max,accy_perm_entropy,accx_perm_entropy,accy_peaks,accz_entropy,accx_std,accx_pct_5
0,0.0002906976744186052 +/- 0.000756807139138243,0.0629360465116279 +/- 0.004798468788705727,0.07495155038759692 +/- 0.005408374482448067,0.1981104651162791 +/- 0.005291664803560945,0.025726744186046556 +/- 0.003442650954164835,4.844961240310086e-05 +/- 0.0001453488372093026,0.003827519379844968 +/- 0.0008787963734116806,0.0 +/- 0.0,0.0 +/- 0.0,-0.007558139534883735 +/- 0.0015951625613521664,0.0036337209302325646 +/- 0.0014083761486190561,-0.001065891472868219 +/- 0.0008335586499072328,0.0 +/- 0.0,0.0 +/- 0.0,0.008817829457364357 +/- 0.0018988292579714592,-0.001405038759689925 +/- 0.0006298449612403112,0.0016472868217054294 +/- 0.0007568071391382431,0.0 +/- 0.0,0.0 +/- 0.0,0.0007751937984496138 +/- 0.0008447478572753258,0.009350775193798466 +/- 0.0014380641550054126,0.009641472868217071 +/- 0.0018186360832484004,0.001017441860465118 +/- 0.004113654563396782,0.0 +/- 0.0,0.07621124031007755 +/- 0.0034940871573842683,-0.0031976744186046568 +/- 0.002742436375597855,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0007267441860465129 +/- 0.0012304675483721238,0.0004844961240310086 +/- 0.0008666930145348037,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0018410852713178327 +/- 0.001466351351785037,0.0 +/- 0.0,0.0009205426356589163 +/- 0.0007645219882780779,0.0 +/- 0.0,0.0 +/- 0.0,0.001744186046511631 +/- 0.0005395120506618248,0.12407945736434109 +/- 0.004557612573689511,0.0 +/- 0.0,0.00019379844961240345 +/- 0.0002373536572464324,0.0 +/- 0.0,0.04500968992248059 +/- 0.0013780487067178214,0.08163759689922484 +/- 0.0048655087545063525,0.0 +/- 0.0,0.0060077519379845064 +/- 0.0024244178300769042,0.0036821705426356654 +/- 0.0017225182979293807,0.0 +/- 0.0,0.002713178294573648 +/- 0.0006572025177446978,0.001405038759689925 +/- 0.0005914028883591921,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00043604651162790773 +/- 0.0001453488372093026,0.0 +/- 0.0,0.0 +/- 0.0,0.09617248062015507 +/- 0.0050548063656074985,0.0454457364341085 +/- 0.002218124639972794,0.0025193798449612446 +/- 0.0005218182952649723,-0.0001453488372093026 +/- 0.00022202401622848102,0.0 +/- 0.0,0.0 +/- 0.0,0.0355135658914729 +/- 0.003876271790497963
