,accx_mean,accz_rms,accz_perm_entropy,accz_lineintegral,accx_sum,accy_energy,accy_lineintegral,accz_svd_entropy,accz_peaks,accx_energy,accy_pct_5,accx_std,accx_rms,accy_perm_entropy,accx_n_above_mean,accy_peaks,accy_pct_95,accz_std,accx_max,accx_svd_entropy,accx_n_below_mean,accx_iqr_5_95,accz_max,accz_pct_5,accz_iqr_5_95,accz_n_above_mean,accx_pct_95,accy_iqr,accx_iqr,accx_ptp,accz_iqr,accy_rms,accz_n_sign_changes,accz_mean,accz_sum,accy_iqr_5_95,accz_pct_95,accy_std,accy_min,accy_sum,accy_ptp,accy_mean,accy_n_below_mean,accy_entropy,accx_skewness,accx_lineintegral,accy_n_sign_changes,accy_n_above_mean,accx_peaks,accz_kurtosis,accy_max,accx_kurtosis,accy_svd_entropy,accy_skewness,accz_ptp,accy_kurtosis,accx_perm_entropy,accz_skewness,accx_pct_5,accx_n_sign_changes,accx_min,accx_entropy,accz_n_below_mean,accz_energy,accz_min,accz_entropy
0,0.1822253653936822 +/- 0.00925882763737095,-0.0010372465818010545 +/- 0.0015175367222471535,0.16855256954266853 +/- 0.006417094572756351,0.000471475719000447 +/- 0.000365203521565997,0.13771805752003768 +/- 0.0055403913976895544,-0.0052333804809052585 +/- 0.005568405690558286,-0.013107024988213123 +/- 0.0036386197796463506,0.012258368694012233 +/- 0.002789287969401039,0.06520509193776519 +/- 0.00402304459782968,0.14766619519094765 +/- 0.006099372608692579,0.044790193305044766 +/- 0.0029292266981629585,0.0076379066478076355 +/- 0.0021993217896634867,-0.002404526166902421 +/- 0.003123504398878247,0.1474776049033475 +/- 0.005910583288718468,0.0006129184347005712 +/- 0.0029822469780044314,0.06548797736916546 +/- 0.007268834601148281,-0.000518623290900544 +/- 0.00242661183073223,0.017067421027817054 +/- 0.0020958143112581773,0.00028288543140024823 +/- 0.0018284506770075524,0.015087223008015039 +/- 0.003218490931801229,0.01164545025931163 +/- 0.001726528375634191,-0.00014144271570014632 +/- 0.00030189176036930445,-0.0014144271570014522 +/- 0.00021085035148512768,-0.0016501650165016701 +/- 0.0018770418894289752,-0.001744460160301753 +/- 0.00198971691145772,0.0006129184347005822 +/- 0.0003018917603693114,0.0005186232909004884 +/- 0.0007439761356935083,-0.00023573785950026238 +/- 0.001140347630593864,0.013484205563413464 +/- 0.003497828758319918,-0.003771805752003776 +/- 0.001229458256521003,-0.0008958038661009305 +/- 0.0007134722277426579,0.04530881659594528 +/- 0.004509684352757441,-0.0036775106082036824 +/- 0.0009844702035747836,0.000471475719000447 +/- 0.0017258845089790581,0.000471475719000447 +/- 0.0017258845089790581,0.0015087223008014906 +/- 0.0007242947428447513,-0.001744460160301764 +/- 0.000944129391537056,-0.0006600660066006902 +/- 0.0005657708628005613,-0.0012258368694012534 +/- 0.0007056402426730658,-0.00014144271570016854 +/- 0.0004243281471004192,0.0012258368694011978 +/- 0.0008995183417415595,-0.00014144271570016854 +/- 0.0004243281471004192,-0.0006600660066006792 +/- 0.0008486562942008583,0.0008486562942008113 +/- 0.000549830447415852,-0.001933050447901974 +/- 0.00044478930372732537,-0.006789250353606835 +/- 0.0010584603640096224,-0.00042432814710045006 +/- 0.0016662514895872025,0.0033946251768033563 +/- 0.0006929249625977719,-0.00018859028760022102 +/- 0.0007945450045427982,-0.000424328147100439 +/- 0.0006481719511960231,0.001131541725601104 +/- 0.0018526056298338927,-4.7147571900063576e-05 +/- 0.0007134722277426541,0.025035360678925 +/- 0.0027928718943177537,0.0002828854314002371 +/- 0.0004321146341306808,-0.006506364922206531 +/- 0.0011890165217273612,-0.0003300330033003562 +/- 0.00030189176036931134,0.0005186232909004773 +/- 0.0004922351017873917,-0.0001885902876002099 +/- 0.0006395407810584787,0.0019801980198019486 +/- 0.0010286385775234127,-0.0004243281471004723 +/- 0.00014144271570015743,0.0003300330033003007 +/- 0.00030189176036928537,-0.0006129184347006489 +/- 0.0014767053053621607,-0.0022630834512022526 +/- 0.0013468040412150525,0.2978312116925978 +/- 0.004126692062637225,-0.004479019330504497 +/- 0.0018045883271102978,0.0023102310231022825 +/- 0.0008287786813412121
