,bvp_rms,bvp_std,bvp_iqr,bvp_energy,bvp_lineintegral,bvp_min,bvp_pct_5,bvp_perm_entropy,bvp_iqr_5_95,bvp_n_sign_changes,bvp_pct_95,bvp_svd_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_ptp,bvp_skewness,bvp_mean,bvp_sum,bvp_entropy,bvp_max,bvp_kurtosis,bvp_peaks
0,0.3169429842296806 +/- 0.007449141246854479,0.13578649413667615 +/- 0.006954174792302681,-0.005054589567327095 +/- 0.00388802761959121,0.014880711686211145 +/- 0.0037315881908804864,0.058592802264456165 +/- 0.004751787365345543,0.0167003639304489 +/- 0.003941491031332792,0.07383744439951481 +/- 0.005188520803023216,0.013182369591589204 +/- 0.005849223811886297,0.04617873028710073 +/- 0.003249059349227768,0.031419328750505494 +/- 0.0038618652090920452,0.02333198544278209 +/- 0.003393071847278322,0.0210270926000809 +/- 0.0032399879699167287,0.026000808734330815 +/- 0.0043628574999815565,0.026000808734330815 +/- 0.0043628574999815565,0.014233724221593257 +/- 0.003193220707221942,0.015406389001213138 +/- 0.0026910931066679556,0.00048524059846342114 +/- 0.0005364536660502299,0.00048524059846342114 +/- 0.0005364536660502299,0.0 +/- 0.0,0.0007682976142337483 +/- 0.00045927281405586134,0.010028305701577067 +/- 0.0007188187963862583,0.0071977355438738845 +/- 0.0038608065547205738
