,bvp_rms,bvp_std,bvp_iqr,bvp_energy,bvp_lineintegral,bvp_min,bvp_pct_5,bvp_perm_entropy,bvp_iqr_5_95,bvp_n_sign_changes,bvp_pct_95,bvp_svd_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_ptp,bvp_skewness,bvp_mean,bvp_sum,bvp_entropy,bvp_max,bvp_kurtosis,bvp_peaks
0,0.40634429400386846 +/- 0.008304520022735176,0.25868471953578326 +/- 0.008620792320137712,0.06882011605415858 +/- 0.004678932420055841,0.0192263056092843 +/- 0.002583780190250912,0.10661508704061892 +/- 0.00555284080959322,0.02073500967117987 +/- 0.0021552631763534303,0.011644100580270756 +/- 0.00364314771100641,0.005067698259187581 +/- 0.003392144802930431,-0.003249516441005851 +/- 0.0029673978972170507,-0.014506769825918798 +/- 0.0023673657687882928,-0.006421663442940084 +/- 0.0021060978860837436,0.001315280464216595 +/- 0.0024478595001247833,-0.0003868471953578645 +/- 0.0032273351821453288,-0.0003868471953578645 +/- 0.0032273351821453288,0.001392649903288168 +/- 0.0020484645717406087,-0.009013539651837566 +/- 0.003114300125737511,0.0001547388781431014 +/- 0.0007174946611602161,0.0001547388781431014 +/- 0.0007174946611602161,0.0 +/- 0.0,-0.0014700193423597963 +/- 0.0009908122611114686,-0.0011218568665377516 +/- 0.0007823500354412746,0.00177949709864601 +/- 0.002373363504863126
