,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_pct_5,bvp_svd_entropy,bvp_energy,bvp_kurtosis,bvp_iqr_5_95,bvp_n_sign_changes,bvp_std,bvp_sum,bvp_rms,bvp_entropy,bvp_mean,bvp_max,bvp_iqr,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_pct_95,bvp_n_above_mean
0,0.03448678071539657 +/- 0.002247332195430554,0.056415241057542774 +/- 0.006349395815488045,0.10062208398133747 +/- 0.005713677125216581,0.03254276827371696 +/- 0.003177969842444722,-0.002799377916018653 +/- 0.0015629666595833398,0.030248833592534996 +/- 0.005566261327581119,0.0002721617418351641 +/- 0.0007785763761470003,0.019828926905132205 +/- 0.003999188451204908,0.0061819595645412175 +/- 0.0015002940421131067,0.03561430793157078 +/- 0.003598051415632738,0.016718506998444783 +/- 0.0021925151135103607,0.0010886469673406008 +/- 0.00038094708285894765,-0.004082426127527228 +/- 0.0013828475306204245,0.0 +/- 0.0,0.001477449455676494 +/- 0.0002909531404956583,0.016368584758942473 +/- 0.002838258164852262,0.11084758942457232 +/- 0.004320608652825711,0.03277604976671851 +/- 0.0044366095039392005,0.007931570762052887 +/- 0.001181857243668004,-0.004587869362363916 +/- 0.0026700287268101737,-0.0008164852255054478 +/- 0.002593344657177644,0.17601088646967342 +/- 0.01039499645397488
