,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_pct_5,bvp_svd_entropy,bvp_energy,bvp_kurtosis,bvp_iqr_5_95,bvp_n_sign_changes,bvp_std,bvp_sum,bvp_rms,bvp_entropy,bvp_mean,bvp_max,bvp_iqr,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_pct_95,bvp_n_above_mean
0,0.03389191453707587 +/- 0.006882416921139797,-0.008420611646418075 +/- 0.004915851793032314,0.0810222036028488 +/- 0.005984188130932248,-0.015542521994134861 +/- 0.005234016908571674,0.012274821952241343 +/- 0.004345841638622832,-0.0015081692501047073 +/- 0.0029516405452548735,4.189359028069495e-05 +/- 0.00012568077084208485,0.008085462924172648 +/- 0.0024359600771020787,-0.0037285295349811067 +/- 0.002156197609125721,-0.006577293674067841 +/- 0.002779222168516453,0.002094679514034381 +/- 0.001154926581658171,0.0015919564306661304 +/- 0.0020161222313390733,0.00012568077084210705 +/- 0.001697078265649694,0.0 +/- 0.0,0.0004608294930876111 +/- 0.0005113764397039665,0.037033933808127396 +/- 0.0026041508618215364,0.006870548806032717 +/- 0.003957558668996905,0.034813573523250985 +/- 0.004954968707319195,0.009844993715961491 +/- 0.002480227920505348,0.005111018014243851 +/- 0.002142725069550801,-0.004943443653121016 +/- 0.000969906736723099,0.04038542103058237 +/- 0.0029097202101693153
