,bvp_perm_entropy,bvp_rms,bvp_std,bvp_skewness,bvp_pct_5,bvp_sum,bvp_mean,bvp_energy,bvp_entropy,bvp_lineintegral,bvp_n_below_mean,bvp_max,bvp_iqr,bvp_peaks,bvp_n_sign_changes,bvp_kurtosis,bvp_n_above_mean,bvp_iqr_5_95,bvp_svd_entropy,bvp_min,bvp_pct_95,bvp_ptp
0,0.001119552179128369 +/- 0.005510834755384245,-0.002039184326269461 +/- 0.0010341876974312308,0.0013194722111155798 +/- 0.0012134338988799428,0.007117153138744536 +/- 0.0017592962814874068,0.009316273490603799 +/- 0.0013506074173574186,-0.0001599360255897575 +/- 0.0007415928425026606,0.0007596961215514009 +/- 0.0006557864640886521,-0.003878448620551744 +/- 0.001934581431971696,0.0 +/- 0.0,-0.004198320671731282 +/- 0.0017451541657573198,0.017752898840463837 +/- 0.003365313940423959,0.01311475409836067 +/- 0.002859904796840894,0.002798880447820895 +/- 0.0022405319034181324,0.03070771691323474 +/- 0.0029642147929389412,-0.016393442622950793 +/- 0.0024712574394822177,-0.003478608556577345 +/- 0.002153575851178754,0.026149540183926467 +/- 0.0036304068653550377,0.003598560575769727 +/- 0.0010728834758095642,0.010275889644142389 +/- 0.0032534797067474237,0.008156737305077998 +/- 0.0017355085497169577,-0.005237904838064733 +/- 0.0019045990186028962,0.005397840863654568 +/- 0.0010464815936267519
