,bvp_rms,bvp_std,bvp_iqr,bvp_energy,bvp_lineintegral,bvp_min,bvp_pct_5,bvp_perm_entropy,bvp_iqr_5_95,bvp_n_sign_changes,bvp_pct_95,bvp_svd_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_ptp,bvp_skewness,bvp_mean,bvp_sum,bvp_entropy,bvp_max,bvp_kurtosis,bvp_peaks
0,0.4791369920402178 +/- 0.005811140834294711,0.17255969836614998 +/- 0.005077427096978996,0.004063678257226621 +/- 0.002225097901112602,-0.016254713028906596 +/- 0.003856941528775496,0.08977796397151233 +/- 0.007533977228034806,0.06711353162966063 +/- 0.0026482581699671637,0.04893171344784247 +/- 0.004017418381143475,0.007080016757436092 +/- 0.002929257830986746,0.07381650607457058 +/- 0.005275266439446062,-0.015793883535819044 +/- 0.0033569812530482796,0.09903644742354419 +/- 0.00673223608767513,-0.00033514872224552625 +/- 0.002567499530128954,0.00896522832006701 +/- 0.0034759059091229914,0.00896522832006701 +/- 0.0034759059091229914,0.039002932551319626 +/- 0.0028255666072756172,-0.006828655215752011 +/- 0.0030902025313632297,0.00033514872224547074 +/- 0.000894602283370862,0.00033514872224547074 +/- 0.000894602283370862,0.0 +/- 0.0,0.012693757855048149 +/- 0.0017278249373524307,-0.0033514872224549965 +/- 0.0014752255434988544,0.014327607875994974 +/- 0.003302958247914039
