,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_pct_5,bvp_svd_entropy,bvp_energy,bvp_kurtosis,bvp_iqr_5_95,bvp_n_sign_changes,bvp_std,bvp_sum,bvp_rms,bvp_entropy,bvp_mean,bvp_max,bvp_iqr,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_pct_95,bvp_n_above_mean
0,0.057830853563038395 +/- 0.005714511397674366,0.04749412685982775 +/- 0.004464445094584221,0.04906029757243544 +/- 0.004721459234420923,0.03512137823022712 +/- 0.003233725354730761,0.03931088488645264 +/- 0.0037807698369845696,-0.007008613938919328 +/- 0.0019297136304387908,-0.0050900548159749206 +/- 0.001322000236189038,0.014643696162881793 +/- 0.0017440138959530132,0.01299921691464373 +/- 0.0031215554311659647,-0.00399373531714955 +/- 0.0023868051141939044,0.010963194988253766 +/- 0.0014545164934226028,-0.0012920908379013163 +/- 0.0009913068834120665,0.01186374314800318 +/- 0.0012137823022709633,0.0 +/- 0.0,7.83085356303892e-05 +/- 0.00045661330421653106,0.0014095536413469168 +/- 0.004516169414344946,-0.06550509005481595 +/- 0.0036480769056827784,0.010023492560689152 +/- 0.002117228791635971,0.03958496476115898 +/- 0.0029428281008791937,0.02736883320281912 +/- 0.004510224960573438,0.005873140172278779 +/- 0.0008755160444400083,0.011628817541112012 +/- 0.0034091205248301137
