,bvp_perm_entropy,bvp_rms,bvp_std,bvp_skewness,bvp_pct_5,bvp_sum,bvp_mean,bvp_energy,bvp_entropy,bvp_lineintegral,bvp_n_below_mean,bvp_max,bvp_iqr,bvp_peaks,bvp_n_sign_changes,bvp_kurtosis,bvp_n_above_mean,bvp_iqr_5_95,bvp_svd_entropy,bvp_min,bvp_pct_95,bvp_ptp
0,0.03814274750575598 +/- 0.003807249963104362,0.0014198004604758841 +/- 0.0016642554445281262,-0.0009593246354565821 +/- 0.0018974267559595016,0.018534151957022293 +/- 0.0024930630653539096,-0.005871066768994593 +/- 0.0018958740333131943,-0.00015349194167301182 +/- 0.0010035837936010674,0.00034535686876443485 +/- 0.0006745355269089193,0.01135840368380665 +/- 0.0014378353027778455,0.0 +/- 0.0,-0.004105909439754363 +/- 0.0028820641182847927,0.03990790483499621 +/- 0.005581917588938804,-0.010245587106676867 +/- 0.0018165464894158959,-0.003837298541826506 +/- 0.00249866778144278,0.04232540291634694 +/- 0.0031738425912129246,0.01020721412125869 +/- 0.0026374275176422896,-0.0028779739063698796 +/- 0.0009593246354566487,0.030583269378357692 +/- 0.004709258093931664,-0.0036838066001534386 +/- 0.001375017104157251,-0.009209516500383685 +/- 0.0024749831921100454,0.005986185725249493 +/- 0.0031791734730940904,0.009938603223330834 +/- 0.0024113994387360035,-0.010168841135840323 +/- 0.002212694281402692
