,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_pct_5,bvp_svd_entropy,bvp_energy,bvp_kurtosis,bvp_iqr_5_95,bvp_n_sign_changes,bvp_std,bvp_sum,bvp_rms,bvp_entropy,bvp_mean,bvp_max,bvp_iqr,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_pct_95,bvp_n_above_mean
0,0.1237018425460636 +/- 0.007533499673650733,0.08232830820770516 +/- 0.005234338355778821,0.07918760469011721 +/- 0.00400108042444135,0.03655778894472356 +/- 0.003083226153132328,0.03324958123953096 +/- 0.0021613882580509038,0.02625628140703514 +/- 0.0024204934701203386,0.025670016750418724 +/- 0.0028218987585982365,0.02085427135678388 +/- 0.0025527220526177755,0.013609715242881026 +/- 0.001441533875884289,0.007202680067001632 +/- 0.0043792014949418315,0.006490787269681697 +/- 0.0017087274508461813,0.0010050251256281007 +/- 0.0007537688442211218,0.0 +/- 0.0,0.0 +/- 0.0,-0.00012562814070353755 +/- 0.00032706238173814395,-0.0010887772194305256 +/- 0.0032716959773240587,-0.0014237855946399036 +/- 0.0028475711892797357,-0.002303182579564522 +/- 0.003907059861573966,-0.0033919597989950146 +/- 0.001985913852827372,-0.006993299832495836 +/- 0.0015674176944901767,-0.010804020100502553 +/- 0.0021743308183830943,-0.012772194304857654 +/- 0.0026435031996795114
