,bvp_perm_entropy,bvp_rms,bvp_std,bvp_skewness,bvp_pct_5,bvp_sum,bvp_mean,bvp_energy,bvp_entropy,bvp_lineintegral,bvp_n_below_mean,bvp_max,bvp_iqr,bvp_peaks,bvp_n_sign_changes,bvp_kurtosis,bvp_n_above_mean,bvp_iqr_5_95,bvp_svd_entropy,bvp_min,bvp_pct_95,bvp_ptp
0,0.011334622823984553 +/- 0.004202414223890787,-0.01663442940038683 +/- 0.002139932949468382,0.0005802707930367745 +/- 0.0015973557309139229,0.0020116054158607287 +/- 0.0019710234743299093,-0.006615087040618939 +/- 0.002545266406127036,0.0002321083172147076 +/- 0.0005525283116861183,0.0007350096711799314 +/- 0.0003649509141994861,-0.007427466150870388 +/- 0.002207403112988346,0.0 +/- 0.0,-0.007620889748549275 +/- 0.0023912664542399464,0.060851063829787264 +/- 0.00570661898708505,-0.011798839458413913 +/- 0.001774865724867222,0.00804642166344297 +/- 0.0026846191989009496,0.00042553191489366207 +/- 0.006488086018737704,-0.008394584139264982 +/- 0.0018637043668001312,-0.0010444874274661343 +/- 0.001823113604324665,0.04649903288201161 +/- 0.0030499657012652997,-0.0017408123791102347 +/- 0.0020194016458240966,-0.005067698259187592 +/- 0.002278461017040958,-0.0020889748549322907 +/- 0.0017317624205492735,-0.002707930367504818 +/- 0.0016136675910726535,0.012882011605415878 +/- 0.0027137268715351063
